longitud_mm,anchura_mm,radio_morro,conicidad,angulo_aleron,altura_mm,cd,area_m2,cda_m2,estabilidad,fabricabilidad,score
205,55,0.45,0.9,1,40,0.3084,0.0022,0.000679,0.574,0.72,0.5557
205,85,0.45,0.5,3,25,0.3334,0.002125,0.000709,0.658,0.7,0.5557
265,85,0.3,0.3,-3,25,0.3201,0.002125,0.00068,0.65,0.6,0.5557
245,55,0.35,0.5,4,35,0.3756,0.001925,0.000723,0.632,0.8,0.55571
185,55,0.2,0.9,1,40,0.2929,0.0022,0.000644,0.552,0.62,0.55572
205,75,0.25,0.8,3,30,0.3144,0.00225,0.000707,0.643,0.72,0.55572
225,75,0.15,0.8,0,35,0.254,0.002625,0.000667,0.635,0.57,0.55572
205,85,0.5,0.6,0,30,0.2834,0.00255,0.000723,0.632,0.8,0.55573
225,85,0.25,0.7,2,30,0.291,0.00255,0.000742,0.678,0.8,0.55573
265,65,0.2,0.8,0,40,0.2641,0.0026,0.000687,0.653,0.62,0.55574
205,85,0.15,0.4,0,30,0.2674,0.00255,0.000682,0.624,0.65,0.55575
225,55,0.25,0.4,1,40,0.318,0.0022,0.0007,0.576,0.8,0.55576
225,75,0.3,0.6,3,30,0.326,0.00225,0.000733,0.657,0.8,0.55577
185,75,0.15,0.6,4,25,0.3369,0.001875,0.000632,0.623,0.45,0.55578
185,75,0.4,0.6,4,25,0.3569,0.001875,0.000669,0.623,0.6,0.55578
265,85,0.25,0.2,0,30,0.2741,0.00255,0.000699,0.682,0.62,0.55578
185,85,0.2,0.7,-3,25,0.3059,0.002125,0.00065,0.577,0.6,0.55579
205,55,0.5,0.6,0,40,0.3134,0.0022,0.00069,0.552,0.8,0.5558
225,55,0.4,0.2,5,30,0.42,0.00165,0.000693,0.608,0.72,0.5558
245,65,0.5,0.2,3,30,0.3616,0.00195,0.000705,0.637,0.72,0.5558
185,55,0.25,0.6,0,40,0.2979,0.0022,0.000655,0.53,0.7,0.55582
205,85,0.25,0.8,4,25,0.3284,0.002125,0.000698,0.68,0.62,0.55582
265,75,0.3,0.9,1,35,0.2681,0.002625,0.000704,0.694,0.62,0.55583
205,75,0.3,0.6,5,25,0.3774,0.001875,0.000708,0.655,0.7,0.55585
225,65,0.3,0.1,3,30,0.356,0.00195,0.000694,0.611,0.72,0.55585
245,65,0.25,0.6,5,30,0.3796,0.00195,0.00074,0.673,0.8,0.55586
225,75,0.15,0.8,3,30,0.302,0.00225,0.000679,0.665,0.57,0.55587
225,55,0.4,0.3,3,35,0.367,0.001925,0.000706,0.592,0.8,0.55588
245,55,0.3,0.2,3,35,0.3606,0.001925,0.000694,0.61,0.72,0.55589
265,55,0.5,0.7,-1,40,0.3111,0.0022,0.000684,0.599,0.7,0.55589
225,65,0.35,0.4,4,30,0.371,0.00195,0.000723,0.633,0.8,0.5559
225,75,0.5,0.3,-1,30,0.314,0.00225,0.000706,0.592,0.8,0.5559
245,85,0.3,0.2,3,25,0.3306,0.002125,0.000702,0.69,0.62,0.5559
185,75,0.4,0.6,-1,30,0.2969,0.00225,0.000668,0.56,0.7,0.55591
225,65,0.15,0.8,2,35,0.292,0.002275,0.000664,0.629,0.57,0.55591
185,55,0.35,0.7,3,35,0.3479,0.001925,0.00067,0.564,0.7,0.55592
225,55,0.45,0.9,4,35,0.364,0.001925,0.000701,0.626,0.72,0.55592
245,55,0.5,0.1,2,35,0.3576,0.001925,0.000688,0.596,0.72,0.55592
185,55,0.2,0.3,5,30,0.4069,0.00165,0.000671,0.568,0.7,0.55593
265,75,0.15,0.5,5,25,0.3581,0.001875,0.000671,0.718,0.45,0.55593
265,75,0.4,0.5,5,25,0.3781,0.001875,0.000709,0.718,0.6,0.55593
205,65,0.45,0.8,4,30,0.3594,0.00195,0.000701,0.626,0.72,0.55594
265,65,0.15,0.2,0,35,0.2811,0.002275,0.00064,0.629,0.47,0.55594
205,55,0.5,0.2,-1,35,0.3394,0.001925,0.000653,0.512,0.72,0.55595
245,55,0.45,0.6,-1,40,0.3176,0.0022,0.000699,0.573,0.8,0.55595
205,65,0.25,0.8,2,35,0.3044,0.002275,0.000693,0.606,0.72,0.55596
245,75,0.25,0.2,2,30,0.3166,0.00225,0.000712,0.654,0.72,0.55596
205,75,0.4,0.5,2,30,0.3194,0.00225,0.000719,0.621,0.8,0.55597
245,85,0.25,0.4,4,25,0.3436,0.002125,0.00073,0.708,0.7,0.55598
245,75,0.25,0.7,1,35,0.2806,0.002625,0.000736,0.664,0.8,0.55599
245,75,0.45,0.5,5,25,0.3866,0.001875,0.000725,0.696,0.7,0.55599
185,85,0.35,0.2,1,25,0.3019,0.002125,0.000642,0.604,0.52,0.55602
205,85,0.2,0.6,4,25,0.3364,0.002125,0.000715,0.672,0.7,0.55602
245,65,0.4,0.4,-1,35,0.3106,0.002275,0.000707,0.592,0.8,0.55602
265,85,0.4,0.9,2,30,0.2821,0.00255,0.000719,0.73,0.62,0.55602
225,85,0.4,0.5,-3,25,0.325,0.002125,0.000691,0.613,0.7,0.55604
205,65,0.35,0.1,5,25,0.4114,0.001625,0.000669,0.608,0.62,0.55605
205,55,0.25,0.8,4,35,0.3584,0.001925,0.00069,0.6,0.72,0.55606
265,65,0.25,0.8,5,30,0.3631,0.00195,0.000708,0.703,0.62,0.55606
245,65,0.2,0.7,3,35,0.3226,0.002275,0.000734,0.657,0.8,0.55607
185,55,0.15,0.9,3,35,0.3199,0.001925,0.000616,0.572,0.47,0.55608
205,65,0.15,0.6,-1,35,0.2874,0.002275,0.000654,0.555,0.65,0.55608
185,85,0.4,0.4,2,25,0.3149,0.002125,0.000669,0.622,0.6,0.55609
225,55,0.15,0.5,-3,35,0.335,0.001925,0.000645,0.533,0.65,0.55609
205,65,0.15,0.2,5,25,0.3894,0.001625,0.000633,0.612,0.47,0.5561
185,65,0.5,0.2,4,25,0.3889,0.001625,0.000632,0.58,0.52,0.55611
245,55,0.25,0.5,6,30,0.4226,0.00165,0.000697,0.569,0.8,0.55611
265,55,0.15,0.6,4,35,0.3491,0.001925,0.000672,0.658,0.55,0.55611
185,75,0.5,0.4,0,30,0.2999,0.00225,0.000675,0.575,0.7,0.55613
245,65,0.5,0.6,6,25,0.4216,0.001625,0.000685,0.6,0.7,0.55613
205,55,0.45,0.7,-3,35,0.3514,0.001925,0.000677,0.519,0.8,0.55614
225,55,0.3,0.7,6,30,0.419,0.00165,0.000691,0.555,0.8,0.55614
205,55,0.45,0.5,7,25,0.4734,0.001375,0.000651,0.518,0.7,0.55615
205,55,0.25,0.3,0,40,0.3114,0.0022,0.000685,0.54,0.8,0.55616
205,75,0.2,0.2,-1,30,0.3004,0.00225,0.000676,0.566,0.72,0.55616
185,55,0.5,0.2,0,35,0.3269,0.001925,0.000629,0.514,0.62,0.55617
205,85,0.15,0.2,2,25,0.3024,0.002125,0.000643,0.636,0.47,0.55617
225,55,0.5,0.4,7,25,0.479,0.001375,0.000659,0.536,0.7,0.55617
225,65,0.3,0.6,2,35,0.316,0.002275,0.000719,0.621,0.8,0.55617
225,75,0.3,0.1,1,30,0.31,0.00225,0.000697,0.617,0.72,0.55617
185,65,0.45,0.4,5,25,0.4059,0.001625,0.00066,0.598,0.6,0.55619
245,55,0.45,0.9,6,30,0.4146,0.00165,0.000684,0.585,0.72,0.55619
265,85,0.25,0.6,2,30,0.2881,0.00255,0.000735,0.718,0.7,0.5562
265,75,0.5,0.4,2,30,0.3201,0.00225,0.00072,0.684,0.7,0.55621
265,85,0.3,0.5,4,25,0.3371,0.002125,0.000716,0.734,0.6,0.55621
205,65,0.5,0.9,-1,35,0.2974,0.002275,0.000677,0.567,0.72,0.55623
245,65,0.2,0.2,1,35,0.3066,0.002275,0.000697,0.617,0.72,0.55623
185,65,0.2,0.1,2,30,0.3319,0.00195,0.000647,0.556,0.62,0.55625
205,85,0.15,0.4,3,25,0.3154,0.002125,0.00067,0.654,0.55,0.55625
225,55,0.4,0.8,-1,40,0.306,0.0022,0.000673,0.559,0.72,0.55625
265,55,0.25,0.4,-1,40,0.3091,0.0022,0.00068,0.587,0.7,0.55625
205,55,0.4,0.7,1,40,0.3164,0.0022,0.000696,0.566,0.8,0.55626
205,65,0.35,0.5,1,35,0.3094,0.002275,0.000704,0.584,0.8,0.55628
245,55,0.15,0.4,1,40,0.3056,0.0022,0.000672,0.598,0.65,0.55628
265,85,0.15,0.7,2,30,0.2741,0.00255,0.000699,0.722,0.55,0.55628
185,65,0.5,0.3,2,30,0.3439,0.00195,0.000671,0.564,0.7,0.55629
225,65,0.15,0.2,3,30,0.338,0.00195,0.000659,0.615,0.57,0.55629
225,75,0.25,0.4,5,25,0.381,0.001875,0.000714,0.669,0.7,0.55629
265,55,0.3,0.8,6,30,0.4041,0.00165,0.000667,0.603,0.62,0.55629
185,65,0.3,0.4,3,30,0.3469,0.00195,0.000676,0.578,0.7,0.5563
205,55,0.2,0.9,6,30,0.4034,0.00165,0.000666,0.54,0.72,0.5563
245,55,0.2,0.3,-1,40,0.3156,0.0022,0.000694,0.561,0.8,0.55631
225,65,0.2,0.4,6,25,0.414,0.001625,0.000673,0.569,0.7,0.55632
225,65,0.2,0.1,0,35,0.3,0.002275,0.000682,0.581,0.72,0.55633
225,85,0.45,0.9,4,25,0.334,0.002125,0.00071,0.706,0.62,0.55635
185,85,0.35,0.8,0,30,0.2639,0.00255,0.000673,0.618,0.62,0.55636
245,75,0.4,0.9,-3,30,0.3116,0.00225,0.000701,0.625,0.72,0.55638
265,55,0.4,0.9,2,40,0.3121,0.0022,0.000687,0.65,0.62,0.55638
265,65,0.35,0.5,6,25,0.4111,0.001625,0.000668,0.618,0.6,0.55639
265,75,0.3,0.1,-1,30,0.3011,0.00225,0.000677,0.628,0.62,0.55639
185,65,0.25,0.8,1,35,0.2879,0.002275,0.000655,0.574,0.62,0.55641
205,65,0.25,0.6,6,25,0.4104,0.001625,0.000667,0.555,0.7,0.55641
185,85,0.2,0.5,3,25,0.3179,0.002125,0.000676,0.636,0.6,0.55642
185,75,0.3,0.8,2,30,0.2979,0.00225,0.00067,0.611,0.62,0.55643
245,55,0.35,0.8,2,40,0.3186,0.0022,0.000701,0.624,0.72,0.55644
265,65,0.15,0.6,6,25,0.3891,0.001625,0.000632,0.622,0.45,0.55644
205,55,0.45,0.1,6,25,0.4564,0.001375,0.000628,0.508,0.62,0.55646
245,75,0.45,0.3,2,30,0.3266,0.00225,0.000735,0.658,0.8,0.55646
185,65,0.2,0.7,-1,35,0.2899,0.002275,0.000659,0.537,0.7,0.55648
265,55,0.5,0.6,1,40,0.3171,0.0022,0.000698,0.628,0.7,0.55648
245,65,0.3,0.8,5,30,0.3716,0.00195,0.000725,0.681,0.72,0.5565
185,85,0.15,0.7,3,25,0.3019,0.002125,0.000642,0.644,0.45,0.55652
205,75,0.2,0.6,3,30,0.3224,0.00225,0.000725,0.635,0.8,0.55652
225,65,0.4,0.8,6,25,0.406,0.001625,0.00066,0.585,0.62,0.55652
245,85,0.35,0.4,1,30,0.2916,0.00255,0.000743,0.678,0.8,0.55652
265,65,0.45,0.4,1,35,0.3101,0.002275,0.000706,0.647,0.7,0.55652
185,85,0.2,0.5,0,30,0.2699,0.00255,0.000688,0.606,0.7,0.55654
245,55,0.45,0.5,1,40,0.3236,0.0022,0.000712,0.602,0.8,0.55654
225,85,0.4,0.7,4,25,0.342,0.002125,0.000727,0.698,0.7,0.55655
185,65,0.35,0.1,-1,30,0.3229,0.00195,0.00063,0.513,0.62,0.55656
265,75,0.15,0.2,4,25,0.3431,0.001875,0.000643,0.696,0.37,0.55656
265,75,0.4,0.2,4,25,0.3631,0.001875,0.000681,0.696,0.52,0.55656
185,75,0.3,0.3,-3,25,0.3379,0.001875,0.000634,0.534,0.6,0.55657
185,55,0.35,0.2,4,30,0.3919,0.00165,0.000647,0.554,0.62,0.55658
205,65,0.4,0.4,-3,30,0.3504,0.00195,0.000683,0.534,0.8,0.55658
225,85,0.4,0.1,2,25,0.324,0.002125,0.000688,0.654,0.62,0.5566
205,55,0.3,0.7,4,35,0.3684,0.001925,0.000709,0.596,0.8,0.55661
245,75,0.45,0.2,4,25,0.3716,0.001875,0.000697,0.674,0.62,0.55661
205,65,0.5,0.7,4,30,0.3694,0.00195,0.00072,0.622,0.8,0.55664
225,85,0.25,0.4,1,30,0.288,0.00255,0.000734,0.656,0.8,0.55664
185,55,0.3,0.3,2,35,0.3429,0.001925,0.00066,0.538,0.7,0.55665
265,65,0.2,0.1,-3,30,0.3391,0.00195,0.000661,0.588,0.62,0.55665
205,75,0.4,0.3,-1,30,0.3104,0.00225,0.000699,0.57,0.8,0.55666
225,75,0.45,0.9,3,30,0.32,0.00225,0.00072,0.669,0.72,0.55667
225,85,0.5,0.9,-1,30,0.278,0.00255,0.000709,0.643,0.72,0.55667
185,55,0.4,0.9,3,35,0.3399,0.001925,0.000654,0.572,0.62,0.55668
185,75,0.4,0.5,1,30,0.3029,0.00225,0.000682,0.589,0.7,0.55668
225,55,0.15,0.3,0,40,0.299,0.0022,0.000658,0.562,0.65,0.55668
225,85,0.4,0.3,3,25,0.337,0.002125,0.000716,0.672,0.7,0.55668
245,85,0.2,0.3,-1,30,0.2856,0.00255,0.000728,0.641,0.8,0.55668
225,55,0.4,0.5,-3,35,0.355,0.001925,0.000683,0.533,0.8,0.55669
265,65,0.5,0.3,-3,30,0.3511,0.00195,0.000685,0.596,0.7,0.55669
225,85,0.5,0.7,1,30,0.29,0.00255,0.00074,0.668,0.8,0.5567
245,75,0.5,0.7,3,30,0.3316,0.00225,0.000746,0.684,0.8,0.55671
265,55,0.4,0.6,4,35,0.3691,0.001925,0.000711,0.658,0.7,0.55671
225,65,0.3,0.4,-1,35,0.307,0.002275,0.000698,0.569,0.8,0.55672
225,85,0.15,0.5,1,30,0.274,0.00255,0.000699,0.66,0.65,0.55672
185,65,0.15,0.5,3,30,0.3289,0.00195,0.000641,0.582,0.55,0.55674
185,65,0.3,0.5,0,35,0.2929,0.002275,0.000666,0.552,0.7,0.55674
245,55,0.45,0.1,5,30,0.4256,0.00165,0.000702,0.626,0.72,0.55674
245,85,0.45,0.6,-1,30,0.2876,0.00255,0.000733,0.653,0.8,0.55674
245,75,0.2,0.4,0,35,0.2776,0.002625,0.000729,0.642,0.8,0.55676
265,65,0.3,0.7,5,30,0.3731,0.00195,0.000728,0.699,0.7,0.55676
265,75,0.3,0.5,3,30,0.3231,0.00225,0.000727,0.698,0.7,0.55676
265,75,0.5,0.9,0,35,0.2671,0.002625,0.000701,0.684,0.62,0.55676
225,55,0.15,0.1,2,35,0.334,0.001925,0.000643,0.574,0.57,0.55677
185,55,0.45,0.3,6,25,0.4489,0.001375,0.000617,0.494,0.6,0.55678
185,75,0.45,0.8,4,25,0.3489,0.001875,0.000654,0.631,0.52,0.55678
205,85,0.4,0.9,-1,30,0.2744,0.00255,0.0007,0.62,0.72,0.55679
225,55,0.35,0.6,-1,40,0.314,0.0022,0.000691,0.551,0.8,0.55681
245,55,0.15,0.7,6,30,0.4026,0.00165,0.000664,0.577,0.65,0.55681
205,75,0.25,0.7,0,35,0.2724,0.002625,0.000715,0.609,0.8,0.55682
205,85,0.4,0.7,1,30,0.2864,0.00255,0.00073,0.646,0.8,0.55682
205,55,0.2,0.4,-3,35,0.3494,0.001925,0.000673,0.507,0.8,0.55683
265,55,0.2,0.2,7,25,0.4581,0.001375,0.00063,0.572,0.52,0.55683
265,55,0.25,0.3,1,40,0.3151,0.0022,0.000693,0.616,0.7,0.55684
205,75,0.35,0.8,5,25,0.3694,0.001875,0.000693,0.663,0.62,0.55685
225,85,0.35,0.6,-1,30,0.284,0.00255,0.000724,0.631,0.8,0.55685
205,55,0.2,0.1,5,30,0.4144,0.00165,0.000684,0.582,0.72,0.55686
225,75,0.35,0.7,0,35,0.276,0.002625,0.000725,0.631,0.8,0.55687
205,65,0.2,0.6,2,35,0.3124,0.002275,0.000711,0.598,0.8,0.55688
245,65,0.4,0.3,1,35,0.3166,0.002275,0.00072,0.621,0.8,0.55688
185,55,0.4,0.9,0,40,0.2919,0.0022,0.000642,0.542,0.62,0.5569
205,55,0.5,0.9,-3,35,0.3434,0.001925,0.000661,0.527,0.72,0.5569
225,85,0.15,0.8,4,25,0.316,0.002125,0.000671,0.702,0.47,0.5569
185,55,0.3,0.4,5,30,0.4089,0.00165,0.000675,0.572,0.7,0.55691
245,75,0.45,0.7,0,35,0.2796,0.002625,0.000734,0.654,0.8,0.55691
205,75,0.2,0.1,1,30,0.3064,0.00225,0.00069,0.595,0.72,0.55692
225,75,0.25,0.1,4,25,0.366,0.001875,0.000686,0.647,0.62,0.55692
225,85,0.2,0.2,3,25,0.327,0.002125,0.000695,0.668,0.62,0.55692
185,65,0.3,0.6,-3,30,0.3349,0.00195,0.000653,0.52,0.7,0.55693
265,55,0.3,0.3,-3,35,0.3501,0.001925,0.000674,0.57,0.7,0.55693
205,65,0.15,0.5,1,35,0.2934,0.002275,0.000668,0.584,0.65,0.55694
225,55,0.45,0.4,0,40,0.317,0.0022,0.000697,0.566,0.8,0.55694
245,65,0.15,0.9,5,30,0.3536,0.00195,0.000689,0.685,0.57,0.55694
265,55,0.35,0.7,2,40,0.3201,0.0022,0.000704,0.642,0.7,0.55694
245,65,0.15,0.3,4,30,0.3566,0.00195,0.000695,0.651,0.65,0.55695
225,75,0.15,0.1,-3,25,0.329,0.001875,0.000617,0.571,0.47,0.55696
225,75,0.4,0.1,-3,25,0.349,0.001875,0.000654,0.571,0.62,0.55696
205,85,0.25,0.6,-1,30,0.2804,0.00255,0.000715,0.608,0.8,0.55697
205,85,0.45,0.1,-1,25,0.3114,0.002125,0.000662,0.588,0.62,0.55698
225,65,0.45,0.9,2,35,0.31,0.002275,0.000705,0.633,0.72,0.55698
185,55,0.5,0.8,5,30,0.4009,0.00165,0.000661,0.588,0.62,0.55699
245,75,0.15,0.9,1,35,0.2606,0.002625,0.000684,0.672,0.57,0.55699
205,65,0.45,0.2,5,25,0.4134,0.001625,0.000672,0.612,0.62,0.557
245,55,0.2,0.1,7,25,0.4686,0.001375,0.000644,0.546,0.62,0.557
245,55,0.3,0.6,2,40,0.3266,0.0022,0.000718,0.616,0.8,0.557
245,75,0.25,0.4,3,30,0.3296,0.00225,0.000741,0.672,0.8,0.55701
245,55,0.45,0.6,4,35,0.3776,0.001925,0.000727,0.636,0.8,0.55702
245,85,0.35,0.3,-3,25,0.3286,0.002125,0.000698,0.628,0.7,0.55702
185,75,0.5,0.7,4,25,0.3589,0.001875,0.000673,0.627,0.6,0.55703
205,85,0.15,0.7,-1,30,0.2664,0.00255,0.000679,0.612,0.65,0.55705
205,85,0.3,0.5,-3,25,0.3214,0.002125,0.000683,0.591,0.7,0.55706
245,65,0.25,0.1,-3,30,0.3476,0.00195,0.000678,0.566,0.72,0.55708
185,55,0.45,0.3,-1,35,0.3339,0.001925,0.000643,0.494,0.7,0.55709
205,65,0.5,0.8,1,35,0.3034,0.002275,0.00069,0.596,0.72,0.55709
245,55,0.35,0.6,6,30,0.4246,0.00165,0.000701,0.573,0.8,0.55709
205,75,0.15,0.7,5,25,0.3594,0.001875,0.000674,0.659,0.55,0.5571
205,75,0.4,0.7,5,25,0.3794,0.001875,0.000711,0.659,0.7,0.5571
245,75,0.5,0.2,1,30,0.3156,0.00225,0.00071,0.644,0.72,0.55711
265,85,0.25,0.3,1,30,0.2851,0.00255,0.000727,0.696,0.7,0.55711
205,55,0.3,0.8,-1,40,0.3024,0.0022,0.000665,0.536,0.72,0.55712
265,65,0.3,0.5,2,35,0.3131,0.002275,0.000712,0.661,0.7,0.55712
225,75,0.3,0.9,-3,30,0.308,0.00225,0.000693,0.603,0.72,0.55713
265,85,0.5,0.8,-1,30,0.2751,0.00255,0.000702,0.683,0.62,0.55714
205,65,0.45,0.7,-1,35,0.3054,0.002275,0.000695,0.559,0.8,0.55715
225,55,0.25,0.5,4,35,0.372,0.001925,0.000716,0.61,0.8,0.55716
265,85,0.5,0.6,1,30,0.2871,0.00255,0.000732,0.708,0.7,0.55717
245,65,0.25,0.3,6,25,0.4196,0.001625,0.000682,0.588,0.7,0.55718
245,75,0.35,0.7,-3,30,0.3196,0.00225,0.000719,0.617,0.8,0.55718
265,75,0.5,0.6,5,25,0.3801,0.001875,0.000713,0.722,0.6,0.55718
225,65,0.4,0.2,3,30,0.358,0.00195,0.000698,0.615,0.72,0.55719
245,85,0.2,0.1,0,30,0.2806,0.00255,0.000715,0.656,0.72,0.55719
265,55,0.2,0.5,6,30,0.4141,0.00165,0.000683,0.591,0.7,0.55719
265,85,0.15,0.4,1,30,0.2711,0.00255,0.000691,0.7,0.55,0.55719
225,55,0.5,0.4,3,35,0.369,0.001925,0.00071,0.596,0.8,0.5572
245,65,0.35,0.7,5,30,0.3816,0.00195,0.000744,0.677,0.8,0.5572
245,65,0.5,0.7,2,35,0.3216,0.002275,0.000732,0.647,0.8,0.5572
265,75,0.35,0.6,0,35,0.2731,0.002625,0.000717,0.672,0.7,0.55721
225,75,0.35,0.3,2,30,0.323,0.00225,0.000727,0.635,0.8,0.55722
185,75,0.25,0.6,2,30,0.3059,0.00225,0.000688,0.603,0.7,0.55723
225,55,0.25,0.8,6,30,0.409,0.00165,0.000675,0.559,0.72,0.55724
225,65,0.45,0.5,4,30,0.373,0.00195,0.000727,0.637,0.8,0.55724
245,55,0.35,0.3,-3,35,0.3586,0.001925,0.00069,0.548,0.8,0.55724
205,65,0.2,0.1,3,30,0.3524,0.00195,0.000687,0.588,0.72,0.55725
265,85,0.4,0.4,-3,25,0.3221,0.002125,0.000684,0.654,0.6,0.55725
225,65,0.3,0.5,6,25,0.416,0.001625,0.000676,0.573,0.7,0.55727
265,55,0.4,0.9,6,30,0.4061,0.00165,0.00067,0.607,0.62,0.55727
205,65,0.5,0.3,3,30,0.3644,0.00195,0.000711,0.596,0.8,0.55729
205,65,0.25,0.4,4,30,0.3674,0.00195,0.000717,0.61,0.8,0.5573
225,55,0.25,0.8,2,40,0.315,0.0022,0.000693,0.602,0.72,0.5573
225,75,0.5,0.1,0,30,0.309,0.00225,0.000695,0.607,0.72,0.55732
265,85,0.35,0.5,-1,30,0.2811,0.00255,0.000717,0.671,0.7,0.55732
185,65,0.2,0.6,1,35,0.2959,0.002275,0.000673,0.566,0.7,0.55733
205,55,0.3,0.3,3,35,0.3634,0.001925,0.0007,0.57,0.8,0.55733
225,55,0.2,0.2,3,35,0.357,0.001925,0.000687,0.588,0.72,0.55733
265,65,0.45,0.6,6,25,0.4131,0.001625,0.000671,0.622,0.6,0.55734
185,55,0.15,0.4,2,35,0.3249,0.001925,0.000625,0.542,0.55,0.55736
205,65,0.35,0.7,6,25,0.4124,0.001625,0.00067,0.559,0.7,0.55736
245,65,0.4,0.2,0,35,0.3056,0.002275,0.000695,0.607,0.72,0.55736
185,65,0.15,0.7,-3,30,0.3169,0.00195,0.000618,0.524,0.55,0.55737
205,55,0.35,0.9,4,35,0.3604,0.001925,0.000694,0.604,0.72,0.55737
205,85,0.35,0.9,4,25,0.3304,0.002125,0.000702,0.684,0.62,0.55737
225,55,0.4,0.1,2,35,0.354,0.001925,0.000681,0.574,0.72,0.55737
225,55,0.35,0.5,1,40,0.32,0.0022,0.000704,0.58,0.8,0.5574
265,65,0.35,0.9,5,30,0.3651,0.00195,0.000712,0.707,0.62,0.5574
265,65,0.35,0.3,4,30,0.3681,0.00195,0.000718,0.673,0.7,0.55741
205,65,0.2,0.4,-1,35,0.3034,0.002275,0.00069,0.547,0.8,0.55742
205,75,0.35,0.9,3,30,0.3164,0.00225,0.000712,0.647,0.72,0.55742
245,85,0.35,0.8,2,30,0.2886,0.00255,0.000736,0.704,0.72,0.55743
185,85,0.25,0.9,1,30,0.2669,0.00255,0.000681,0.632,0.62,0.55745
185,55,0.35,0.7,0,40,0.2999,0.0022,0.00066,0.534,0.7,0.55746
225,65,0.5,0.9,6,25,0.408,0.001625,0.000663,0.589,0.62,0.55747
225,75,0.4,0.7,3,30,0.328,0.00225,0.000738,0.661,0.8,0.55747
245,65,0.25,0.4,2,35,0.3196,0.002275,0.000727,0.635,0.8,0.55747
265,55,0.45,0.8,4,35,0.3611,0.001925,0.000695,0.666,0.62,0.55747
245,85,0.35,0.5,4,25,0.3456,0.002125,0.000734,0.712,0.7,0.55753
225,75,0.35,0.5,5,25,0.383,0.001875,0.000718,0.673,0.7,0.55754
245,75,0.25,0.8,1,35,0.2746,0.002625,0.000721,0.668,0.72,0.55754
185,65,0.45,0.8,0,35,0.2869,0.002275,0.000653,0.564,0.62,0.55755
225,85,0.25,0.8,2,30,0.285,0.00255,0.000727,0.682,0.72,0.55755
265,85,0.45,0.8,4,25,0.3311,0.002125,0.000704,0.746,0.52,0.55756
185,65,0.35,0.8,-3,30,0.3269,0.00195,0.000637,0.528,0.62,0.55757
205,85,0.3,0.7,4,25,0.3384,0.002125,0.000719,0.676,0.7,0.55757
185,65,0.45,0.1,1,30,0.3309,0.00195,0.000645,0.546,0.62,0.55758
225,65,0.3,0.3,1,35,0.313,0.002275,0.000712,0.599,0.8,0.55758
185,65,0.3,0.2,2,30,0.3339,0.00195,0.000651,0.56,0.62,0.55759
225,85,0.5,0.6,-3,25,0.327,0.002125,0.000695,0.617,0.7,0.55759
185,75,0.5,0.7,-1,30,0.2989,0.00225,0.000673,0.564,0.7,0.55761
225,85,0.45,0.4,0,30,0.287,0.00255,0.000732,0.646,0.8,0.55761
245,85,0.2,0.5,2,30,0.2946,0.00255,0.000751,0.692,0.8,0.55761
205,85,0.3,0.1,2,25,0.3204,0.002125,0.000681,0.632,0.62,0.55762
225,85,0.15,0.9,2,30,0.271,0.00255,0.000691,0.686,0.57,0.55763
185,65,0.4,0.5,3,30,0.3489,0.00195,0.00068,0.582,0.7,0.55764
185,85,0.5,0.5,2,25,0.3169,0.002125,0.000673,0.626,0.6,0.55764
265,55,0.15,0.4,-3,35,0.3321,0.001925,0.000639,0.574,0.55,0.55764
245,55,0.3,0.2,7,25,0.4706,0.001375,0.000647,0.55,0.62,0.55765
265,75,0.45,0.8,3,30,0.3171,0.00225,0.000713,0.71,0.62,0.55766
205,75,0.5,0.6,2,30,0.3214,0.00225,0.000723,0.625,0.8,0.55767
265,65,0.3,0.3,-1,35,0.3041,0.002275,0.000692,0.61,0.7,0.55767
205,55,0.25,0.6,-1,40,0.3104,0.0022,0.000683,0.528,0.8,0.55768
205,65,0.35,0.9,2,35,0.3064,0.002275,0.000697,0.61,0.72,0.55769
185,85,0.2,0.1,-1,25,0.2959,0.002125,0.000629,0.566,0.52,0.5577
205,85,0.3,0.3,3,25,0.3334,0.002125,0.000709,0.65,0.7,0.5577
245,55,0.2,0.3,4,35,0.3756,0.001925,0.000723,0.624,0.8,0.55771
205,85,0.35,0.4,0,30,0.2834,0.00255,0.000723,0.624,0.8,0.55773
245,55,0.2,0.9,5,35,0.3726,0.001925,0.000717,0.658,0.72,0.55775
245,65,0.5,0.5,-1,35,0.3126,0.002275,0.000711,0.596,0.8,0.55775
265,85,0.4,0.6,4,25,0.3391,0.002125,0.000721,0.738,0.6,0.55776
185,85,0.35,0.8,3,25,0.3119,0.002125,0.000663,0.648,0.52,0.55777
185,75,0.25,0.4,4,25,0.3569,0.001875,0.000669,0.615,0.6,0.55778
245,55,0.5,0.8,4,35,0.3696,0.001925,0.000711,0.644,0.72,0.55778
205,55,0.35,0.4,0,40,0.3134,0.0022,0.00069,0.544,0.8,0.5578
265,65,0.15,0.1,3,30,0.3351,0.00195,0.000653,0.655,0.47,0.5578
185,75,0.15,0.4,-3,25,0.3199,0.001875,0.0006,0.538,0.45,0.55782
185,75,0.4,0.4,-3,25,0.3399,0.001875,0.000637,0.538,0.6,0.55782
