longitud_mm,anchura_mm,radio_morro,conicidad,angulo_aleron,altura_mm,cd,area_m2,cda_m2,estabilidad,fabricabilidad,score
265,85,0.15,0.6,4,30,0.3341,0.00255,0.000852,0.738,0.55,0.64408
245,55,0.3,0.1,3,40,0.3816,0.0022,0.000839,0.606,0.72,0.6441
245,65,0.35,0.3,-1,40,0.3276,0.0026,0.000852,0.588,0.8,0.6441
265,75,0.25,0.8,-3,35,0.3161,0.002625,0.00083,0.643,0.62,0.6441
205,65,0.15,0.7,6,30,0.4114,0.00195,0.000802,0.559,0.65,0.64411
225,65,0.25,0.3,-1,40,0.324,0.0026,0.000842,0.565,0.8,0.64411
245,55,0.25,0.9,3,45,0.3446,0.002475,0.000853,0.638,0.72,0.64411
205,75,0.35,0.1,0,35,0.3164,0.002625,0.000831,0.585,0.72,0.64412
225,55,0.2,0.1,7,30,0.488,0.00165,0.000805,0.524,0.72,0.64412
245,65,0.5,0.4,1,40,0.3336,0.0026,0.000867,0.625,0.8,0.64412
225,65,0.15,0.2,0,40,0.305,0.0026,0.000793,0.585,0.57,0.64413
225,65,0.4,0.4,1,40,0.33,0.0026,0.000858,0.603,0.8,0.64413
185,75,0.15,0.3,-3,30,0.3409,0.00225,0.000767,0.534,0.55,0.64414
185,85,0.35,0.2,4,25,0.3769,0.002125,0.000801,0.634,0.52,0.64414
205,65,0.3,0.4,1,40,0.3264,0.0026,0.000849,0.58,0.8,0.64414
185,55,0.35,0.9,1,45,0.3199,0.002475,0.000792,0.552,0.62,0.64415
185,75,0.2,0.3,1,35,0.3139,0.002625,0.000824,0.581,0.7,0.64415
265,55,0.35,0.2,7,30,0.4851,0.00165,0.0008,0.572,0.62,0.64415
265,65,0.15,0.3,-1,40,0.3071,0.0026,0.000798,0.61,0.55,0.64415
265,55,0.3,0.6,6,35,0.4311,0.001925,0.00083,0.595,0.7,0.64416
225,75,0.45,0.1,0,35,0.32,0.002625,0.00084,0.607,0.72,0.64417
185,75,0.3,0.5,-1,35,0.3099,0.002625,0.000813,0.556,0.7,0.64419
185,55,0.35,0.6,7,30,0.4789,0.00165,0.00079,0.5,0.7,0.64421
245,75,0.35,0.6,0,40,0.2926,0.003,0.000878,0.65,0.8,0.64421
265,65,0.3,0.3,4,35,0.3791,0.002275,0.000862,0.673,0.7,0.64421
185,85,0.25,0.4,5,25,0.3899,0.002125,0.000829,0.652,0.6,0.64422
245,65,0.45,0.5,6,30,0.4386,0.00195,0.000855,0.596,0.8,0.64422
225,65,0.5,0.6,-1,40,0.326,0.0026,0.000848,0.577,0.8,0.64423
245,55,0.2,0.2,1,45,0.3366,0.002475,0.000833,0.59,0.72,0.64423
245,85,0.5,0.8,1,35,0.2946,0.002975,0.000876,0.694,0.72,0.64423
205,65,0.4,0.6,-1,40,0.3224,0.0026,0.000838,0.555,0.8,0.64424
245,75,0.2,0.6,-3,35,0.3286,0.002625,0.000862,0.613,0.8,0.64425
185,65,0.25,0.8,-1,40,0.3029,0.0026,0.000788,0.541,0.62,0.64428
225,65,0.25,0.4,6,30,0.433,0.00195,0.000844,0.569,0.8,0.64428
245,55,0.45,0.1,5,35,0.4406,0.001925,0.000848,0.626,0.72,0.64429
245,65,0.5,0.5,4,35,0.3876,0.002275,0.000882,0.659,0.8,0.64429
265,75,0.25,0.9,-1,40,0.2791,0.003,0.000837,0.66,0.62,0.64429
185,55,0.15,0.1,1,40,0.3369,0.0022,0.000741,0.52,0.47,0.6443
185,75,0.45,0.6,1,35,0.3159,0.002625,0.000829,0.593,0.7,0.6443
205,65,0.25,0.1,7,25,0.4814,0.001625,0.000782,0.528,0.62,0.6443
245,55,0.25,0.9,5,40,0.3916,0.0022,0.000861,0.658,0.72,0.6443
185,65,0.4,0.9,1,40,0.3089,0.0026,0.000803,0.578,0.62,0.64431
205,65,0.35,0.8,6,30,0.4214,0.00195,0.000822,0.563,0.72,0.64431
185,55,0.5,0.6,5,35,0.4279,0.001925,0.000824,0.58,0.7,0.64432
205,75,0.2,0.5,5,30,0.3904,0.00225,0.000879,0.651,0.8,0.64432
245,85,0.45,0.3,3,30,0.3516,0.00255,0.000896,0.694,0.8,0.64432
185,65,0.15,0.7,1,40,0.3009,0.0026,0.000782,0.57,0.55,0.64433
265,65,0.15,0.1,7,25,0.4601,0.001625,0.000748,0.595,0.37,0.64433
185,85,0.4,0.4,2,30,0.3299,0.00255,0.000841,0.622,0.7,0.64434
225,85,0.35,0.7,-1,35,0.293,0.002975,0.000872,0.635,0.8,0.64434
245,75,0.25,0.5,3,35,0.3386,0.002625,0.000889,0.676,0.8,0.64434
205,85,0.45,0.1,-1,30,0.3264,0.00255,0.000832,0.588,0.72,0.64435
225,55,0.45,0.5,1,45,0.343,0.002475,0.000849,0.58,0.8,0.64436
185,85,0.15,0.8,0,35,0.2629,0.002975,0.000782,0.618,0.47,0.64437
245,55,0.5,0.6,4,40,0.3966,0.0022,0.000872,0.636,0.8,0.6444
185,65,0.3,0.4,3,35,0.3619,0.002275,0.000823,0.578,0.7,0.64442
205,55,0.15,0.9,2,45,0.3204,0.002475,0.000793,0.584,0.57,0.64442
185,65,0.35,0.4,7,25,0.4759,0.001625,0.000773,0.518,0.6,0.64444
185,65,0.4,0.7,-3,35,0.3519,0.002275,0.000801,0.524,0.7,0.64444
225,85,0.35,0.3,3,30,0.348,0.00255,0.000887,0.672,0.8,0.64444
245,55,0.35,0.6,6,35,0.4396,0.001925,0.000846,0.573,0.8,0.64446
245,65,0.35,0.1,0,40,0.3226,0.0026,0.000839,0.603,0.72,0.64446
225,65,0.25,0.1,0,40,0.319,0.0026,0.000829,0.581,0.72,0.64447
225,75,0.45,0.8,5,30,0.388,0.00225,0.000873,0.685,0.72,0.64447
205,55,0.2,0.5,4,40,0.3874,0.0022,0.000852,0.588,0.8,0.64448
185,65,0.15,0.5,7,25,0.4539,0.001625,0.000738,0.522,0.45,0.64449
245,55,0.4,0.4,-1,45,0.3406,0.002475,0.000843,0.565,0.8,0.6445
185,55,0.3,0.7,-3,40,0.3589,0.0022,0.00079,0.497,0.7,0.64451
245,75,0.2,0.2,2,35,0.3276,0.002625,0.00086,0.654,0.72,0.64451
245,75,0.5,0.6,5,30,0.3996,0.00225,0.000899,0.7,0.8,0.64451
225,75,0.25,0.1,4,30,0.381,0.00225,0.000857,0.647,0.72,0.64452
265,65,0.15,0.1,0,40,0.3021,0.0026,0.000785,0.625,0.47,0.64452
265,65,0.4,0.3,1,40,0.3271,0.0026,0.00085,0.643,0.7,0.64452
265,65,0.25,0.7,5,35,0.3841,0.002275,0.000874,0.699,0.7,0.64453
185,55,0.45,0.2,1,40,0.3549,0.0022,0.000781,0.524,0.62,0.64456
205,85,0.25,0.3,3,30,0.3444,0.00255,0.000878,0.65,0.8,0.64456
245,85,0.2,0.4,-1,35,0.2946,0.002975,0.000876,0.645,0.8,0.64456
265,75,0.3,0.4,5,30,0.3911,0.00225,0.00088,0.714,0.7,0.64456
185,55,0.2,0.8,-1,45,0.3139,0.002475,0.000777,0.514,0.62,0.64457
265,55,0.35,0.9,0,50,0.3001,0.00275,0.000825,0.63,0.62,0.64457
225,85,0.2,0.8,6,25,0.39,0.002125,0.000829,0.639,0.62,0.64458
185,75,0.25,0.5,6,25,0.4209,0.001875,0.000789,0.556,0.6,0.64461
265,65,0.5,0.5,-1,40,0.3231,0.0026,0.00084,0.618,0.7,0.64461
205,85,0.5,0.6,3,30,0.3464,0.00255,0.000883,0.662,0.8,0.64462
245,55,0.15,0.8,6,35,0.4116,0.001925,0.000792,0.581,0.57,0.64462
265,65,0.2,0.6,0,45,0.2911,0.002925,0.000851,0.645,0.7,0.64462
205,55,0.35,0.5,1,45,0.3394,0.002475,0.00084,0.558,0.8,0.64463
225,85,0.35,0.8,-1,35,0.287,0.002975,0.000854,0.639,0.72,0.64463
205,85,0.15,0.4,3,30,0.3304,0.00255,0.000843,0.654,0.65,0.64464
245,75,0.15,0.1,4,30,0.3686,0.00225,0.000829,0.67,0.57,0.64466
185,65,0.25,0.6,1,40,0.3149,0.0026,0.000819,0.566,0.7,0.64467
265,85,0.25,0.2,3,30,0.3371,0.00255,0.00086,0.712,0.62,0.64467
265,75,0.15,0.9,7,25,0.4121,0.001875,0.000773,0.654,0.37,0.64468
265,75,0.4,0.9,7,25,0.4321,0.001875,0.00081,0.654,0.52,0.64468
185,55,0.3,0.1,6,30,0.4639,0.00165,0.000765,0.486,0.62,0.64469
225,65,0.5,0.4,-3,35,0.369,0.002275,0.000839,0.556,0.8,0.64469
245,85,0.4,0.4,-3,30,0.3416,0.00255,0.000871,0.632,0.8,0.64469
265,65,0.45,0.2,3,35,0.3681,0.002275,0.000837,0.659,0.62,0.64469
225,55,0.45,0.8,4,40,0.385,0.0022,0.000847,0.622,0.72,0.6447
265,55,0.3,0.4,4,40,0.3881,0.0022,0.000854,0.65,0.7,0.6447
205,55,0.5,0.8,1,45,0.3334,0.002475,0.000825,0.57,0.72,0.64472
205,75,0.5,0.8,2,35,0.3244,0.002625,0.000852,0.633,0.72,0.64472
225,85,0.25,0.1,5,25,0.399,0.002125,0.000848,0.684,0.62,0.64472
265,85,0.25,0.7,2,35,0.2971,0.002975,0.000884,0.722,0.7,0.64473
245,75,0.45,0.9,7,25,0.4406,0.001875,0.000826,0.632,0.62,0.64474
245,55,0.25,0.3,4,40,0.3946,0.0022,0.000868,0.624,0.8,0.64476
225,55,0.3,0.4,-1,45,0.337,0.002475,0.000834,0.543,0.8,0.64478
265,75,0.4,0.7,3,35,0.3341,0.002625,0.000877,0.706,0.7,0.64478
225,65,0.2,0.7,0,45,0.294,0.002925,0.00086,0.605,0.8,0.6448
205,55,0.25,0.9,6,35,0.4224,0.001925,0.000813,0.54,0.72,0.64481
205,75,0.45,0.4,6,25,0.4384,0.001875,0.000822,0.574,0.7,0.64481
225,85,0.3,0.4,-3,30,0.338,0.00255,0.000862,0.609,0.8,0.64481
245,75,0.25,0.3,5,30,0.3976,0.00225,0.000894,0.688,0.8,0.64481
205,55,0.3,0.4,-3,40,0.3724,0.0022,0.000819,0.507,0.8,0.64485
205,65,0.5,0.2,5,30,0.4324,0.00195,0.000843,0.612,0.72,0.64485
245,55,0.2,0.7,5,40,0.3996,0.0022,0.000879,0.65,0.8,0.64486
265,55,0.2,0.2,-3,40,0.3631,0.0022,0.000799,0.566,0.62,0.64486
265,55,0.15,0.7,6,35,0.4131,0.001925,0.000795,0.599,0.55,0.64487
265,65,0.2,0.7,3,40,0.3331,0.0026,0.000866,0.679,0.7,0.64488
265,85,0.25,0.4,1,35,0.2941,0.002975,0.000875,0.7,0.7,0.64488
245,65,0.2,0.6,5,35,0.3906,0.002275,0.000889,0.673,0.8,0.64489
205,85,0.2,0.4,-3,30,0.3344,0.00255,0.000853,0.587,0.8,0.64492
265,55,0.35,0.8,6,35,0.4231,0.001925,0.000814,0.603,0.62,0.64492
185,75,0.45,0.4,-3,30,0.3589,0.00225,0.000807,0.538,0.7,0.64494
245,65,0.5,0.8,2,40,0.3306,0.0026,0.000859,0.651,0.72,0.64494
225,65,0.4,0.8,2,40,0.327,0.0026,0.00085,0.629,0.72,0.64495
265,55,0.45,0.4,1,45,0.3401,0.002475,0.000842,0.62,0.7,0.64495
205,65,0.3,0.8,2,40,0.3234,0.0026,0.000841,0.606,0.72,0.64496
225,55,0.2,0.1,3,40,0.378,0.0022,0.000832,0.584,0.72,0.64496
225,65,0.15,0.6,2,40,0.319,0.0026,0.000829,0.621,0.65,0.64497
205,85,0.45,0.7,-3,30,0.3364,0.00255,0.000858,0.599,0.8,0.64498
265,65,0.3,0.2,-3,35,0.3561,0.002275,0.00081,0.592,0.62,0.64498
225,65,0.4,0.5,4,35,0.384,0.002275,0.000874,0.637,0.8,0.64499
185,55,0.25,0.3,5,35,0.4259,0.001925,0.00082,0.568,0.7,0.64501
185,85,0.3,0.1,1,30,0.3189,0.00255,0.000813,0.6,0.62,0.64501
205,65,0.4,0.7,6,30,0.4314,0.00195,0.000841,0.559,0.8,0.64501
205,55,0.45,0.7,-1,45,0.3354,0.002475,0.00083,0.532,0.8,0.64502
205,55,0.5,0.4,7,30,0.4984,0.00165,0.000822,0.514,0.8,0.64502
265,85,0.25,0.8,2,35,0.2911,0.002975,0.000866,0.726,0.62,0.64502
185,75,0.35,0.5,4,30,0.3739,0.00225,0.000841,0.619,0.7,0.64503
245,55,0.4,0.6,2,45,0.3496,0.002475,0.000865,0.616,0.8,0.64503
225,75,0.25,0.8,7,25,0.435,0.001875,0.000816,0.605,0.62,0.64504
205,55,0.2,0.4,-1,45,0.3334,0.002475,0.000825,0.52,0.8,0.64505
245,65,0.4,0.1,3,35,0.3746,0.002275,0.000852,0.633,0.72,0.64505
265,55,0.4,0.3,-3,40,0.3731,0.0022,0.000821,0.57,0.7,0.64506
185,55,0.4,0.6,0,45,0.3249,0.002475,0.000804,0.53,0.7,0.64507
205,85,0.35,0.5,0,35,0.2924,0.002975,0.00087,0.628,0.8,0.64507
185,75,0.4,0.3,0,35,0.3129,0.002625,0.000821,0.571,0.7,0.64508
205,65,0.5,0.4,0,40,0.3254,0.0026,0.000846,0.57,0.8,0.64508
225,55,0.3,0.2,7,30,0.49,0.00165,0.000808,0.528,0.72,0.6451
245,85,0.4,0.9,6,25,0.3956,0.002125,0.000841,0.665,0.62,0.64511
205,75,0.25,0.7,0,40,0.2874,0.003,0.000862,0.609,0.8,0.64512
245,85,0.45,0.7,-1,35,0.2966,0.002975,0.000882,0.657,0.8,0.64513
265,65,0.5,0.6,6,30,0.4321,0.00195,0.000843,0.622,0.7,0.64513
185,85,0.2,0.9,1,35,0.2779,0.002975,0.000827,0.632,0.62,0.64514
225,85,0.25,0.5,1,35,0.297,0.002975,0.000884,0.66,0.8,0.64515
205,75,0.35,0.5,2,35,0.3304,0.002625,0.000867,0.621,0.8,0.64517
185,55,0.45,0.7,7,30,0.4809,0.00165,0.000793,0.504,0.7,0.64519
185,85,0.45,0.1,-3,25,0.3619,0.002125,0.000769,0.553,0.52,0.64519
205,85,0.4,0.9,1,35,0.2894,0.002975,0.000861,0.654,0.72,0.64521
185,55,0.5,0.4,2,40,0.3679,0.0022,0.000809,0.542,0.7,0.64522
205,75,0.35,0.8,5,30,0.3844,0.00225,0.000865,0.663,0.72,0.64522
225,75,0.45,0.5,2,35,0.334,0.002625,0.000877,0.643,0.8,0.64522
245,55,0.4,0.8,6,35,0.4316,0.001925,0.000831,0.581,0.72,0.64522
265,65,0.45,0.1,7,25,0.4841,0.001625,0.000787,0.595,0.52,0.64523
245,55,0.4,0.2,0,45,0.3356,0.002475,0.000831,0.58,0.72,0.64524
185,85,0.35,0.8,3,30,0.3269,0.00255,0.000834,0.648,0.62,0.64525
205,65,0.35,0.2,7,25,0.4834,0.001625,0.000786,0.532,0.62,0.64525
245,85,0.45,0.2,5,25,0.4046,0.002125,0.00086,0.71,0.62,0.64525
225,55,0.4,0.6,4,40,0.393,0.0022,0.000865,0.614,0.8,0.64526
225,65,0.2,0.8,0,45,0.288,0.002925,0.000842,0.609,0.72,0.64527
225,75,0.4,0.6,5,30,0.396,0.00225,0.000891,0.677,0.8,0.64527
225,75,0.2,0.1,-1,35,0.317,0.002625,0.000832,0.584,0.72,0.64528
265,85,0.3,0.3,-3,30,0.3351,0.00255,0.000855,0.65,0.7,0.64528
225,75,0.3,0.7,7,25,0.445,0.001875,0.000834,0.601,0.7,0.64529
225,85,0.25,0.9,2,35,0.294,0.002975,0.000875,0.686,0.72,0.64529
265,55,0.5,0.2,5,35,0.4341,0.001925,0.000836,0.652,0.62,0.64529
245,65,0.35,0.5,2,40,0.3366,0.0026,0.000875,0.639,0.8,0.6453
225,55,0.3,0.6,2,45,0.346,0.002475,0.000856,0.594,0.8,0.64531
225,65,0.25,0.5,2,40,0.333,0.0026,0.000866,0.617,0.8,0.64531
245,85,0.35,0.7,6,25,0.4036,0.002125,0.000858,0.657,0.7,0.64531
265,85,0.2,0.2,0,35,0.2851,0.002975,0.000848,0.682,0.62,0.64531
205,75,0.25,0.8,0,40,0.2814,0.003,0.000844,0.613,0.72,0.64532
245,75,0.3,0.1,-1,35,0.3206,0.002625,0.000841,0.606,0.72,0.64532
185,55,0.15,0.9,-3,40,0.3349,0.0022,0.000737,0.505,0.47,0.64533
245,65,0.25,0.1,-3,35,0.3626,0.002275,0.000825,0.566,0.72,0.64533
205,75,0.25,0.2,1,35,0.3194,0.002625,0.000839,0.599,0.72,0.64535
225,55,0.2,0.7,0,50,0.309,0.00275,0.00085,0.578,0.8,0.64535
265,65,0.15,0.5,2,40,0.3161,0.0026,0.000822,0.661,0.55,0.64536
265,55,0.3,0.3,-1,45,0.3341,0.002475,0.000827,0.583,0.7,0.64538
185,65,0.45,0.5,7,25,0.4779,0.001625,0.000777,0.522,0.6,0.64539
205,65,0.4,0.4,-3,35,0.3654,0.002275,0.000831,0.534,0.8,0.64539
225,75,0.35,0.2,1,35,0.323,0.002625,0.000848,0.621,0.72,0.64539
265,75,0.25,0.1,6,25,0.4271,0.001875,0.000801,0.628,0.52,0.64539
225,55,0.45,0.9,2,45,0.34,0.002475,0.000842,0.606,0.72,0.6454
245,85,0.2,0.4,4,30,0.3546,0.00255,0.000904,0.708,0.8,0.64541
245,85,0.45,0.8,-1,35,0.2906,0.002975,0.000864,0.661,0.72,0.64542
265,55,0.15,0.2,3,40,0.3591,0.0022,0.00079,0.632,0.47,0.64542
185,85,0.2,0.5,3,30,0.3329,0.00255,0.000849,0.636,0.7,0.64543
225,85,0.15,0.8,4,30,0.331,0.00255,0.000844,0.702,0.57,0.64543
245,75,0.3,0.1,6,25,0.4356,0.001875,0.000817,0.606,0.62,0.64544
245,75,0.45,0.2,1,35,0.3266,0.002625,0.000857,0.644,0.72,0.64544
265,85,0.5,0.7,1,35,0.2961,0.002975,0.000881,0.712,0.7,0.64545
185,65,0.4,0.1,-1,35,0.3419,0.002275,0.000778,0.513,0.62,0.64546
185,85,0.5,0.3,-1,30,0.3229,0.00255,0.000823,0.574,0.7,0.64546
245,75,0.45,0.2,4,30,0.3866,0.00225,0.00087,0.674,0.72,0.64546
245,85,0.45,0.7,4,30,0.3566,0.00255,0.000909,0.72,0.8,0.64547
265,55,0.2,0.6,0,50,0.3061,0.00275,0.000842,0.618,0.7,0.64547
265,55,0.4,0.7,6,35,0.4331,0.001925,0.000834,0.599,0.7,0.64547
185,65,0.2,0.3,0,40,0.3119,0.0026,0.000811,0.544,0.7,0.64549
245,65,0.3,0.7,0,45,0.2976,0.002925,0.00087,0.627,0.8,0.64549
225,55,0.3,0.2,0,45,0.332,0.002475,0.000822,0.558,0.72,0.64552
185,75,0.3,0.7,2,35,0.3189,0.002625,0.000837,0.607,0.7,0.64553
205,55,0.35,0.8,4,40,0.3814,0.0022,0.000839,0.6,0.72,0.64556
265,75,0.45,0.4,2,35,0.3311,0.002625,0.000869,0.684,0.7,0.64556
205,55,0.2,0.6,2,45,0.3424,0.002475,0.000848,0.572,0.8,0.64559
225,85,0.35,0.7,4,30,0.353,0.00255,0.0009,0.698,0.8,0.64559
265,85,0.45,0.4,0,35,0.2931,0.002975,0.000872,0.69,0.7,0.64559
185,65,0.45,0.6,0,40,0.3139,0.0026,0.000816,0.556,0.7,0.64561
185,85,0.3,0.9,-3,30,0.3169,0.00255,0.000808,0.585,0.62,0.64562
225,65,0.35,0.5,6,30,0.435,0.00195,0.000848,0.573,0.8,0.64562
225,55,0.5,0.5,-3,40,0.378,0.0022,0.000832,0.533,0.8,0.64563
265,65,0.5,0.3,-3,35,0.3661,0.002275,0.000833,0.596,0.7,0.64563
245,65,0.25,0.2,1,40,0.3256,0.0026,0.000846,0.617,0.72,0.64564
185,75,0.45,0.1,5,25,0.4239,0.001875,0.000795,0.613,0.52,0.64565
205,65,0.45,0.9,6,30,0.4234,0.00195,0.000826,0.567,0.72,0.64565
245,55,0.3,0.7,0,50,0.3126,0.00275,0.00086,0.6,0.8,0.64566
265,75,0.35,0.6,0,40,0.2881,0.003,0.000864,0.672,0.7,0.64566
185,55,0.4,0.2,6,30,0.4659,0.00165,0.000769,0.49,0.62,0.64567
185,55,0.3,0.5,3,40,0.3709,0.0022,0.000816,0.556,0.7,0.64568
205,55,0.35,0.9,2,45,0.3364,0.002475,0.000833,0.584,0.72,0.64568
265,75,0.2,0.5,7,25,0.4401,0.001875,0.000825,0.638,0.6,0.64568
205,65,0.3,0.5,4,35,0.3804,0.002275,0.000866,0.614,0.8,0.6457
245,65,0.35,0.9,5,35,0.3846,0.002275,0.000875,0.685,0.72,0.6457
265,65,0.25,0.4,2,40,0.3301,0.0026,0.000858,0.657,0.7,0.6457
205,85,0.25,0.7,4,30,0.3494,0.00255,0.000891,0.676,0.8,0.64571
225,55,0.35,0.1,5,35,0.437,0.001925,0.000841,0.604,0.72,0.64573
265,75,0.35,0.1,1,35,0.3201,0.002625,0.00084,0.662,0.62,0.64573
245,55,0.4,0.2,3,40,0.3836,0.0022,0.000844,0.61,0.72,0.64574
245,75,0.25,0.5,7,25,0.4486,0.001875,0.000841,0.616,0.7,0.64574
265,85,0.5,0.8,1,35,0.2901,0.002975,0.000863,0.716,0.62,0.64574
225,65,0.3,0.1,3,35,0.371,0.002275,0.000844,0.611,0.72,0.64575
245,55,0.15,0.2,7,30,0.4736,0.00165,0.000781,0.55,0.57,0.64576
185,85,0.35,0.5,5,25,0.3919,0.002125,0.000833,0.656,0.6,0.64577
245,55,0.45,0.7,6,35,0.4416,0.001925,0.00085,0.577,0.8,0.64577
225,65,0.15,0.3,1,40,0.316,0.0026,0.000822,0.599,0.65,0.64579
265,65,0.25,0.3,6,30,0.4301,0.00195,0.000839,0.61,0.7,0.64579
205,55,0.2,0.2,0,45,0.3284,0.002475,0.000813,0.536,0.72,0.6458
245,85,0.15,0.1,5,25,0.3866,0.002125,0.000821,0.706,0.47,0.6458
265,65,0.5,0.7,2,40,0.3321,0.0026,0.000863,0.669,0.7,0.64582
185,65,0.2,0.8,4,35,0.3589,0.002275,0.000816,0.604,0.62,0.64583
185,75,0.35,0.6,6,25,0.4229,0.001875,0.000793,0.56,0.6,0.64586
185,85,0.4,0.9,0,35,0.2769,0.002975,0.000824,0.622,0.62,0.64586
225,85,0.45,0.5,0,35,0.296,0.002975,0.000881,0.65,0.8,0.64586
265,85,0.5,0.9,4,30,0.3441,0.00255,0.000877,0.75,0.62,0.64588
225,75,0.15,0.7,3,35,0.323,0.002625,0.000848,0.661,0.65,0.64589
265,85,0.15,0.9,6,25,0.3711,0.002125,0.000789,0.687,0.37,0.64589
185,65,0.45,0.3,5,30,0.4269,0.00195,0.000832,0.594,0.7,0.6459
205,65,0.15,0.5,-1,40,0.3084,0.0026,0.000802,0.551,0.65,0.6459
225,55,0.25,0.6,6,35,0.436,0.001925,0.000839,0.551,0.8,0.64591
265,55,0.3,0.5,2,45,0.3431,0.002475,0.000849,0.634,0.7,0.64591
185,75,0.15,0.5,4,30,0.3579,0.00225,0.000805,0.619,0.55,0.64593
185,75,0.5,0.8,4,30,0.3679,0.00225,0.000828,0.631,0.62,0.64593
245,85,0.35,0.5,1,35,0.3006,0.002975,0.000894,0.682,0.8,0.64594
265,65,0.4,0.4,4,35,0.3811,0.002275,0.000867,0.677,0.7,0.64594
205,75,0.3,0.9,3,35,0.3274,0.002625,0.00086,0.647,0.72,0.64595
245,65,0.3,0.8,0,45,0.2916,0.002925,0.000853,0.631,0.72,0.64596
185,65,0.15,0.8,1,40,0.2949,0.0026,0.000767,0.574,0.47,0.64597
225,75,0.35,0.7,0,40,0.291,0.003,0.000873,0.631,0.8,0.64597
185,55,0.3,0.1,-1,40,0.3489,0.0022,0.000768,0.486,0.62,0.64598
185,75,0.25,0.1,3,30,0.3609,0.00225,0.000812,0.593,0.62,0.64598
185,85,0.5,0.1,0,30,0.3179,0.00255,0.000811,0.59,0.62,0.64598
205,75,0.45,0.4,-1,35,0.3234,0.002625,0.000849,0.574,0.8,0.64598
225,75,0.4,0.9,3,35,0.331,0.002625,0.000869,0.669,0.72,0.64599
245,55,0.2,0.7,3,45,0.3526,0.002475,0.000873,0.63,0.8,0.64599
265,55,0.45,0.8,2,45,0.3371,0.002475,0.000834,0.646,0.62,0.646
225,85,0.5,0.9,1,35,0.293,0.002975,0.000872,0.676,0.72,0.64601
205,75,0.3,0.6,5,30,0.3924,0.00225,0.000883,0.655,0.8,0.64602
185,55,0.3,0.7,1,45,0.3279,0.002475,0.000812,0.544,0.7,0.64603
185,55,0.5,0.1,-3,35,0.3959,0.001925,0.000762,0.473,0.62,0.64603
245,55,0.35,0.1,7,30,0.4956,0.00165,0.000818,0.546,0.72,0.64604
245,75,0.5,0.9,3,35,0.3346,0.002625,0.000878,0.692,0.72,0.64604
265,85,0.35,0.6,4,30,0.3501,0.00255,0.000893,0.738,0.7,0.64606
265,85,0.2,0.4,-1,35,0.2901,0.002975,0.000863,0.667,0.7,0.64607
245,55,0.4,0.3,1,45,0.3466,0.002475,0.000858,0.594,0.8,0.64608
245,85,0.2,0.1,3,30,0.3436,0.00255,0.000876,0.686,0.72,0.64608
245,85,0.35,0.9,2,35,0.2976,0.002975,0.000885,0.708,0.72,0.64608
225,65,0.4,0.1,7,25,0.489,0.001625,0.000795,0.551,0.62,0.64611
245,75,0.25,0.7,1,40,0.2956,0.003,0.000887,0.664,0.8,0.64611
205,55,0.3,0.6,4,40,0.3894,0.0022,0.000857,0.592,0.8,0.64612
205,75,0.15,0.8,5,30,0.3684,0.00225,0.000829,0.663,0.57,0.64612
245,65,0.3,0.9,3,40,0.3336,0.0026,0.000867,0.665,0.72,0.64612
265,55,0.3,0.1,0,45,0.3291,0.002475,0.000815,0.598,0.62,0.64612
225,65,0.2,0.9,3,40,0.33,0.0026,0.000858,0.643,0.72,0.64613
225,75,0.45,0.1,-3,30,0.368,0.00225,0.000828,0.571,0.72,0.64613
225,85,0.3,0.9,6,25,0.392,0.002125,0.000833,0.643,0.62,0.64613
225,55,0.5,0.1,2,40,0.377,0.0022,0.000829,0.574,0.72,0.64614
185,65,0.4,0.5,3,35,0.3639,0.002275,0.000828,0.582,0.7,0.64615
225,75,0.35,0.8,0,40,0.285,0.003,0.000855,0.635,0.72,0.64617
185,55,0.2,0.4,7,30,0.4789,0.00165,0.00079,0.492,0.7,0.64621
245,75,0.2,0.4,0,40,0.2926,0.003,0.000878,0.642,0.8,0.64621
225,75,0.35,0.2,4,30,0.383,0.00225,0.000862,0.651,0.72,0.64622
245,65,0.3,0.3,6,30,0.4386,0.00195,0.000855,0.588,0.8,0.64622
245,65,0.45,0.4,-1,40,0.3296,0.0026,0.000857,0.592,0.8,0.64622
225,65,0.35,0.4,-1,40,0.326,0.0026,0.000848,0.569,0.8,0.64623
265,55,0.45,0.9,6,35,0.4251,0.001925,0.000818,0.607,0.62,0.64623
265,75,0.15,0.6,3,35,0.3201,0.002625,0.00084,0.702,0.55,0.64623
185,85,0.15,0.2,4,25,0.3609,0.002125,0.000767,0.634,0.37,0.64624
205,65,0.25,0.4,-1,40,0.3224,0.0026,0.000838,0.547,0.8,0.64624
225,65,0.5,0.5,1,40,0.332,0.0026,0.000863,0.607,0.8,0.64625
265,75,0.35,0.9,-3,35,0.3181,0.002625,0.000835,0.647,0.62,0.64625
205,65,0.4,0.5,1,40,0.3284,0.0026,0.000854,0.584,0.8,0.64626
265,75,0.4,0.5,5,30,0.3931,0.00225,0.000884,0.718,0.7,0.64626
205,75,0.45,0.2,0,35,0.3184,0.002625,0.000836,0.589,0.72,0.64627
225,85,0.35,0.2,5,25,0.401,0.002125,0.000852,0.688,0.62,0.64627
185,55,0.4,0.8,7,30,0.4709,0.00165,0.000777,0.508,0.62,0.64629
225,75,0.35,0.9,7,25,0.437,0.001875,0.000819,0.609,0.62,0.64629
