seed,finish_time_s,mass_kg,cda_m2,crr,thrust0_n,success
2338,0.5990000000000004,0.050683193348156665,0.0014375958910502209,0.020064708677078776,15.899861005196353,1
2351,0.5310000000000004,0.05085669028050884,0.001465893066598407,0.01676548702132487,18.43180432519725,1
2364,0.5500000000000004,0.051834553108545754,0.00151687666476977,0.022366317770657708,18.1889409775542,1
2377,0.5710000000000004,0.05108148308962394,0.001467819375470459,0.020815413930547866,18.90418769706695,1
2390,0.5870000000000004,0.05160566835571681,0.0014529858971654634,0.015354205014776245,16.697999524435595,1
2403,0.5740000000000004,0.05305522482298676,0.0015008352972631274,0.019409447116257025,17.700257400601423,1
2416,0.5020000000000003,0.052458484518286316,0.0013844855979262326,0.01969713061099549,21.68840921479438,1
2429,0.5850000000000004,0.05175653506827781,0.001477437809604405,0.01840840629483342,16.586888446614484,1
2442,0.5730000000000004,0.05172784916730834,0.001485845983898759,0.017723540006274855,17.222614146873738,1
2455,0.5680000000000004,0.05057177829505055,0.0014648046813526933,0.017241907401922156,17.421566979376433,1
2468,0.5490000000000004,0.0517933519758667,0.001547317483435647,0.017583520857589335,18.79407473289203,1
2481,0.6110000000000004,0.05282640059777706,0.0013533795680208643,0.01923848672529098,15.151820235535993,1
2494,0.6230000000000004,0.051799436852932174,0.0013963876038701158,0.01673731901202724,15.461661049351774,1
2507,0.5540000000000004,0.05106122407723994,0.0014096642808166544,0.016018683660333394,19.626740952083622,1
2520,0.5920000000000004,0.05092854526267432,0.0014258288516425458,0.017931326349908887,16.192064883104287,1
2533,0.5920000000000004,0.05133352158217946,0.0013230772308645607,0.015895984771278578,15.806542402149814,1
2546,0.6220000000000004,0.05148982820940228,0.001525247682495128,0.015569725227075887,17.22275207908188,1
2559,0.6240000000000004,0.052893972988215916,0.0014414486217433384,0.016733855645626468,14.807451021490378,1
2572,0.5630000000000004,0.05323455430656711,0.0014821411013768483,0.01660748946807464,17.640302027782074,1
2585,0.5270000000000004,0.053796606915101325,0.0015679947393490942,0.016204382635091167,20.201253820625524,1
2598,0.5230000000000004,0.0517955958611348,0.0013237010932950618,0.017934471544799574,19.662158076502106,1
2611,0.6100000000000004,0.05126684874329037,0.0014855288614302278,0.015615518650974027,16.5567976233591,1
2624,0.5320000000000004,0.052015853625217795,0.0014153536613542217,0.017068178826769385,18.495884304917993,1
2637,0.5520000000000004,0.0519016874950604,0.0016254932353959204,0.016324857687211775,18.351566252091658,1
2650,0.5220000000000004,0.051696942573877185,0.0013883852859818769,0.018528478391165705,18.929091866202995,1
2663,0.5150000000000003,0.051522777726521786,0.001423789488437611,0.018564677241403465,19.32183975550996,1
2676,0.5550000000000004,0.05198703011923028,0.0015485612141096726,0.01455370082409111,18.158250947647034,1
2689,0.5690000000000004,0.052482004985075395,0.0014594838377642943,0.018784756232081486,18.269557780596053,1
2702,0.5600000000000004,0.052549669383507414,0.0015342592283096783,0.01107925039653171,18.176638054463112,1
2715,0.5570000000000004,0.051779585123074394,0.0013951744623018278,0.020365942275251927,15.981460092362319,1
2728,0.6260000000000004,0.05287206031955088,0.0014693576151339706,0.01547370600546873,15.387656897985261,1
2741,0.5820000000000004,0.052314874636635506,0.0014242008421926386,0.01886570755190902,18.223065259734202,1
2754,0.5490000000000004,0.05056605249691604,0.0013793488005106938,0.019294071878374182,17.360686442525587,1
2767,0.5410000000000004,0.051449152330826683,0.0014543826680938144,0.018723432648027536,18.48255787736213,1
2780,0.5100000000000003,0.051212472162884375,0.0014150611349895276,0.016920882936694446,19.82384929327555,1
2793,0.5450000000000004,0.05328991253592891,0.001492506358307346,0.015794086503504456,18.602815595794123,1
2806,0.5340000000000004,0.05175174011062865,0.0014343016585203169,0.01646923267662728,19.734935687040952,1
2819,0.5770000000000004,0.0520271779974099,0.0015255471094431767,0.019272796442551195,17.44817441557674,1
2832,0.5770000000000004,0.05215846444841523,0.001424619691724257,0.023391149057417068,17.402662651898595,1
2845,0.5550000000000004,0.05236289431846286,0.0015238812329357132,0.01056492671059075,18.20028260070112,1
2858,0.5570000000000004,0.050297330675888714,0.0013449715104232342,0.015189835144796599,16.56856978756044,1
2871,0.5560000000000004,0.05121450316614553,0.0013297872639830958,0.0192346715027526,18.248382033174295,1
2884,0.5750000000000004,0.05333166789302492,0.0015816307786108113,0.0177587264791355,19.16961299542031,1
2897,0.5540000000000004,0.05207114635865992,0.001502680048712747,0.01914556905176009,17.629726193733013,1
2910,0.6090000000000004,0.054387599803784256,0.001472939874928522,0.017953125129744316,17.85009490116535,1
2923,0.5950000000000004,0.05251421151446288,0.0013215865203953954,0.018124231558046638,16.573132710503707,1
2936,0.5930000000000004,0.05112061249853255,0.0013987494886219755,0.015578465608975791,15.860388723453948,1
2949,0.6000000000000004,0.0521145925170759,0.001367861315031772,0.02076759167599553,17.285209569301415,1
2962,0.6010000000000004,0.052371565781592314,0.001493569055636824,0.01994136173323978,16.712940459671792,1
2975,0.5850000000000004,0.05132000734508101,0.001353636455987194,0.01852473384055324,18.308959166724566,1
2988,0.5580000000000004,0.05181644784025177,0.0014198026276609956,0.016886087366786755,17.740301042217737,1
3001,0.5560000000000004,0.05171030234433454,0.0015411141941751919,0.016797975815671128,18.861715020187756,1
3014,0.5660000000000004,0.053023388746242836,0.0015215141940717392,0.017810885707985332,17.26856903041227,1
3027,0.5700000000000004,0.05275238469913539,0.0015951201412726687,0.018535144700397167,17.678750394313482,1
3040,0.5760000000000004,0.054394245043450175,0.001398765046423661,0.018123036455580065,18.384771999244638,1
3053,0.5740000000000004,0.050828798243225184,0.001469817211960673,0.018481083605628352,17.80226626547106,1
3066,0.5590000000000004,0.05205395801499108,0.0014797882901214608,0.015232495678807759,18.066664656791037,1
3079,0.5520000000000004,0.051181292403590685,0.001446089877935821,0.01886350429245062,18.008947142739736,1
3092,0.5890000000000004,0.05257890307522324,0.0014653463387677443,0.019814353669393894,16.66715076025856,1
3105,0.5410000000000004,0.0513837406317649,0.0014571827138619982,0.01854626293392483,17.63858349394831,1
3118,0.5490000000000004,0.05439334563156385,0.001446529275981177,0.018004474149776104,18.803209674681398,1
3131,0.5720000000000004,0.049910439537368234,0.001304039658360179,0.01736778105979419,18.125919168180157,1
3144,0.5480000000000004,0.050513068503313205,0.001471972691926566,0.021777885731485615,18.080674118872146,1
3157,0.5780000000000004,0.05070526221280301,0.0013960616209349123,0.017915728085945996,17.064656218721122,1
3170,0.5140000000000003,0.051241333988843646,0.0014897546516814569,0.013730631393440813,20.716989474944697,1
3183,0.5640000000000004,0.0516660393497307,0.0013921192843401404,0.021194801157853625,18.13025641048809,1
3196,0.5410000000000004,0.054271850786928734,0.0014231162670385103,0.016473105331948505,19.704130315659107,1
3209,0.5470000000000004,0.0525251367134311,0.001513117845086908,0.015386306913322354,18.76013594396346,1
3222,0.5010000000000003,0.05129779161003259,0.0015015756045695893,0.016604665543376595,20.06243730434503,1
3235,0.5060000000000003,0.05185346593343576,0.0013122679712059293,0.01815515945321049,19.353795035510885,1
3248,0.5740000000000004,0.050171279166803764,0.0015309032724055468,0.018531267278522806,18.20619248109624,1
3261,0.6020000000000004,0.05011241736038784,0.0015003635780510096,0.02032642082449577,16.327992642506057,1
3274,0.5680000000000004,0.05183943838552994,0.0016140048432917852,0.019138704421018005,19.488151186061803,1
3287,0.5500000000000004,0.05071886712513622,0.001244115434205279,0.01642865587283375,17.45283994745738,1
3300,0.5530000000000004,0.05033814372906275,0.0014735148033526346,0.019720594845005712,17.953388201405303,1
3313,0.5610000000000004,0.04993075421846715,0.0014157978439815137,0.016426688213754953,17.655027688166143,1
3326,0.5400000000000004,0.05198085524588557,0.0014800056111970562,0.015458531664649427,19.60761674194784,1
3339,0.5520000000000004,0.05143648587027158,0.0014675296452143236,0.02136994746210758,18.51028303429777,1
3352,0.5510000000000004,0.05104210608223373,0.0013952520407900938,0.010985655775107047,17.716434282521575,1
3365,0.5450000000000004,0.05130842543420867,0.0015520437701431668,0.019747754659888768,19.094184763189702,1
3378,0.5780000000000004,0.05208993658303968,0.0012752806138379934,0.017572848364861438,17.138449106324654,1
3391,0.5570000000000004,0.050381145925803776,0.0015093139509439369,0.011670272813718796,18.2964493434496,1
3404,0.6170000000000004,0.052456362853215664,0.0014459213269915232,0.018010046403711313,14.849523554900031,1
3417,0.5800000000000004,0.05435207794557045,0.0014017857452427213,0.016984637779923283,17.572075131332383,1
3430,0.5680000000000004,0.05309695260951259,0.0015131211828099472,0.019943722152752915,19.04144080342605,1
3443,0.5620000000000004,0.050170234101697846,0.0013533565102075617,0.019887346858841227,17.560895956831114,1
3456,0.5410000000000004,0.05250798494105248,0.0013019503001571592,0.01400077052480394,19.94290878822462,1
3469,0.5180000000000003,0.05243573296678475,0.001343161090400772,0.01846707999708398,20.870314505348226,1
3482,0.6200000000000004,0.051339075057718016,0.0015728249407240278,0.01792013695318676,15.936956857594636,1
3495,0.5520000000000004,0.05143899433504288,0.0014898863876368518,0.017664887247615287,19.07838962078468,1
3508,0.5480000000000004,0.05415540426200623,0.001352545315760175,0.01609942593022385,18.845248881714866,1
3521,0.5250000000000004,0.0485546600837851,0.0015116752392132066,0.017149127982873148,17.88769299793461,1
3534,0.5540000000000004,0.051174348581209374,0.0015081135552750496,0.016870265679241086,16.957915706740888,1
3547,0.5550000000000004,0.052640039831718284,0.0015970634733383276,0.018930560545874078,19.555675547970637,1
3560,0.5160000000000003,0.05084964331596035,0.0014881300689595384,0.014461618813668519,19.189312899707325,1
3573,0.5770000000000004,0.05074882318247142,0.0014786483811371103,0.01892405510233053,15.946060783053616,1
3586,0.6060000000000004,0.05430712007080241,0.0014033991911970686,0.013549334961432898,16.519577079226327,1
3599,0.6060000000000004,0.05230027702264997,0.0013852141916810927,0.017107183644227506,18.07443750339511,1
3612,0.5770000000000004,0.05281127187770445,0.00133941689713004,0.022286241582546933,18.37759375402748,1
3625,0.5700000000000004,0.05282923523843019,0.0016162435620052787,0.020655193820726923,18.00579847373096,1
3638,0.5760000000000004,0.05138324863889034,0.0013429293241247204,0.01695409781536145,15.591945259302255,1
3651,0.5570000000000004,0.05146493177743113,0.0014173338984439941,0.016334224069171198,18.881541132201452,1
3664,0.5650000000000004,0.051600059803255764,0.001386076154282292,0.017110173817145097,17.842478383257625,1
3677,0.5450000000000004,0.051677482595297114,0.0014543182786889207,0.017329623491951655,18.207708976189853,1
3690,0.5480000000000004,0.051030977372129215,0.0014661468403717297,0.016361289069586043,19.036024979946923,1
3703,0.5700000000000004,0.05281907735520233,0.001489340911415246,0.01779473933958352,18.038475711169326,1
3716,0.5850000000000004,0.051087806429321925,0.0015001967180006568,0.014182171465092307,16.192492098824598,1
3729,0.5880000000000004,0.052261891467996736,0.001393720174069307,0.019179355558567313,20.434969002538985,1
3742,0.5450000000000004,0.050599560446489555,0.001390738262330028,0.01782958212823381,18.887551287980234,1
3755,0.5630000000000004,0.051073639744219426,0.0014896624180261654,0.018957726237151893,17.206901351047648,1
3768,0.5970000000000004,0.05127950568983857,0.0013804185115365733,0.013462481092161194,15.902850764101661,1
3781,0.5210000000000004,0.051679957618140177,0.0014877453110387602,0.016918819595187314,20.22258531661933,1
3794,0.5510000000000004,0.053159670846339005,0.001523088627507316,0.017339127642952135,18.232728968138677,1
3807,0.5990000000000004,0.05375082107588055,0.0013646789055867415,0.018387130166091815,18.673035651267146,1
3820,0.5400000000000004,0.05222511151483314,0.0014534420561714213,0.019253503468006635,18.34426311420071,1
3833,0.5430000000000004,0.0522035075706839,0.0013288396245312833,0.01432159436416685,18.602652469541297,1
3846,0.5780000000000004,0.05170286822866019,0.0013847616966300505,0.021298819234455,16.489635214926842,1
3859,0.5570000000000004,0.05175343517968626,0.0014796763013971244,0.016293404540562207,16.834617767909613,1
3872,0.5640000000000004,0.05348702883841324,0.0013605247488789158,0.020799011238816056,19.37358903171984,1
3885,0.5520000000000004,0.05251810757186929,0.001522354431101812,0.018043831183574197,18.551438629022925,1
3898,0.5540000000000004,0.049605781978390134,0.0014240864590668331,0.013567581065715578,17.675251077407985,1
3911,0.5740000000000004,0.05248622501183305,0.001504691534394427,0.016177888559548725,18.18818531210604,1
3924,0.5790000000000004,0.05212025718485494,0.0014977975984633324,0.020983178645843006,17.018926799775755,1
3937,0.5240000000000004,0.05043739152067659,0.0014166593515579022,0.022414525287477508,19.033674993591376,1
3950,0.5660000000000004,0.05191847250688155,0.001550346754728724,0.01821382867748837,19.09139020217325,1
3963,0.5690000000000004,0.05076058695346483,0.0014518640408659287,0.017067554273824774,16.871442157503964,1
3976,0.5390000000000004,0.05175981386384085,0.0013718279370755592,0.020991103683293284,19.83571390686493,1
3989,0.5370000000000004,0.051691825462714884,0.0014792893617476394,0.013987349416435174,18.351077682481858,1
4002,0.5720000000000004,0.053351331816524544,0.0013784923198508386,0.0215975773790845,16.222458633994663,1
4015,0.5570000000000004,0.051068375138658986,0.001393269928858905,0.019684831758126665,18.092443900725186,1
4028,0.5610000000000004,0.051740328840092845,0.0013542454370852094,0.015138719334720978,19.231682344073704,1
4041,0.5150000000000003,0.05124272508499814,0.0013625483079724198,0.02252708365803764,21.288323517901983,1
4054,0.6060000000000004,0.05250669034533487,0.001425442707534245,0.01735021797792599,16.72085612943186,1
4067,0.5610000000000004,0.05337691982865235,0.0013016501136330094,0.013883914734324253,18.551278320479977,1
4080,0.5640000000000004,0.05261859117772891,0.0013792380781867154,0.011953724461523268,16.456729483495433,1
4093,0.5860000000000004,0.05295870147290821,0.001423493908794425,0.01956231181714942,17.36601794364231,1
4106,0.5360000000000004,0.05100682795718709,0.0015612638189643122,0.01310979623335154,18.854769372287862,1
4119,0.5730000000000004,0.05271510558020052,0.0014951475851770633,0.015536222857379819,18.276245504741418,1
4132,0.5480000000000004,0.05177299359092129,0.001506423302483566,0.01678312448390062,17.755625305114965,1
4145,0.5550000000000004,0.05234628042236095,0.0014455548514873727,0.018352602710508325,20.02662002605646,1
4158,0.5960000000000004,0.053078165075533715,0.0015256299124413576,0.018069882941715753,17.329219351776757,1
4171,0.5830000000000004,0.05286322969559143,0.0013264233478834072,0.019519876510197907,17.26959782521343,1
4184,0.5660000000000004,0.051733132952523256,0.0014250080227550183,0.015136695132572616,18.69479163041137,1
4197,0.6340000000000005,0.05168771559761329,0.0015736706746645346,0.016301243877280765,16.884112963815213,1
4210,0.5640000000000004,0.05241264230484992,0.0015162953800781289,0.015935649534738798,18.86249351129611,1
4223,0.5170000000000003,0.05082797212877715,0.0013912574872205102,0.0155366573729497,18.605510160329107,1
4236,0.5710000000000004,0.05124978658090571,0.0013802307767710746,0.02537409498089173,18.48581321721647,1
4249,0.6180000000000004,0.052396415449616485,0.0015192936396923084,0.01927803913955906,16.97385598141258,1
4262,0.5480000000000004,0.05249552893620787,0.0014680674782574412,0.019580599134723767,18.058730427208587,1
4275,0.5670000000000004,0.0526247942791518,0.0016306855850881468,0.017978067286732822,18.894671921888524,1
4288,0.5620000000000004,0.05262084202687135,0.0015526958535957516,0.01807329251156924,18.632574700399797,1
4301,0.5340000000000004,0.05187938716848495,0.0014268221086269795,0.016054186429689254,20.872606470420877,1
4314,0.5370000000000004,0.05377777503419221,0.0015408091576986714,0.01678296772264406,18.17126755091857,1
4327,0.6260000000000004,0.05325669328296244,0.0014549894931959835,0.012924012508929703,15.082623460623191,1
4340,0.5670000000000004,0.05066397697619967,0.001492271595892409,0.018016557218075303,17.94787391429809,1
4353,0.6070000000000004,0.052042604341145174,0.0015186112041725602,0.017508776449897116,17.077600051016383,1
4366,0.5880000000000004,0.052762270833570594,0.001412077798616709,0.019058702783751238,18.712052606131504,1
4379,0.5200000000000004,0.05094792319850847,0.0014184121446575162,0.01688415282029617,18.533868283473915,1
4392,0.6120000000000004,0.0521876860426505,0.0015092312147853514,0.019825291235530534,16.44573435436004,1
4405,0.5820000000000004,0.0532655589006098,0.0014593340112790528,0.014484954397905264,16.69359185985365,1
4418,0.5920000000000004,0.051869641591464656,0.0014227715193746472,0.015707529238952304,18.043354973576218,1
4431,0.5140000000000003,0.05212867412724881,0.0015273165779622134,0.015865215603469193,19.619818828745224,1
4444,0.5430000000000004,0.04993737743954226,0.0014262305907942893,0.01906248599014272,17.354628355641882,1
4457,0.5490000000000004,0.0523968191834397,0.001483648031593811,0.01853606487861935,18.69564157555663,1
4470,0.5760000000000004,0.051907132086647496,0.0015953630212642257,0.016497043990058382,15.062767302227098,1
4483,0.5260000000000004,0.051897118417631165,0.0014351879248475565,0.019771072028731122,20.014399964166195,1
4496,0.5370000000000004,0.05032044931012272,0.0014132168630512688,0.01808466812320308,16.921664781236803,1
4509,0.5510000000000004,0.05422694349313481,0.001443300612570498,0.018894678220179113,19.051693176928488,1
4522,0.6010000000000004,0.05106948071959761,0.0014004820717717597,0.015123160741852618,16.0601577917979,1
4535,0.5600000000000004,0.05198917231273381,0.0014023552315945457,0.022137708117099725,18.475715520535445,1
4548,0.5670000000000004,0.051670415523666385,0.0014534662827879652,0.017461566600445847,16.625157512663442,1
4561,0.5690000000000004,0.051296344732952005,0.0013686069018627421,0.0140694329960708,17.699878853550835,1
4574,0.5600000000000004,0.052173006288639905,0.0015072906041131838,0.018288158928034356,18.675619077573753,1
4587,0.5450000000000004,0.051433633885437834,0.001345074864358613,0.020180080363876352,20.51393323257907,1
4600,0.5800000000000004,0.05174720998865567,0.0012892584030414886,0.022453217843535038,17.677465768643565,1
4613,0.5910000000000004,0.05292272383449034,0.0014683215400105828,0.01796452701669013,16.34102900408382,1
4626,0.5010000000000003,0.05243947826828142,0.0013704343340156025,0.015057201513064337,21.63495380770544,1
4639,0.5500000000000004,0.050964053742688746,0.0013894262076686707,0.01831935437753664,19.42908857391228,1
4652,0.5410000000000004,0.05202377722604641,0.0015008352249663247,0.016745362359371442,18.30952420651508,1
4665,0.5870000000000004,0.05185180162521349,0.0016584761247371998,0.01894268378233613,16.462250600538937,1
4678,0.6180000000000004,0.05323098264612137,0.00132093906864316,0.018087239672411794,16.78091539229422,1
4691,0.5090000000000003,0.05043085877164658,0.0014761324294352823,0.015887914772388812,20.158681197419725,1
4704,0.5200000000000004,0.05174484258473017,0.0014204374956734663,0.017113800249956342,18.615854152140592,1
4717,0.4970000000000004,0.04955386136432445,0.0014547893080435299,0.016474314826885612,19.620011985412575,1
4730,0.5170000000000003,0.051851472854923565,0.0013684532469550896,0.01800826464843427,19.326238142054603,1
4743,0.6080000000000004,0.05214649293067488,0.001365771886229335,0.01669688470369132,15.286907095307864,1
4756,0.5400000000000004,0.0521214022144544,0.0013537885644242392,0.021052186043148593,16.84267850377216,1
4769,0.5450000000000004,0.052539356537783674,0.0014800766529157552,0.0180479616613097,18.547536428056876,1
4782,0.5660000000000004,0.05189638765246708,0.0015382211161290638,0.021248091694634846,18.43200997938517,1
4795,0.5200000000000004,0.05254948417328733,0.0015319437948553517,0.01856895113565122,19.341371349066872,1
4808,0.5420000000000004,0.05244575426308495,0.0013634148851765367,0.015988891505511648,19.696219929947507,1
4821,0.6130000000000004,0.05116560970802596,0.0014783190379224263,0.017676804514744463,14.139134474592582,1
4834,0.4880000000000004,0.051445743851455936,0.0013790879721411432,0.0171812818971944,21.025605491697476,1
4847,0.5660000000000004,0.05021818506685832,0.001740834738025785,0.018822644316039326,17.527809823464157,1
4860,0.5890000000000004,0.05107915002600571,0.0014954201569818684,0.013486395573507665,18.57412732678941,1
4873,0.5360000000000004,0.05144813357363488,0.0013499543420911486,0.019294167209261873,18.499067799192808,1
4886,0.5270000000000004,0.05027857547738102,0.0013449011568398928,0.017513922305067455,18.724796791482728,1
4899,0.5330000000000004,0.050567301515786346,0.001501857616192108,0.018531138845749258,18.89773324251867,1
4912,0.5920000000000004,0.0525882056584485,0.0014737450522215657,0.019143264210242664,18.37096940815499,1
4925,0.5880000000000004,0.0536063669043311,0.0014197789840195594,0.02253256106050721,16.531484919838316,1
4938,0.5740000000000004,0.05153146553246771,0.0015677749735269265,0.015194140270255289,17.305794370827062,1
4951,0.5560000000000004,0.051562581243509445,0.0014660729153045224,0.013918681403683922,17.337019853694457,1
4964,0.5820000000000004,0.052893455111651166,0.001502698335901927,0.01669042749271693,16.650468056831215,1
4977,0.5750000000000004,0.05146612559930676,0.001565949010160502,0.017331296174705666,17.028945055367142,1
4990,0.5590000000000004,0.05043518053316284,0.0014100109089972771,0.01605429897509884,18.116720681964086,1
5003,0.5540000000000004,0.052932609866305956,0.0015720528580347778,0.01742660298766664,19.367873706177082,1
5016,0.5230000000000004,0.05259962421150031,0.0013388610827424637,0.019268232595043754,18.880365927831,1
5029,0.5370000000000004,0.052532605962418,0.0015378762836867855,0.016194280227919276,18.325131625262856,1
5042,0.5780000000000004,0.05255856084448701,0.0016565578275257184,0.016548326185100885,17.854365854774027,1
5055,0.5690000000000004,0.051785108819959555,0.001489751908206565,0.013573461378101725,17.55838401843075,1
5068,0.5810000000000004,0.051173769624898044,0.0014879078366492877,0.01736825994850705,18.37361726488515,1
5081,0.5640000000000004,0.05288296496098397,0.001353377495276994,0.015487276686922432,16.224179547052003,1
5094,0.5570000000000004,0.05202368688712816,0.0015527817537766993,0.019141886660188914,18.517722667410716,1
5107,0.5820000000000004,0.051042244741727444,0.0015140335221951236,0.018552633616819466,15.949998597367554,1
5120,0.6020000000000004,0.05135950702840699,0.0015099216105248195,0.014280323472900994,17.369372032740426,1
5133,0.5450000000000004,0.051027946610847384,0.0015044438032807373,0.01840949851737937,18.575493871358063,1
5146,0.5400000000000004,0.0522227690443801,0.0014906751340938817,0.01809743384099842,18.88325538661193,1
5159,0.5420000000000004,0.05229535786947596,0.001503314994574367,0.01806012456080269,18.49548665908541,1
5172,0.5870000000000004,0.05129375807822831,0.001340423905928466,0.017489450818557083,16.578796973480838,1
5185,0.6170000000000004,0.05341291784743266,0.0014193176360917119,0.019835833537378396,16.92503238298557,1
5198,0.5160000000000003,0.05021316756091433,0.0013591039343519662,0.015691964639237124,19.22397517568357,1
5211,0.5690000000000004,0.05371712577633293,0.001466510729115491,0.01849474787048391,17.682157057831517,1
5224,0.5430000000000004,0.05115935433843178,0.0014792033470475336,0.020546741455453668,17.212191140323963,1
5237,0.5870000000000004,0.05225452048998162,0.0015589303611598594,0.019910469819013846,17.24166418866543,1
5250,0.5240000000000004,0.05197795937070214,0.0014047147648747712,0.023213667784577955,21.56990385819093,1
5263,0.5840000000000004,0.05194073894233551,0.0013983460039022233,0.019309831577277236,16.77497518007778,1
5276,0.5610000000000004,0.053003778625325924,0.0014389876553329633,0.019914661659972698,18.33517109282486,1
5289,0.5500000000000004,0.05172359853201699,0.0014484607577249192,0.01331164735117022,18.94794667635898,1
5302,0.5830000000000004,0.05092460218969302,0.001419494262700322,0.014775659672353515,16.763167094276465,1
5315,0.5280000000000004,0.052107238183401496,0.0012664148008408452,0.020515003197903777,18.12462549479363,1
5328,0.6000000000000004,0.05147762157853245,0.0012463319678977308,0.01698382360331624,16.31385235266261,1
5341,0.5710000000000004,0.05429264181509617,0.0015625280659074725,0.02180610732552328,16.67060427757504,1
5354,0.6020000000000004,0.050264403413869556,0.0013515262983372642,0.020582289756411725,18.465204122712063,1
5367,0.5870000000000004,0.05272799238129867,0.0014336781317814292,0.019976559651909455,17.867531160299016,1
5380,0.5660000000000004,0.0541437183183662,0.001380346391578469,0.013371998231506017,19.531349213462118,1
5393,0.5690000000000004,0.051440961937366615,0.001544312038348186,0.01515779973882233,16.78673735547091,1
5406,0.5440000000000004,0.05275894085724034,0.0017378598781110845,0.021262640706338973,18.27689831200275,1
5419,0.5710000000000004,0.05324800928947096,0.0014703494951865583,0.018150048452375257,16.524473726811447,1
5432,0.5870000000000004,0.05275087493733266,0.001578562183929787,0.019646513738961428,16.65300001264947,1
5445,0.6200000000000004,0.05048810149243491,0.0015536800538603307,0.01727296515743169,16.31419429024091,1
5458,0.5600000000000004,0.0515858803944539,0.0012969247773697524,0.017151066885323443,17.303098464327405,1
5471,0.5820000000000004,0.052289435203398314,0.0015669579989383096,0.01596067786942264,16.18987499547729,1
5484,0.6160000000000004,0.0534346710144219,0.0017116946831991883,0.017207303457980723,18.09452062892559,1
5497,0.4860000000000004,0.04857210524646884,0.001235253220830178,0.017566909441887553,19.888205457351994,1
5510,0.5750000000000004,0.051653215420666684,0.0015738893266668886,0.015115292065170358,18.13625898233529,1
5523,0.6300000000000004,0.05184555325754236,0.0014991997642574413,0.017410068356196778,16.34782148474656,1
5536,0.5700000000000004,0.05456284157082649,0.0014471737953737377,0.017829038564796663,17.42721791294541,1
5549,0.5660000000000004,0.0514381892287992,0.0013728375350150273,0.01696589657694763,16.805335584043075,1
5562,0.5410000000000004,0.053744757148832145,0.0013970129354037878,0.014360689322147242,18.975213602155144,1
5575,0.5720000000000004,0.05127302320769302,0.00141760907134436,0.0173517749292921,18.112805746184836,1
5588,0.6290000000000004,0.05156269969748278,0.0014158111257886507,0.014323028329600805,15.892098765746201,1
5601,0.5710000000000004,0.052033319606132424,0.0015383515088555,0.01815199347329396,17.309721405610535,1
5614,0.5510000000000004,0.05294047088389634,0.0015103266727427872,0.02123045826088327,19.597411481978188,1
5627,0.5450000000000004,0.05030705598765139,0.0013419283916097202,0.021931655582014643,17.43255234629336,1
5640,0.5970000000000004,0.050995856250038996,0.0014434787887770493,0.02034281191349917,17.19573863729698,1
5653,0.5960000000000004,0.05242131624122461,0.001553024741837449,0.01600923972743818,16.317120967967274,1
