simulacion,tiempo_s,velocidad_max_mps,velocidad_max_kmh,masa_kg,cda_m2,crr,empuje_n,exito
6862,0.956,24.25,87.3,0.05127,0.003166,0.02352,11.03,1
6875,1.1075,21.03,75.7,0.05267,0.003729,0.01908,9.93,1
6888,0.9845,23.65,85.1,0.0503,0.003206,0.02078,10.15,1
6901,1.1175,20.75,74.7,0.05244,0.003749,0.01868,9.85,1
6914,1.1865,19.55,70.4,0.05085,0.003202,0.01915,8.81,1
6927,0.897,25.62,92.2,0.05001,0.003038,0.02075,11.93,1
6940,1.301,18.08,65.1,0.05106,0.003584,0.01782,9.42,1
6953,1.0415,22.16,79.8,0.05114,0.003478,0.02076,10.33,1
6966,1.298,17.8,64.1,0.05188,0.003457,0.01752,9.31,1
6979,1.01,22.92,82.5,0.05109,0.003332,0.02167,9.96,1
6992,1.124,20.5,73.8,0.05163,0.003137,0.02018,9.69,1
7005,1.037,22.41,80.7,0.0513,0.003313,0.0245,10.57,1
7018,1.1185,21.11,76.0,0.05122,0.003508,0.0186,9.67,1
7031,1.1975,19.43,69.9,0.05193,0.003241,0.0261,10.15,1
7044,0.934,24.62,88.6,0.0511,0.002522,0.01509,11.09,1
7057,0.992,23.53,84.7,0.0509,0.003158,0.01524,10.87,1
7070,0.9755,23.82,85.8,0.05066,0.002845,0.02141,9.84,1
7083,1.2365,18.82,67.7,0.05207,0.003455,0.0237,9.57,1
7096,1.2395,18.58,66.9,0.05105,0.003572,0.02105,10.38,1
7109,1.09,21.1,76.0,0.05338,0.003273,0.01924,10.29,1
7122,0.8535,26.98,97.1,0.05039,0.00289,0.02096,13.03,1
7135,1.0405,22.05,79.4,0.05195,0.003038,0.0173,10.61,1
7148,1.248,18.41,66.3,0.05275,0.003062,0.01933,9.17,1
7161,0.907,25.78,92.8,0.04977,0.003254,0.01898,12.14,1
7174,1.083,21.36,76.9,0.05179,0.002898,0.02356,8.96,1
7187,0.97,23.93,86.2,0.0501,0.002825,0.0241,9.65,1
7200,1.1915,19.47,70.1,0.0514,0.003669,0.02357,9.2,1
7213,1.084,21.17,76.2,0.05213,0.003044,0.01984,10.1,1
7226,1.1095,20.77,74.8,0.05279,0.003252,0.0215,9.67,1
7239,1.044,21.97,79.1,0.05227,0.003317,0.02034,10.79,1
7252,1.189,19.33,69.6,0.05283,0.003159,0.02214,9.66,1
7265,0.997,23.21,83.5,0.05249,0.002957,0.01959,10.48,1
7278,1.065,21.77,78.4,0.05104,0.002895,0.01729,10.02,1
7291,1.0345,22.21,80.0,0.0518,0.003351,0.01678,10.51,1
7304,1.1405,20.23,72.8,0.05118,0.002797,0.01983,8.78,1
7317,1.386,16.49,59.4,0.05296,0.002818,0.02017,9.22,1
7330,0.9995,23.19,83.5,0.05132,0.003457,0.02645,10.15,1
7343,1.2995,17.58,63.3,0.05178,0.00295,0.01965,9.44,1
7356,1.221,18.55,66.8,0.05059,0.002687,0.01885,10.43,1
7369,1.183,19.28,69.4,0.05209,0.002642,0.02363,10.37,1
7382,1.0985,21.34,76.8,0.05333,0.003291,0.01447,10.48,1
7395,1.1395,20.15,72.5,0.05118,0.003079,0.01901,9.91,1
7408,1.273,18.08,65.1,0.0527,0.003227,0.02091,9.73,1
7421,1.243,18.87,67.9,0.05261,0.003524,0.01801,8.24,1
7434,1.191,19.35,69.7,0.05144,0.002877,0.01795,8.55,1
7447,1.1035,20.98,75.5,0.05183,0.002946,0.02093,9.93,1
7460,1.133,20.52,73.9,0.05303,0.003055,0.02231,10.7,1
7473,1.18,19.46,70.1,0.05147,0.003182,0.0259,9.99,1
7486,1.33,17.3,62.3,0.05264,0.002943,0.01679,8.58,1
7499,1.062,21.85,78.7,0.05262,0.002742,0.01991,9.04,1
7512,1.168,19.97,71.9,0.05422,0.002854,0.01869,8.76,1
7525,1.0445,22.11,79.6,0.05209,0.002964,0.02146,10.21,1
7538,1.041,21.96,79.1,0.05123,0.002858,0.01476,10.51,1
7551,1.041,22.12,79.6,0.05259,0.003016,0.01826,10.26,1
7564,1.205,19.0,68.4,0.05384,0.003167,0.02057,10.81,1
7577,1.3285,17.42,62.7,0.05284,0.003065,0.02018,8.11,1
7590,1.009,22.78,82.0,0.05202,0.002748,0.01771,10.15,1
7603,1.041,22.71,81.8,0.05184,0.003593,0.01918,10.7,1
7616,0.962,24.08,86.7,0.05263,0.002669,0.01587,10.96,1
7629,1.2305,18.81,67.7,0.05144,0.003433,0.01878,9.69,1
7642,1.202,19.18,69.1,0.05208,0.002952,0.02093,8.59,1
7655,1.0325,22.25,80.1,0.05297,0.00359,0.01773,12.22,1
7668,1.0765,21.49,77.4,0.05283,0.003149,0.01842,9.33,1
7681,0.991,23.04,82.9,0.05112,0.002641,0.02455,11.02,1
7694,1.2325,18.95,68.2,0.05215,0.003374,0.02532,9.33,1
7707,1.25,18.57,66.9,0.05222,0.003355,0.02398,8.45,1
7720,1.217,18.95,68.2,0.05159,0.003371,0.02225,9.57,1
7733,1.0245,22.68,81.6,0.05159,0.003057,0.01676,10.4,1
7746,1.106,20.84,75.0,0.05307,0.003293,0.01898,9.81,1
7759,1.219,19.0,68.4,0.05217,0.003309,0.02616,9.7,1
7772,1.133,20.41,73.5,0.0497,0.002958,0.01825,8.6,1
7785,1.1645,19.53,70.3,0.05273,0.002876,0.01906,10.48,1
7798,0.9725,23.84,85.8,0.05224,0.002966,0.01798,11.08,1
7811,1.107,20.71,74.6,0.05238,0.00283,0.02106,9.88,1
7824,1.1645,19.81,71.3,0.05385,0.003403,0.0201,10.66,1
7837,1.08,21.1,76.0,0.05176,0.002631,0.01873,10.22,1
7850,0.951,24.18,87.1,0.05089,0.003034,0.02029,11.37,1
7863,1.2685,18.31,65.9,0.05298,0.003323,0.02002,9.66,1
7876,1.429,16.21,58.4,0.0519,0.003308,0.02032,9.66,1
7889,0.948,24.18,87.1,0.05245,0.003315,0.0196,11.66,1
7902,1.1165,20.66,74.4,0.05224,0.00279,0.01764,9.93,1
7915,1.112,20.49,73.8,0.05351,0.002864,0.01796,10.59,1
7928,1.1505,19.97,71.9,0.05148,0.003056,0.02157,9.77,1
7941,0.9745,23.61,85.0,0.05366,0.003334,0.02117,11.83,1
7954,1.0575,22.09,79.5,0.05158,0.003637,0.0173,9.46,1
7967,0.99,23.09,83.1,0.0509,0.003184,0.02236,11.19,1
7980,1.06,21.74,78.3,0.0519,0.003564,0.0216,10.76,1
7993,1.003,23.24,83.7,0.05338,0.00304,0.02227,10.16,1
8006,1.063,21.53,77.5,0.05192,0.003118,0.0165,10.66,1
8019,1.075,21.58,77.7,0.04995,0.00364,0.01915,9.49,1
8032,1.2295,18.76,67.6,0.05265,0.003467,0.01666,10.75,1
8045,0.9095,25.32,91.1,0.05036,0.003152,0.02095,11.53,1
8058,1.144,20.26,72.9,0.05159,0.00327,0.01387,9.28,1
8071,1.0385,22.13,79.7,0.05376,0.002781,0.01673,10.9,1
8084,1.081,21.43,77.1,0.05363,0.003351,0.02233,9.49,1
8097,1.1055,20.62,74.2,0.05308,0.003278,0.01472,11.44,1
8110,1.202,18.93,68.2,0.05277,0.002708,0.02325,10.22,1
8123,1.185,19.53,70.3,0.05242,0.002923,0.02573,9.43,1
8136,1.1455,20.11,72.4,0.05129,0.0032,0.02082,9.39,1
8149,1.1705,19.77,71.2,0.05345,0.003323,0.02541,9.07,1
8162,1.202,18.96,68.2,0.05004,0.002747,0.02097,9.55,1
8175,1.022,22.4,80.6,0.0529,0.003207,0.02008,11.29,1
8188,1.0705,21.54,77.5,0.05282,0.00351,0.02107,10.62,1
8201,1.1135,20.67,74.4,0.05227,0.003115,0.01719,11.73,1
8214,1.1325,20.55,74.0,0.05245,0.003134,0.02416,10.33,1
8227,1.194,19.43,70.0,0.05249,0.003055,0.01925,8.19,1
8240,1.2115,19.06,68.6,0.05079,0.00312,0.01864,9.14,1
8253,0.9745,23.48,84.5,0.05204,0.003262,0.0224,11.57,1
8266,1.286,18.12,65.2,0.053,0.003279,0.02281,8.8,1
8279,1.1725,19.97,71.9,0.05281,0.0037,0.02363,9.26,1
8292,1.0455,22.39,80.6,0.05416,0.003244,0.0206,8.64,1
8305,1.1575,19.76,71.1,0.0522,0.003297,0.02121,11.02,1
8318,1.0835,21.21,76.4,0.0537,0.003393,0.01958,10.52,1
8331,1.0115,22.85,82.3,0.0519,0.002971,0.019,9.89,1
8344,1.201,19.27,69.4,0.05222,0.002986,0.0212,9.34,1
8357,1.1695,19.98,71.9,0.05174,0.003282,0.02299,9.74,1
8370,1.0555,21.85,78.6,0.05239,0.00301,0.01841,9.71,1
8383,0.8805,26.38,95.0,0.0526,0.003022,0.01532,11.16,1
8396,1.1555,19.98,71.9,0.05209,0.003066,0.01854,8.87,1
8409,1.105,21.03,75.7,0.05217,0.003368,0.01993,11.04,1
8422,1.049,22.17,79.8,0.05147,0.003134,0.01823,8.89,1
8435,0.9845,23.48,84.5,0.05194,0.003605,0.01796,10.65,1
8448,1.0325,22.48,80.9,0.05161,0.003327,0.01948,9.81,1
8461,1.2495,18.59,66.9,0.0526,0.00348,0.02086,8.57,1
8474,1.212,19.12,68.8,0.05316,0.003652,0.02133,9.37,1
8487,1.0755,21.37,76.9,0.05242,0.00303,0.02325,10.39,1
8500,1.064,21.48,77.3,0.05167,0.003179,0.0232,10.98,1
8513,1.1885,19.78,71.2,0.05114,0.003494,0.01403,7.34,1
8526,1.2175,19.07,68.6,0.05201,0.003267,0.02168,8.63,1
8539,1.0675,21.78,78.4,0.05327,0.002819,0.02108,10.95,1
8552,1.1,20.9,75.2,0.05247,0.003307,0.01929,10.07,1
8565,1.0815,21.5,77.4,0.05164,0.003095,0.01993,9.71,1
8578,1.032,22.46,80.9,0.05319,0.002796,0.02221,9.54,1
8591,0.942,24.6,88.5,0.05179,0.003269,0.02081,10.59,1
8604,1.156,20.13,72.5,0.05297,0.003471,0.01966,8.94,1
8617,1.0415,22.1,79.6,0.05138,0.002991,0.02647,9.87,1
8630,1.069,21.43,77.1,0.05039,0.003192,0.01773,10.5,1
8643,1.091,21.4,77.1,0.05246,0.003325,0.01827,9.64,1
8656,1.0535,22.01,79.2,0.05249,0.00367,0.01863,10.14,1
8669,1.0605,22.16,79.8,0.05116,0.00352,0.01902,10.75,1
8682,1.0775,21.13,76.1,0.05307,0.00296,0.02397,11.06,1
8695,1.1715,19.67,70.8,0.05042,0.002877,0.02108,9.1,1
8708,1.2525,18.66,67.2,0.05114,0.003251,0.01923,9.81,1
8721,1.142,20.27,73.0,0.0533,0.003169,0.01993,9.28,1
8734,1.0525,21.91,78.9,0.05169,0.002995,0.02261,10.97,1
8747,1.2255,19.14,68.9,0.05039,0.003434,0.02,9.96,1
8760,1.2055,19.18,69.0,0.05227,0.003334,0.01598,9.17,1
8773,1.2125,19.19,69.1,0.05241,0.003266,0.0138,9.16,1
8786,1.419,16.37,58.9,0.05143,0.003087,0.0175,8.86,1
8799,1.456,15.99,57.6,0.05267,0.00342,0.02316,8.3,1
8812,1.0005,22.74,81.9,0.05054,0.00301,0.02034,11.72,1
8825,1.32,17.6,63.4,0.05193,0.0035,0.01688,8.9,1
8838,1.0935,21.08,75.9,0.05153,0.00347,0.02064,10.71,1
8851,1.1075,20.69,74.5,0.05278,0.003239,0.01701,11.39,1
8864,1.1625,19.9,71.6,0.05347,0.003063,0.02969,8.76,1
8877,0.9735,23.58,84.9,0.05183,0.003366,0.02247,11.5,1
8890,1.012,22.95,82.6,0.05239,0.002856,0.01962,9.19,1
8903,0.974,23.49,84.6,0.0544,0.002669,0.01773,11.45,1
8916,1.045,21.98,79.1,0.0521,0.003202,0.02599,10.34,1
8929,1.126,20.22,72.8,0.05097,0.00265,0.02008,9.93,1
8942,1.134,20.24,72.9,0.05189,0.003139,0.02033,10.14,1
8955,1.148,20.23,72.8,0.0524,0.003163,0.0188,8.75,1
8968,1.093,20.97,75.5,0.0538,0.002768,0.02334,9.85,1
8981,1.14,20.33,73.2,0.0524,0.003356,0.02136,9.78,1
8994,1.181,19.75,71.1,0.05121,0.003373,0.02012,8.17,1
9007,1.0495,22.23,80.0,0.05095,0.003641,0.02146,11.57,1
9020,1.1215,20.67,74.4,0.05284,0.003066,0.01816,8.65,1
9033,1.109,20.66,74.4,0.05259,0.003182,0.01949,11.44,1
9046,1.0465,22.03,79.3,0.0514,0.003163,0.01696,10.55,1
9059,0.9765,23.82,85.8,0.05152,0.003066,0.01948,11.45,1
9072,1.2475,18.65,67.1,0.0532,0.003675,0.02145,10.08,1
9085,1.0095,22.87,82.3,0.05098,0.003278,0.02399,9.99,1
9098,1.125,20.61,74.2,0.05214,0.003266,0.02051,8.85,1
9111,0.909,25.06,90.2,0.05111,0.002313,0.01861,12.29,1
9124,1.2225,18.93,68.2,0.05367,0.003409,0.01528,10.52,1
9137,1.154,20.15,72.5,0.05145,0.003202,0.02234,9.95,1
9150,1.262,18.14,65.3,0.05225,0.003062,0.02129,9.57,1
9163,1.2695,18.39,66.2,0.05307,0.00359,0.01997,8.18,1
9176,1.241,18.61,67.0,0.05249,0.00287,0.02351,9.31,1
9189,1.125,20.69,74.5,0.05435,0.003384,0.01806,8.94,1
9202,1.3005,18.44,66.4,0.05291,0.003804,0.02083,8.7,1
9215,1.003,22.97,82.7,0.0503,0.003083,0.02096,10.13,1
9228,1.213,19.07,68.6,0.05125,0.003638,0.01953,10.77,1
9241,1.083,21.28,76.6,0.05079,0.003528,0.01966,10.19,1
9254,0.9945,23.53,84.7,0.05094,0.003348,0.02018,10.34,1
9267,1.054,22.21,79.9,0.0516,0.002921,0.02294,10.07,1
9280,1.0395,22.17,79.8,0.05322,0.002621,0.01661,9.77,1
9293,1.3505,17.19,61.9,0.05285,0.00349,0.01845,8.68,1
9306,1.005,23.02,82.9,0.05245,0.003055,0.01622,10.58,1
9319,1.088,20.92,75.3,0.05079,0.002783,0.01631,10.56,1
9332,1.0815,21.35,76.9,0.05165,0.003211,0.01318,9.44,1
9345,1.0615,21.69,78.1,0.05128,0.003328,0.02182,10.15,1
9358,0.9635,24.09,86.7,0.05191,0.002876,0.01678,9.9,1
9371,1.162,20.01,72.0,0.05279,0.003105,0.0207,9.65,1
9384,1.0885,21.07,75.8,0.05324,0.002968,0.02424,10.13,1
9397,0.9395,24.66,88.8,0.05213,0.002887,0.01709,10.39,1
9410,1.161,20.19,72.7,0.05389,0.003601,0.02119,9.1,1
9423,1.1535,20.12,72.4,0.05176,0.003345,0.0201,9.33,1
9436,1.005,23.02,82.9,0.05265,0.003313,0.01362,10.77,1
9449,1.1585,20.09,72.3,0.05248,0.00369,0.02032,8.96,1
9462,1.288,17.74,63.9,0.05133,0.002807,0.02168,9.25,1
9475,1.016,22.47,80.9,0.05298,0.003032,0.02132,11.28,1
9488,1.2385,18.63,67.1,0.05377,0.003242,0.01656,9.26,1
9501,1.0565,21.7,78.1,0.05283,0.003006,0.02295,10.79,1
9514,1.11,21.07,75.9,0.05321,0.003867,0.01788,10.0,1
9527,1.3315,17.35,62.4,0.05329,0.00315,0.01453,8.48,1
9540,1.159,19.96,71.9,0.05189,0.003274,0.01661,10.34,1
9553,1.07,21.65,78.0,0.05145,0.003133,0.02106,9.49,1
9566,1.2235,18.81,67.7,0.05078,0.003088,0.0178,9.05,1
9579,1.2835,18.2,65.5,0.05245,0.003724,0.02067,8.36,1
9592,0.98,23.77,85.6,0.05204,0.003279,0.02256,10.72,1
9605,1.2985,18.57,66.9,0.05289,0.003661,0.02624,10.74,1
9618,1.206,18.98,68.3,0.05249,0.003028,0.01781,9.8,1
9631,0.945,24.88,89.6,0.05125,0.002879,0.02566,10.8,1
9644,1.203,19.44,70.0,0.05129,0.003155,0.0195,10.27,1
9657,1.23,18.59,66.9,0.05181,0.003018,0.02363,10.03,1
9670,1.142,20.34,73.2,0.05074,0.003839,0.02453,9.67,1
9683,1.1565,20.22,72.8,0.05038,0.003627,0.01961,10.53,1
9696,1.035,22.41,80.7,0.05423,0.003015,0.02237,9.48,1
9709,1.0045,22.93,82.6,0.05352,0.003015,0.02057,10.44,1
9722,1.099,21.26,76.5,0.05304,0.00353,0.01956,10.49,1
9735,1.322,18.26,65.7,0.05024,0.003371,0.02362,8.76,1
9748,1.2515,18.44,66.4,0.04981,0.003259,0.01812,9.3,1
9761,1.137,20.37,73.3,0.05211,0.003136,0.02003,9.81,1
9774,1.0685,21.89,78.8,0.05331,0.003578,0.02275,11.34,1
9787,1.3085,17.64,63.5,0.05252,0.003362,0.01958,9.17,1
9800,1.0685,21.54,77.6,0.05237,0.003209,0.01961,10.17,1
9813,1.1075,21.03,75.7,0.05189,0.003293,0.0192,9.72,1
9826,1.0565,22.05,79.4,0.05246,0.003031,0.02375,9.94,1
9839,0.928,24.81,89.3,0.05197,0.003113,0.01761,11.24,1
9852,0.9645,24.06,86.6,0.05276,0.002593,0.0175,10.15,1
9865,1.2855,18.29,65.8,0.0502,0.00329,0.02134,8.31,1
9878,1.1395,20.53,73.9,0.05255,0.003546,0.027,10.18,1
9891,1.263,18.25,65.7,0.05198,0.00314,0.01344,10.58,1
9904,1.0155,22.84,82.2,0.05089,0.003421,0.02018,11.34,1
9917,1.104,21.11,76.0,0.05202,0.003196,0.0146,8.38,1
9930,0.9385,24.86,89.5,0.05258,0.003325,0.01627,11.96,1
9943,1.065,21.66,78.0,0.05374,0.003435,0.02107,11.75,1
9956,1.064,21.59,77.7,0.05072,0.003102,0.01936,9.95,1
9969,1.082,21.48,77.3,0.05275,0.002938,0.0186,10.72,1
9982,1.217,18.98,68.3,0.05102,0.003084,0.02216,9.15,1
9995,1.065,21.8,78.5,0.05379,0.003282,0.01783,9.3,1
10008,1.115,20.8,74.9,0.05271,0.003425,0.01741,10.14,1
10021,1.011,22.49,81.0,0.05042,0.002998,0.02352,11.42,1
10034,1.626,14.36,51.7,0.0503,0.003184,0.02176,8.39,1
10047,1.155,20.2,72.7,0.0512,0.003226,0.02238,8.47,1
10060,1.1385,20.15,72.5,0.05074,0.003261,0.02333,10.27,1
10073,1.204,19.53,70.3,0.0535,0.003087,0.02513,9.12,1
10086,1.053,21.65,78.0,0.05379,0.003324,0.02153,11.76,1
10099,1.088,21.16,76.2,0.05161,0.003442,0.02065,10.33,1
10112,1.12,20.63,74.3,0.05279,0.003346,0.02827,10.93,1
10125,1.191,19.55,70.4,0.05144,0.003501,0.01985,8.78,1
10138,1.164,20.0,72.0,0.0495,0.003571,0.02053,11.65,1
10151,1.049,22.16,79.8,0.052,0.003536,0.02196,11.01,1
10164,1.035,22.23,80.0,0.05355,0.003342,0.02123,11.79,1
10177,1.1265,20.49,73.8,0.05157,0.003181,0.01604,9.15,1
10190,0.9555,24.25,87.3,0.05233,0.002752,0.0128,10.16,1
10203,1.0615,21.81,78.5,0.05238,0.003217,0.01794,10.36,1
10216,1.0635,21.65,77.9,0.05107,0.002811,0.02291,9.47,1
10229,1.295,17.9,64.4,0.05102,0.00363,0.02193,9.29,1
10242,1.087,21.57,77.7,0.05185,0.003324,0.01744,8.65,1
10255,1.2605,18.57,66.9,0.05264,0.004029,0.02133,9.59,1
10268,1.1795,19.39,69.8,0.05235,0.003012,0.01795,9.86,1
10281,1.1145,20.71,74.6,0.05363,0.003221,0.02203,10.55,1
10294,1.151,20.07,72.3,0.05304,0.003184,0.01365,9.08,1
10307,1.063,21.71,78.1,0.05242,0.003166,0.01872,10.38,1
10320,0.985,23.16,83.4,0.04968,0.003143,0.02183,11.28,1
10333,1.178,19.34,69.6,0.05185,0.003003,0.01943,10.62,1
10346,1.05,21.74,78.3,0.05234,0.002696,0.02295,10.87,1
10359,1.0895,21.08,75.9,0.05169,0.002906,0.02022,9.62,1
10372,0.9625,24.0,86.4,0.05126,0.003061,0.01692,10.34,1
10385,0.974,23.25,83.7,0.05305,0.002496,0.01998,12.31,1
10398,1.188,19.69,70.9,0.05051,0.003287,0.02305,9.58,1
10411,1.0615,21.68,78.0,0.05311,0.003294,0.01912,10.7,1
10424,1.055,21.95,79.0,0.05159,0.002878,0.01998,9.4,1
10437,1.0555,22.17,79.8,0.05215,0.003399,0.01901,9.41,1
10450,0.985,23.42,84.3,0.05041,0.00348,0.02355,11.06,1
10463,0.978,23.58,84.9,0.05135,0.003067,0.02039,10.43,1
10476,1.262,18.63,67.1,0.05127,0.003463,0.02152,8.76,1
10489,0.972,23.83,85.8,0.05309,0.003225,0.02395,10.45,1
10502,1.0855,21.15,76.1,0.05342,0.003055,0.02245,10.11,1
10515,1.0825,21.36,76.9,0.05242,0.003158,0.02179,9.33,1
10528,0.9655,24.33,87.6,0.04943,0.003325,0.02392,10.14,1
10541,1.0895,21.81,78.5,0.05169,0.00361,0.01958,12.05,1
10554,1.213,19.29,69.4,0.05281,0.003153,0.01697,8.12,1
10567,1.0505,22.06,79.4,0.05213,0.003265,0.02106,9.72,1
10580,1.1115,20.7,74.5,0.05383,0.002851,0.02375,10.62,1
10593,1.2175,19.21,69.1,0.0515,0.003451,0.02173,8.51,1
10606,1.2305,18.68,67.3,0.05319,0.003125,0.0179,10.23,1
10619,1.0085,23.01,82.8,0.05134,0.003226,0.02254,11.05,1
10632,1.038,22.35,80.4,0.05209,0.002887,0.02222,9.02,1
10645,0.9635,24.21,87.2,0.05237,0.003102,0.0239,9.82,1
10658,1.216,19.12,68.8,0.05112,0.003135,0.01809,8.94,1
10671,0.9545,23.96,86.3,0.05117,0.00308,0.01665,12.04,1
10684,1.0575,21.74,78.3,0.05143,0.002983,0.01884,9.84,1
10697,0.968,24.33,87.6,0.05125,0.003427,0.02041,11.05,1
10710,1.108,20.98,75.5,0.05207,0.00309,0.02576,8.66,1
10723,1.068,21.73,78.2,0.0522,0.002965,0.02023,10.34,1
10736,1.2305,18.84,67.8,0.05175,0.003329,0.01758,8.64,1
10749,1.2535,18.36,66.1,0.05233,0.003244,0.01664,9.86,1
10762,1.192,19.19,69.1,0.05261,0.00302,0.02153,9.89,1
10775,1.0995,21.05,75.8,0.0499,0.00325,0.0167,9.65,1
10788,1.112,20.75,74.7,0.05416,0.003169,0.02092,10.09,1
10801,1.1,20.93,75.4,0.05217,0.003116,0.02011,9.6,1
10814,1.2045,19.41,69.9,0.05198,0.003246,0.02086,7.55,1
10827,1.4125,16.4,59.0,0.0514,0.003324,0.01574,9.7,1
10840,1.2815,17.78,64.0,0.05072,0.00295,0.02199,10.03,1
10853,0.9445,24.71,88.9,0.05081,0.003186,0.02386,10.58,1
10866,1.0505,21.9,78.9,0.05312,0.003368,0.02082,10.6,1
10879,1.414,16.34,58.8,0.05194,0.003269,0.01848,9.41,1
10892,1.0805,21.13,76.1,0.05039,0.002756,0.0178,10.36,1
10905,1.1615,20.21,72.7,0.05092,0.003239,0.02823,8.38,1
10918,1.1125,21.01,75.6,0.05188,0.003364,0.02016,10.12,1
10931,1.2425,18.79,67.6,0.05268,0.003656,0.01932,9.25,1
10944,1.3345,17.32,62.4,0.05266,0.003008,0.01756,9.27,1
10957,1.125,20.64,74.3,0.05271,0.003423,0.02146,10.4,1
10970,1.1,20.79,74.9,0.05234,0.002687,0.02287,9.82,1
10983,1.008,22.58,81.3,0.05274,0.002832,0.02208,11.97,1
10996,1.2755,18.12,65.2,0.05269,0.003618,0.02021,9.81,1
11009,0.9405,24.6,88.5,0.05273,0.003367,0.01825,11.84,1
11022,1.09,21.68,78.1,0.05273,0.003705,0.02507,10.72,1
11035,1.1,20.91,75.3,0.05276,0.003063,0.02294,10.16,1
11048,0.984,23.59,84.9,0.05179,0.003239,0.01943,10.14,1
11061,0.916,25.27,91.0,0.05198,0.003264,0.01764,12.07,1
11074,1.098,21.25,76.5,0.0528,0.003467,0.02005,10.36,1
11087,1.2815,18.11,65.2,0.05206,0.003285,0.01115,8.55,1
11100,1.1095,20.9,75.2,0.05018,0.002974,0.02162,9.15,1
11113,1.09,21.37,76.9,0.05076,0.002874,0.0177,11.69,1
11126,1.152,19.85,71.5,0.0508,0.003036,0.01884,10.03,1
11139,1.0545,21.71,78.2,0.05227,0.003092,0.01487,10.56,1
11152,1.3845,17.48,62.9,0.05106,0.003416,0.02543,9.33,1
11165,1.077,21.22,76.4,0.05274,0.003078,0.02381,10.73,1
11178,0.949,24.31,87.5,0.05082,0.003027,0.01802,11.21,1
11191,1.2935,18.25,65.7,0.0521,0.00332,0.02227,10.85,1
11204,1.074,21.71,78.2,0.05373,0.003384,0.02093,11.19,1
11217,1.0415,22.36,80.5,0.05356,0.002862,0.0245,8.95,1
11230,1.05,21.92,78.9,0.05334,0.003201,0.01985,10.77,1
11243,1.1295,20.24,72.9,0.05285,0.002466,0.01713,9.48,1
11256,1.102,20.95,75.4,0.05374,0.003503,0.01935,10.82,1
11269,1.4885,15.62,56.2,0.05104,0.002978,0.01572,8.6,1
11282,1.0265,22.65,81.5,0.05299,0.003391,0.02262,10.18,1
11295,1.1425,20.15,72.6,0.051,0.002915,0.01054,10.44,1
11308,0.9855,23.41,84.3,0.05171,0.003405,0.02039,11.7,1
11321,1.0855,21.2,76.3,0.05234,0.002894,0.02064,10.68,1
11334,1.139,20.39,73.4,0.05311,0.003648,0.01761,10.96,1
11347,1.051,22.17,79.8,0.0528,0.002498,0.02116,9.17,1
11360,0.955,24.31,87.5,0.05318,0.002814,0.01432,9.99,1
11373,1.1465,20.28,73.0,0.05083,0.003235,0.02238,8.72,1
11386,1.031,22.44,80.8,0.05155,0.002894,0.02031,10.96,1
11399,1.0135,22.97,82.7,0.05191,0.003201,0.0224,10.92,1
11412,1.15,19.86,71.5,0.05081,0.003065,0.02207,11.65,1
11425,1.128,20.71,74.6,0.05131,0.003318,0.02086,8.22,1
11438,1.131,20.25,72.9,0.05083,0.002679,0.01666,9.52,1
11451,1.3255,17.59,63.3,0.05262,0.003346,0.0165,9.72,1
11464,1.2395,18.97,68.3,0.0525,0.003675,0.01929,7.6,1
11477,1.0945,21.08,75.9,0.05342,0.003554,0.0192,11.01,1
11490,1.096,21.3,76.7,0.05247,0.003344,0.01784,8.88,1
11503,1.044,22.07,79.5,0.04961,0.003335,0.01911,10.33,1
11516,1.1115,20.96,75.4,0.05235,0.003053,0.01989,10.98,1
11529,1.282,18.05,65.0,0.05074,0.002998,0.01642,8.66,1
11542,1.145,20.29,73.1,0.05241,0.003374,0.02156,9.36,1
11555,1.0155,22.8,82.1,0.05134,0.003124,0.02348,9.76,1
11568,1.1445,20.23,72.8,0.05092,0.002982,0.02003,8.97,1
11581,1.256,18.29,65.9,0.05188,0.003636,0.0238,10.92,1
11594,1.109,20.49,73.8,0.05252,0.003106,0.01683,12.23,1
11607,1.0465,21.79,78.4,0.053,0.003099,0.0133,11.22,1
11620,0.9575,24.13,86.9,0.05089,0.003049,0.01776,10.79,1
11633,1.2175,19.22,69.2,0.05234,0.003669,0.02128,8.18,1
11646,1.053,22.17,79.8,0.0514,0.003736,0.01847,9.59,1
11659,1.0475,22.33,80.4,0.05164,0.003138,0.01858,8.98,1
11672,1.2005,19.22,69.2,0.05233,0.003041,0.01853,9.11,1
11685,1.0855,21.14,76.1,0.052,0.003443,0.02194,10.5,1
11698,1.068,21.83,78.6,0.05167,0.003152,0.02572,9.7,1
11711,1.327,17.37,62.5,0.05127,0.002819,0.02137,8.49,1
11724,1.028,22.49,80.9,0.05306,0.002809,0.01685,10.38,1
11737,1.171,19.8,71.3,0.052,0.003069,0.01925,8.99,1
11750,1.063,21.98,79.1,0.0516,0.00328,0.02245,10.89,1
11763,1.1325,20.31,73.1,0.05035,0.0031,0.01902,9.47,1
11776,1.125,20.56,74.0,0.05288,0.003142,0.01792,9.53,1
11789,1.0415,21.96,79.1,0.05216,0.003017,0.01617,10.64,1
11802,0.9955,23.3,83.9,0.05153,0.003089,0.02286,9.98,1
11815,1.098,20.99,75.6,0.05267,0.003604,0.01758,11.88,1
