simulacion,tiempo_s,velocidad_max_mps,velocidad_max_kmh,masa_kg,cda_m2,crr,empuje_n,exito
11828,1.081,21.5,77.4,0.05103,0.003281,0.01684,11.06,1
11841,1.078,21.49,77.4,0.05211,0.003075,0.02229,9.32,1
11854,1.2075,19.49,70.2,0.05253,0.003576,0.0171,9.74,1
11867,1.1875,19.37,69.7,0.05073,0.003383,0.01917,9.75,1
11880,1.1585,19.75,71.1,0.05243,0.003254,0.0165,11.0,1
11893,0.997,23.21,83.5,0.053,0.003416,0.01809,11.03,1
11906,1.0905,21.46,77.2,0.05209,0.003827,0.02157,9.52,1
11919,1.1825,19.58,70.5,0.05139,0.003537,0.02321,9.79,1
11932,1.1175,20.73,74.6,0.05325,0.002853,0.02501,9.28,1
11945,0.9675,23.76,85.5,0.05162,0.002946,0.01642,10.88,1
11958,1.2675,18.07,65.1,0.05119,0.002864,0.01635,9.65,1
11971,1.1495,19.86,71.5,0.0528,0.00298,0.02048,10.45,1
11984,0.973,23.78,85.6,0.05268,0.003113,0.01881,10.47,1
11997,1.135,20.29,73.0,0.05261,0.003264,0.01757,10.35,1
12010,1.1325,20.62,74.2,0.05146,0.003375,0.01843,9.56,1
12023,1.0625,21.81,78.5,0.05055,0.002726,0.02018,8.74,1
12036,1.127,20.74,74.7,0.05281,0.003467,0.02252,9.7,1
12049,1.096,21.09,75.9,0.05163,0.002551,0.02266,8.59,1
12062,1.1435,20.19,72.7,0.05259,0.003648,0.02176,10.09,1
12075,0.9625,24.02,86.5,0.05261,0.00294,0.02301,10.78,1
12088,1.0705,21.93,79.0,0.05182,0.003442,0.01874,9.55,1
12101,1.368,17.24,62.1,0.05205,0.003663,0.02014,8.48,1
12114,1.1885,19.66,70.8,0.05149,0.003647,0.02154,8.97,1
12127,1.1785,20.08,72.3,0.05081,0.003215,0.02482,10.59,1
12140,1.2685,18.37,66.1,0.05178,0.003546,0.02159,9.64,1
12153,1.1785,19.52,70.3,0.0516,0.003028,0.01809,9.31,1
12166,0.9785,23.64,85.1,0.05157,0.003199,0.01989,10.67,1
12179,0.9625,24.31,87.5,0.05313,0.003517,0.01834,11.78,1
12192,1.0945,21.62,77.8,0.0523,0.003505,0.01721,11.76,1
12205,1.09,21.21,76.4,0.05244,0.003278,0.01598,9.55,1
12218,1.1245,20.62,74.2,0.0524,0.003206,0.01954,10.82,1
12231,1.186,20.01,72.1,0.05176,0.003788,0.01869,10.31,1
12244,1.154,20.16,72.6,0.0522,0.003155,0.01347,8.86,1
12257,1.1605,19.79,71.2,0.05215,0.003008,0.02395,10.35,1
12270,1.1615,19.92,71.7,0.0506,0.003429,0.01559,9.18,1
12283,1.1555,19.85,71.5,0.05373,0.003228,0.01696,10.61,1
12296,1.2525,18.65,67.1,0.05152,0.003378,0.01539,8.54,1
12309,1.151,20.08,72.3,0.05054,0.003582,0.01935,10.08,1
12322,1.2075,19.19,69.1,0.05227,0.002901,0.02274,8.16,1
12335,1.0965,20.97,75.5,0.05111,0.003315,0.02203,10.11,1
12348,1.1145,20.67,74.4,0.05369,0.003331,0.01683,10.12,1
12361,1.105,21.04,75.7,0.05136,0.003357,0.02206,10.24,1
12374,1.1085,20.84,75.0,0.05329,0.002953,0.01985,9.82,1
12387,0.943,24.66,88.8,0.05119,0.003102,0.01426,10.44,1
12400,1.1015,20.84,75.0,0.05176,0.003452,0.01971,10.5,1
12413,1.182,19.84,71.4,0.05237,0.003501,0.01623,8.58,1
12426,0.9835,23.34,84.0,0.05061,0.003357,0.02005,11.27,1
12439,1.1935,19.28,69.4,0.05153,0.003173,0.02077,9.24,1
12452,1.122,20.3,73.1,0.05189,0.003227,0.01855,11.25,1
12465,1.157,19.97,71.9,0.05095,0.003362,0.02052,9.32,1
12478,1.259,18.36,66.1,0.05222,0.002779,0.01833,7.8,1
12491,1.3345,17.14,61.7,0.05214,0.002804,0.01845,8.99,1
12504,1.1855,19.38,69.8,0.0531,0.002993,0.01777,10.18,1
12517,1.151,20.09,72.3,0.0521,0.00323,0.01886,9.41,1
12530,1.3765,16.96,61.1,0.05204,0.003311,0.0188,7.98,1
12543,1.202,19.58,70.5,0.05215,0.003662,0.02531,10.49,1
12556,1.221,18.87,67.9,0.0526,0.003091,0.01842,9.62,1
12569,0.9055,26.0,93.6,0.05228,0.002923,0.02016,9.78,1
12582,1.1935,19.28,69.4,0.0535,0.003098,0.01835,9.19,1
12595,1.0155,22.81,82.1,0.05235,0.003009,0.0213,10.01,1
12608,0.9515,24.24,87.3,0.05057,0.003111,0.01785,12.22,1
12621,1.1335,20.03,72.1,0.05213,0.003132,0.02114,12.58,1
12634,1.409,16.54,59.5,0.05117,0.002922,0.01901,8.9,1
12647,1.2795,18.38,66.2,0.05122,0.003201,0.0174,8.61,1
12660,1.1185,20.7,74.5,0.05077,0.003449,0.0166,9.27,1
12673,0.909,25.77,92.8,0.05245,0.003035,0.01324,9.87,1
12686,1.1645,19.71,71.0,0.04998,0.00344,0.01326,10.15,1
12699,1.1495,20.11,72.4,0.05087,0.003305,0.01863,9.55,1
12712,1.0815,21.37,76.9,0.05293,0.003453,0.0204,10.17,1
12725,1.1065,20.95,75.4,0.0519,0.003245,0.02301,9.52,1
12738,0.933,24.91,89.7,0.05141,0.002907,0.02543,9.99,1
12751,1.0315,22.35,80.5,0.05131,0.002885,0.01625,10.21,1
12764,1.058,21.89,78.8,0.05161,0.003331,0.01784,9.4,1
12777,1.069,21.49,77.4,0.05365,0.003248,0.01995,10.44,1
12790,1.1215,20.67,74.4,0.05105,0.003092,0.01713,8.66,1
12803,1.155,19.97,71.9,0.05094,0.003407,0.01556,10.03,1
12816,1.1105,20.95,75.4,0.05174,0.003068,0.02108,10.14,1
12829,1.2975,17.81,64.1,0.05147,0.003049,0.01786,8.35,1
12842,0.982,23.63,85.1,0.05184,0.003248,0.02422,10.13,1
12855,1.222,18.94,68.2,0.05364,0.003044,0.01949,8.8,1
12868,1.082,21.42,77.1,0.05283,0.00257,0.02359,8.52,1
12881,1.069,21.75,78.3,0.05289,0.003377,0.02049,10.17,1
12894,1.092,21.06,75.8,0.05275,0.003166,0.02225,10.27,1
12907,1.0605,22.31,80.3,0.05101,0.003537,0.01861,9.92,1
12920,1.0115,22.7,81.7,0.05304,0.003027,0.01931,10.65,1
12933,1.0315,22.39,80.6,0.05229,0.003185,0.01817,10.41,1
12946,1.2245,19.43,69.9,0.05193,0.003347,0.02201,10.18,1
12959,1.154,20.13,72.5,0.05188,0.003088,0.0175,9.63,1
12972,1.1415,20.53,73.9,0.05263,0.003409,0.01899,10.38,1
12985,0.938,24.63,88.7,0.05247,0.003394,0.01793,11.71,1
12998,1.2245,19.11,68.8,0.05229,0.003386,0.0171,8.68,1
13011,1.1105,20.45,73.6,0.05254,0.002776,0.02059,11.21,1
13024,1.0265,22.27,80.2,0.05196,0.003375,0.01789,12.2,1
13037,1.0425,22.33,80.4,0.05031,0.003345,0.0214,9.14,1
13050,0.9675,24.0,86.4,0.05256,0.002926,0.02318,10.34,1
13063,1.1115,20.76,74.7,0.05462,0.003018,0.01664,9.34,1
13076,1.132,20.38,73.4,0.0523,0.003397,0.02139,10.16,1
13089,1.0805,20.99,75.6,0.05508,0.003103,0.0237,12.12,1
13102,1.033,22.46,80.8,0.05185,0.003643,0.02214,11.29,1
13115,1.1495,20.02,72.1,0.0525,0.002986,0.01679,10.0,1
13128,1.2975,17.83,64.2,0.05218,0.0033,0.0176,8.68,1
13141,1.3025,17.98,64.7,0.05113,0.003552,0.02913,10.48,1
13154,1.1135,20.52,73.9,0.05067,0.003258,0.01992,10.51,1
13167,1.168,19.74,71.1,0.0531,0.003429,0.01931,9.69,1
13180,1.0735,21.54,77.5,0.05164,0.003414,0.0199,9.74,1
13193,1.0355,22.38,80.6,0.05215,0.002996,0.02102,9.32,1
13206,1.1835,19.73,71.0,0.05166,0.003231,0.01636,9.64,1
13219,1.128,20.51,73.8,0.05153,0.003371,0.02023,10.54,1
13232,1.688,13.98,50.3,0.05264,0.003136,0.01895,7.46,1
13245,1.1385,20.34,73.2,0.05233,0.003416,0.02199,9.2,1
13258,1.059,21.97,79.1,0.05346,0.0029,0.01777,8.68,1
13271,1.0355,22.55,81.2,0.05106,0.003306,0.02355,9.93,1
13284,1.136,20.21,72.7,0.0522,0.002975,0.01264,10.13,1
13297,0.9855,23.14,83.3,0.04985,0.002875,0.01823,11.21,1
13310,1.2045,19.03,68.5,0.05042,0.00334,0.02208,10.17,1
13323,1.155,19.81,71.3,0.05397,0.003055,0.02317,10.16,1
13336,1.1235,20.36,73.3,0.05111,0.003106,0.01599,10.9,1
13349,0.966,24.07,86.6,0.05175,0.003379,0.02587,12.39,1
13362,1.22,18.82,67.7,0.05242,0.00314,0.01905,9.85,1
13375,1.093,21.04,75.7,0.05107,0.003337,0.0168,10.68,1
13388,1.016,22.51,81.1,0.05282,0.003197,0.01951,12.06,1
13401,1.081,21.42,77.1,0.05094,0.003095,0.02402,9.35,1
13414,1.0735,21.39,77.0,0.05324,0.003228,0.02357,11.11,1
13427,1.269,18.57,66.8,0.05098,0.003738,0.016,8.5,1
13440,1.141,20.29,73.1,0.05129,0.003565,0.02202,9.32,1
13453,1.075,21.71,78.1,0.05374,0.003412,0.02262,9.07,1
13466,0.9705,23.96,86.2,0.05379,0.003322,0.01835,10.75,1
13479,0.911,25.45,91.6,0.05007,0.002721,0.02176,10.75,1
13492,1.1065,20.78,74.8,0.05219,0.003055,0.01487,10.21,1
13505,1.076,21.4,77.0,0.0523,0.003308,0.02258,10.42,1
13518,0.915,25.12,90.4,0.05083,0.002989,0.01788,11.41,1
13531,1.1825,19.48,70.1,0.05308,0.003428,0.01194,9.71,1
13544,1.0505,21.91,78.9,0.05399,0.003027,0.02224,10.22,1
13557,1.1335,20.27,73.0,0.0513,0.003361,0.02612,10.3,1
13570,0.994,23.25,83.7,0.05284,0.003332,0.02439,10.6,1
13583,0.98,23.45,84.4,0.05358,0.003107,0.02246,11.4,1
13596,1.028,22.31,80.3,0.05154,0.003165,0.0186,10.58,1
13609,1.238,18.87,67.9,0.05336,0.003578,0.02287,9.22,1
13622,1.028,22.31,80.3,0.0533,0.00293,0.0239,10.73,1
13635,1.3875,16.74,60.2,0.05427,0.003166,0.02465,9.2,1
13648,1.1105,20.7,74.5,0.05212,0.003301,0.01667,10.01,1
13661,1.1585,20.08,72.3,0.05128,0.003134,0.01506,8.72,1
13674,1.1185,20.68,74.4,0.0519,0.003043,0.02182,9.07,1
13687,0.9465,24.5,88.2,0.05263,0.0032,0.02128,10.51,1
13700,1.1345,20.64,74.3,0.05076,0.003625,0.01773,10.15,1
13713,1.068,21.77,78.4,0.0515,0.003454,0.02484,9.88,1
13726,1.2595,18.68,67.3,0.05365,0.00347,0.02012,8.31,1
13739,1.2465,18.43,66.3,0.0518,0.003095,0.02231,9.44,1
13752,1.1715,19.78,71.2,0.05167,0.00324,0.01794,8.83,1
13765,1.0605,22.17,79.8,0.05314,0.003242,0.01852,11.55,1
13778,1.02,22.41,80.7,0.05272,0.002717,0.02387,13.27,1
13791,0.9595,23.91,86.1,0.05158,0.002968,0.01679,11.05,1
13804,1.0275,22.35,80.5,0.05048,0.003003,0.0242,10.87,1
13817,1.2075,18.94,68.2,0.0506,0.003209,0.01918,10.13,1
13830,1.1255,20.37,73.3,0.05323,0.003359,0.02405,11.64,1
13843,1.226,18.92,68.1,0.05076,0.003072,0.02042,8.79,1
13856,1.045,22.26,80.2,0.0525,0.003239,0.01698,9.68,1
13869,1.125,20.38,73.4,0.05158,0.003141,0.0183,10.09,1
13882,1.1505,20.0,72.0,0.05203,0.002908,0.0209,9.31,1
13895,1.065,21.67,78.0,0.05011,0.003329,0.02403,9.93,1
13908,1.33,17.54,63.2,0.05204,0.003685,0.02386,8.72,1
13921,1.1535,19.81,71.3,0.05159,0.002867,0.01435,9.73,1
13934,1.2025,19.14,68.9,0.05303,0.00327,0.01756,9.74,1
13947,1.3435,17.36,62.5,0.0515,0.00316,0.02093,9.12,1
13960,1.065,21.6,77.8,0.0512,0.003335,0.02062,10.21,1
13973,1.0,23.2,83.5,0.05262,0.003081,0.01939,10.18,1
13986,0.9735,23.38,84.2,0.05276,0.003075,0.02005,12.72,1
13999,1.1905,19.44,70.0,0.05307,0.003248,0.02082,8.93,1
14012,1.052,21.79,78.4,0.05094,0.003159,0.01395,10.5,1
14025,1.3105,17.58,63.3,0.05141,0.003602,0.01861,10.12,1
14038,1.107,20.88,75.2,0.05109,0.003585,0.01947,10.45,1
14051,1.0445,22.07,79.5,0.05264,0.003036,0.0186,9.96,1
14064,1.2345,18.72,67.4,0.05348,0.003422,0.02319,9.71,1
14077,0.8995,25.67,92.4,0.05075,0.002886,0.01899,10.93,1
14090,1.0375,22.38,80.6,0.05048,0.003225,0.02122,11.2,1
14103,1.096,21.17,76.2,0.05143,0.003252,0.01908,8.86,1
14116,1.333,17.82,64.2,0.05331,0.003669,0.01634,10.03,1
14129,1.05,22.05,79.4,0.05359,0.003177,0.01579,9.54,1
14142,1.07,21.41,77.1,0.05212,0.003103,0.01883,10.4,1
14155,1.0525,21.83,78.6,0.05266,0.003306,0.02462,10.79,1
14168,1.3775,16.69,60.1,0.05139,0.003043,0.01945,8.78,1
14181,1.2105,18.9,68.0,0.05395,0.002994,0.02157,10.88,1
14194,1.117,20.97,75.5,0.05207,0.003685,0.0233,9.04,1
14207,1.1195,21.04,75.7,0.05242,0.003785,0.02254,11.01,1
14220,1.173,19.62,70.6,0.05073,0.003108,0.0221,9.15,1
14233,1.085,20.85,75.1,0.05208,0.00275,0.01607,11.39,1
14246,0.9735,23.94,86.2,0.05355,0.003511,0.02038,10.24,1
14259,0.997,23.19,83.5,0.05425,0.002889,0.01499,10.07,1
14272,1.234,18.99,68.4,0.05316,0.003423,0.01766,8.61,1
14285,1.2055,19.25,69.3,0.05147,0.003503,0.0225,9.74,1
14298,1.045,22.03,79.3,0.05102,0.00313,0.02146,10.2,1
14311,1.113,20.74,74.7,0.05294,0.003107,0.01339,9.92,1
14324,1.1225,20.7,74.5,0.0533,0.003482,0.01974,9.46,1
14337,1.06,22.16,79.8,0.05342,0.003646,0.02058,9.75,1
14350,1.01,22.89,82.4,0.05307,0.003036,0.01805,10.72,1
14363,0.957,24.1,86.8,0.05146,0.003182,0.02125,10.65,1
14376,1.074,21.3,76.7,0.0531,0.003004,0.01963,11.07,1
14389,1.1275,20.58,74.1,0.05204,0.003044,0.01827,9.79,1
14402,1.0595,21.62,77.8,0.05172,0.002914,0.02047,10.59,1
14415,1.2115,19.69,70.9,0.05176,0.003656,0.01639,9.16,1
14428,1.036,22.2,79.9,0.05018,0.003197,0.01697,9.99,1
14441,0.9545,24.34,87.6,0.0526,0.003276,0.01798,10.12,1
14454,1.304,17.79,64.0,0.05081,0.003317,0.01848,8.93,1
14467,1.1525,20.08,72.3,0.0517,0.003178,0.01889,8.8,1
14480,1.135,20.42,73.5,0.05214,0.003266,0.02334,9.29,1
14493,1.237,18.64,67.1,0.05177,0.003105,0.02171,8.81,1
14506,1.0465,21.93,78.9,0.05179,0.003468,0.02389,10.73,1
14519,1.1625,19.92,71.7,0.05215,0.003153,0.0183,8.75,1
14532,1.142,20.29,73.0,0.05147,0.003292,0.01976,10.08,1
14545,1.1265,20.83,75.0,0.05286,0.003541,0.02201,10.32,1
14558,1.283,18.03,64.9,0.05154,0.003423,0.0202,10.83,1
14571,1.1455,20.08,72.3,0.05107,0.00302,0.02128,9.18,1
14584,1.194,19.12,68.8,0.05236,0.003281,0.01967,10.81,1
14597,0.922,25.58,92.1,0.0532,0.003272,0.02054,11.66,1
14610,1.1635,20.41,73.5,0.05127,0.003329,0.02195,10.2,1
14623,1.268,18.28,65.8,0.051,0.003331,0.0176,10.58,1
14636,1.179,19.73,71.0,0.05063,0.003383,0.02082,9.36,1
14649,1.157,19.91,71.7,0.05174,0.00312,0.01862,9.51,1
14662,1.0395,22.15,79.7,0.05146,0.003187,0.02057,11.27,1
14675,1.002,22.93,82.6,0.04996,0.003025,0.02077,10.25,1
14688,1.1565,20.06,72.2,0.05203,0.003234,0.02294,10.22,1
14701,0.879,26.14,94.1,0.05022,0.002722,0.022,12.45,1
14714,1.167,19.88,71.6,0.05115,0.003355,0.0189,8.88,1
14727,1.192,19.34,69.6,0.05202,0.003213,0.01974,9.13,1
14740,1.152,20.28,73.0,0.05026,0.003451,0.01791,8.54,1
14753,1.1325,20.41,73.5,0.05287,0.003513,0.02094,10.07,1
14766,1.127,20.47,73.7,0.05282,0.00303,0.02157,9.11,1
14779,1.1565,19.72,71.0,0.05168,0.002695,0.02159,9.71,1
14792,1.275,17.94,64.6,0.05277,0.003258,0.01807,10.22,1
14805,0.902,25.6,92.2,0.05136,0.003206,0.01886,11.57,1
14818,1.138,20.69,74.5,0.05151,0.003691,0.02473,11.17,1
14831,1.2415,18.76,67.5,0.05059,0.003321,0.0192,8.34,1
14844,1.266,18.44,66.4,0.05297,0.004036,0.02089,9.47,1
14857,1.12,20.73,74.6,0.05219,0.002953,0.01867,8.31,1
14870,1.0255,23.26,83.7,0.05183,0.003469,0.01654,12.57,1
14883,0.948,24.58,88.5,0.05037,0.002947,0.01953,12.19,1
14896,1.027,22.85,82.3,0.05217,0.003665,0.01955,10.95,1
14909,1.2055,19.23,69.2,0.0516,0.003186,0.02243,8.78,1
14922,1.0475,22.23,80.0,0.05307,0.003011,0.02234,10.03,1
14935,1.081,21.75,78.3,0.05115,0.003393,0.01372,7.75,1
14948,1.082,21.23,76.4,0.05136,0.003384,0.0181,11.1,1
14961,1.2225,18.96,68.3,0.0537,0.003196,0.01984,8.48,1
14974,1.1105,20.91,75.3,0.05161,0.003337,0.01922,9.62,1
14987,1.2315,18.77,67.6,0.05251,0.003061,0.02025,8.41,1
15000,1.21,18.81,67.7,0.05324,0.002562,0.02297,9.71,1
15013,1.035,22.28,80.2,0.05286,0.00297,0.02225,9.88,1
15026,0.951,24.2,87.1,0.05007,0.003205,0.0278,10.78,1
15039,1.2925,18.27,65.8,0.05239,0.00315,0.02056,7.47,1
15052,1.1985,19.42,69.9,0.05244,0.003477,0.01879,8.84,1
15065,0.959,23.9,86.1,0.05195,0.002544,0.01803,10.89,1
15078,0.8605,27.21,98.0,0.05243,0.003142,0.01738,11.61,1
15091,0.9265,24.99,90.0,0.05118,0.002887,0.01988,11.27,1
15104,1.0945,21.23,76.4,0.05169,0.003521,0.01781,9.63,1
15117,1.0735,21.36,76.9,0.0512,0.003068,0.02362,10.08,1
15130,1.14,20.24,72.9,0.05085,0.003202,0.02277,9.73,1
15143,1.0715,21.54,77.5,0.05138,0.002936,0.02073,9.22,1
15156,1.088,21.19,76.3,0.0539,0.003296,0.02266,9.9,1
15169,1.121,20.85,75.0,0.05237,0.003521,0.02154,8.76,1
15182,1.251,18.68,67.3,0.05229,0.003265,0.02159,10.47,1
15195,1.0895,20.88,75.2,0.05272,0.003034,0.01568,11.14,1
15208,1.001,23.26,83.7,0.0516,0.003071,0.02661,9.53,1
15221,1.071,21.62,77.8,0.0516,0.00367,0.02507,10.94,1
15234,1.0455,22.47,80.9,0.05133,0.003186,0.02046,10.23,1
15247,1.2155,19.11,68.8,0.0514,0.003354,0.02224,9.44,1
15260,0.9675,23.57,84.9,0.0513,0.002822,0.02095,12.08,1
15273,1.132,20.23,72.8,0.0507,0.003104,0.02085,10.83,1
15286,1.0255,22.47,80.9,0.05153,0.002781,0.02487,9.78,1
15299,1.038,22.47,80.9,0.05084,0.003611,0.01962,10.35,1
15312,1.055,22.09,79.5,0.05269,0.00328,0.01796,10.21,1
15325,1.0,22.9,82.4,0.05097,0.003019,0.0212,10.99,1
15338,0.876,26.35,94.8,0.0516,0.002846,0.01985,11.78,1
15351,1.2465,18.69,67.3,0.05209,0.003365,0.02195,11.06,1
15364,0.972,23.69,85.3,0.05056,0.003181,0.01951,10.46,1
15377,0.9465,24.65,88.7,0.05144,0.002978,0.01687,11.2,1
15390,1.0705,21.71,78.2,0.05108,0.003319,0.01755,8.86,1
15403,1.14,20.35,73.3,0.05199,0.003199,0.02284,11.16,1
15416,1.016,22.84,82.2,0.05238,0.002622,0.02508,9.12,1
15429,1.0275,22.37,80.5,0.0517,0.002946,0.01635,10.66,1
15442,1.2255,18.76,67.5,0.05249,0.00339,0.01764,9.88,1
15455,1.2715,18.43,66.3,0.05158,0.003381,0.02148,7.87,1
15468,1.106,20.94,75.4,0.05122,0.003308,0.02343,9.73,1
15481,0.9835,23.35,84.1,0.05174,0.003176,0.02516,11.15,1
15494,1.3115,17.65,63.5,0.05356,0.003237,0.02142,8.55,1
15507,1.1535,19.9,71.7,0.05427,0.003277,0.01818,10.09,1
15520,1.0655,21.9,78.9,0.05041,0.003221,0.02192,9.0,1
15533,1.093,20.81,74.9,0.05362,0.003077,0.02419,11.49,1
15546,1.237,18.55,66.8,0.05091,0.002965,0.02607,9.07,1
15559,1.0845,21.9,78.8,0.05048,0.003137,0.02077,11.17,1
15572,1.064,21.53,77.5,0.0523,0.002937,0.01683,10.23,1
15585,1.125,20.58,74.1,0.05212,0.003506,0.01983,9.87,1
15598,1.2175,18.79,67.6,0.05301,0.003596,0.02086,11.19,1
15611,1.466,15.95,57.4,0.05116,0.003698,0.01169,10.61,1
15624,1.208,19.3,69.5,0.05136,0.003611,0.01833,9.25,1
15637,0.9095,25.21,90.8,0.05226,0.00275,0.02053,11.82,1
15650,1.073,21.95,79.0,0.05117,0.003485,0.02078,10.09,1
15663,1.1355,20.42,73.5,0.05434,0.002859,0.01475,8.56,1
15676,1.143,20.35,73.2,0.05195,0.003117,0.02311,8.87,1
15689,1.079,21.39,77.0,0.05142,0.003157,0.01812,10.38,1
15702,1.194,19.37,69.7,0.05146,0.003211,0.02169,9.72,1
15715,1.098,20.97,75.5,0.0517,0.00288,0.02002,9.24,1
15728,1.062,22.01,79.2,0.05256,0.003401,0.01923,10.17,1
15741,1.068,21.84,78.6,0.05118,0.003307,0.0205,10.11,1
15754,1.031,22.27,80.2,0.05278,0.002805,0.02028,10.32,1
15767,1.048,22.21,80.0,0.0523,0.003122,0.01951,9.74,1
15780,1.2,19.13,68.9,0.05243,0.003049,0.02075,9.49,1
15793,1.083,21.46,77.3,0.05003,0.003424,0.02329,9.58,1
15806,1.451,16.06,57.8,0.05262,0.00323,0.01974,8.64,1
15819,1.1805,19.37,69.7,0.05192,0.002925,0.01974,9.7,1
15832,1.133,21.03,75.7,0.05113,0.003505,0.02193,11.56,1
15845,1.0485,22.58,81.3,0.05209,0.003399,0.0185,9.76,1
15858,1.053,21.9,78.9,0.05295,0.003094,0.01641,10.03,1
15871,1.1445,20.37,73.3,0.05177,0.003128,0.02475,10.17,1
15884,1.2055,18.96,68.3,0.05169,0.003344,0.01953,10.86,1
15897,1.03,22.35,80.5,0.05142,0.00316,0.02002,10.33,1
15910,1.1075,20.78,74.8,0.05254,0.003118,0.01804,9.68,1
15923,1.144,20.24,72.9,0.05169,0.003325,0.02141,9.28,1
15936,1.1165,20.68,74.4,0.05066,0.003561,0.02258,9.88,1
15949,1.14,20.32,73.1,0.05374,0.003347,0.02142,9.24,1
15962,1.094,20.81,74.9,0.05077,0.002833,0.01686,10.46,1
15975,1.0625,21.99,79.2,0.05216,0.003488,0.02187,9.17,1
15988,1.034,22.19,79.9,0.05168,0.002642,0.02298,9.91,1
16001,1.266,18.04,64.9,0.05175,0.003107,0.02162,10.29,1
16014,1.3225,17.38,62.6,0.05262,0.003,0.02473,8.82,1
16027,0.9625,24.08,86.7,0.0512,0.002953,0.0206,11.85,1
16040,1.079,21.72,78.2,0.05137,0.003521,0.02215,10.54,1
16053,1.2895,18.4,66.2,0.05296,0.003922,0.02047,10.13,1
16066,1.1705,19.63,70.7,0.05391,0.003333,0.0167,9.93,1
16079,1.183,19.6,70.6,0.05138,0.003189,0.01796,11.37,1
16092,1.0625,21.51,77.4,0.05055,0.003153,0.01877,11.08,1
16105,1.081,21.15,76.1,0.05128,0.003139,0.02012,10.59,1
16118,0.9555,24.14,86.9,0.05249,0.003028,0.02005,10.67,1
16131,1.089,20.96,75.5,0.05237,0.003044,0.01949,10.69,1
16144,1.1,21.0,75.6,0.05199,0.003082,0.02393,9.96,1
16157,1.2005,19.34,69.6,0.05043,0.003219,0.01962,9.89,1
16170,1.1825,19.37,69.7,0.05244,0.002856,0.02026,9.5,1
16183,1.3115,17.49,63.0,0.0521,0.002993,0.01925,9.02,1
16196,1.287,17.97,64.7,0.05381,0.003515,0.02429,9.69,1
16209,0.976,23.55,84.8,0.05125,0.003163,0.02224,11.02,1
16222,1.1095,20.84,75.0,0.05152,0.003071,0.0211,9.03,1
16235,1.0425,22.19,79.9,0.05251,0.003599,0.01689,10.33,1
16248,0.9755,23.58,84.9,0.05173,0.002781,0.02295,10.45,1
16261,1.1615,20.23,72.8,0.05071,0.00335,0.02156,10.4,1
16274,1.0195,22.47,80.9,0.05075,0.003219,0.01727,10.71,1
16287,1.1675,20.42,73.5,0.05193,0.003395,0.02027,11.58,1
16300,1.0205,22.77,82.0,0.05366,0.002974,0.02341,11.85,1
16313,1.191,19.26,69.3,0.05297,0.003169,0.02296,10.0,1
16326,0.9525,24.43,87.9,0.0506,0.003398,0.02136,11.7,1
16339,1.101,20.96,75.5,0.0507,0.00351,0.01695,10.01,1
16352,1.076,21.39,77.0,0.05096,0.003123,0.02277,9.93,1
16365,1.01,23.05,83.0,0.05338,0.002981,0.01912,10.22,1
16378,1.0385,22.11,79.6,0.05143,0.002882,0.02132,10.02,1
16391,1.0475,21.98,79.1,0.05052,0.003358,0.01556,10.19,1
16404,1.0335,22.42,80.7,0.0528,0.003183,0.02288,10.09,1
16417,0.9785,23.58,84.9,0.05087,0.002808,0.02171,10.66,1
16430,1.0545,21.8,78.5,0.0513,0.003067,0.01373,10.21,1
16443,1.133,20.3,73.1,0.05252,0.00313,0.02228,9.8,1
16456,1.154,19.67,70.8,0.05086,0.002805,0.01989,10.48,1
16469,1.1905,19.81,71.3,0.05315,0.003919,0.01749,9.81,1
16482,1.074,21.5,77.4,0.05135,0.00313,0.02418,10.16,1
16495,1.0575,21.91,78.9,0.05034,0.003616,0.02102,10.54,1
16508,0.9685,24.08,86.7,0.0521,0.003107,0.02196,11.71,1
16521,1.2365,18.38,66.2,0.05186,0.003193,0.01777,11.65,1
16534,1.1345,20.58,74.1,0.05214,0.003137,0.01429,10.29,1
16547,0.9565,24.21,87.2,0.0506,0.003341,0.01958,10.65,1
16560,1.143,20.21,72.8,0.04981,0.003128,0.01981,8.86,1
16573,0.9065,25.61,92.2,0.05237,0.002869,0.02093,10.74,1
16586,1.0575,22.15,79.8,0.0525,0.003178,0.02026,8.73,1
16599,0.9825,23.54,84.7,0.0504,0.003007,0.01944,9.99,1
16612,1.2435,18.45,66.4,0.05469,0.003244,0.01814,9.82,1
16625,1.194,19.11,68.8,0.0521,0.003337,0.02178,10.91,1
16638,1.2955,17.91,64.5,0.05239,0.003062,0.01749,8.45,1
16651,1.0635,21.88,78.8,0.05396,0.003244,0.02493,9.56,1
16664,1.031,22.49,81.0,0.05255,0.003169,0.01971,10.57,1
16677,1.0305,22.25,80.1,0.05238,0.003192,0.02205,11.47,1
16690,1.0055,22.72,81.8,0.05329,0.002652,0.01843,11.01,1
16703,1.2745,18.59,66.9,0.05259,0.003364,0.02478,10.41,1
16716,1.1595,20.04,72.1,0.052,0.003368,0.01854,9.71,1
16729,1.0475,22.28,80.2,0.05265,0.003225,0.0197,9.88,1
16742,1.0665,21.87,78.7,0.05294,0.003194,0.02058,9.21,1
16755,1.077,21.83,78.6,0.04944,0.003579,0.02298,10.79,1
16768,1.067,21.77,78.4,0.05121,0.003437,0.01805,9.78,1
