wheelbase_mm,front_track_mm,rear_track_mm,guide_clearance_mm,axle_parallelism_mm,centerline_offset_mm,body_mass_g,wheel_radius_mm,track_delta_mm,wheel_diameter_mismatch_mm,pass,violations
189.78086694275967,31.456732952715917,31.885919544829285,0.43047912962322066,0.09074615405764133,0.08656867982034547,52.22144168665076,13.524943436006682,0.42918659211336774,0.049886872013363615,1.0,0.0
189.92603836125343,31.45041470793844,31.936052056942202,0.5250210112956766,0.037505466607125115,0.10105888685545804,50.621481032761714,13.528366848728611,0.4856373490037633,0.05673369745722212,1.0,0.0
190.0667059073528,31.422918310054975,31.888573032907566,0.4725284349343734,0.11773527721052542,0.016260978745998023,50.26387105444208,13.460524643282687,0.4656547228525909,0.0789507134346259,1.0,0.0
190.1092755436721,31.494496944296735,31.830487584357048,0.5146009130871244,0.10971916294293706,0.1622974817750615,51.003249531344046,13.577504366319358,0.335990640060313,0.1550087326387164,1.0,0.0
190.22114403970633,31.437082578360773,31.864787793367135,0.4005823675588194,0.09526094210009048,0.021764038985755692,50.58247949590242,13.560782604697145,0.4277052150063625,0.12156520939429072,1.0,0.0
190.05077912128147,31.543842768745566,31.95864948646237,0.5202801316169445,0.13478782436578066,0.0905193102318741,51.21032179142837,13.52878125611077,0.4148067177168038,0.05756251222154063,1.0,0.0
190.02273584452985,31.47881334759466,31.775049992104954,0.459320433216549,0.12004459241192879,0.08919414189840773,51.17097105315082,13.527952571241665,0.2962366445102944,0.05590514248332923,1.0,0.0
190.42703507265517,31.468308346702244,31.83725277352231,0.33370824808300975,0.012838171408136905,0.18570429248717255,51.52661580594665,13.475933302120621,0.36894442682006456,0.0481333957587573,1.0,0.0
189.98266724918528,31.541944221848958,31.759814498515734,0.4497614469241709,0.10667674496975509,0.1608086559073807,50.47282501678945,13.499857186077461,0.21787027666677616,0.0002856278450771299,1.0,0.0
190.40837300318685,31.432984433480975,31.806375635974995,0.3757390875074293,0.13206726798376195,0.09425747897411148,51.45858370028648,13.446079316325578,0.3733912024940196,0.10784136734884342,1.0,0.0
190.1779169919591,31.52610850891027,31.8606898716431,0.4182466204686764,0.052916652780898625,0.021598019709231787,50.587938842497586,13.463497637896264,0.33458136273283046,0.07300472420747184,1.0,0.0
190.08067082873515,31.503162608943935,31.764727312269606,0.39627223837916514,0.06931702573174937,0.04134723519261952,50.84082041849269,13.395024197670123,0.2615647033256714,0.2099516046597536,1.0,0.0
189.66430219257194,31.429464780508145,31.962536681563908,0.4697390313464807,0.06769239213303416,0.17540271324559034,50.5775687392317,13.494092619880798,0.533071901055763,0.011814760238404887,1.0,0.0
189.88755914947114,31.667246608936193,31.679573569643132,0.500465923256535,0.13131010706541096,0.0039085888388594595,51.60239267340918,13.520906250395484,0.012326960706939616,0.04181250079096799,1.0,0.0
190.0479791748023,31.56073105431407,31.875543521477457,0.4390766259271775,0.18214152408421105,0.07031719483616916,50.993526304986425,13.484678035155785,0.31481246716338873,0.03064392968843066,1.0,0.0
190.04112420807635,31.373623153469456,31.650810057607064,0.5235311355893912,0.08953808368890698,0.06637021787006547,51.95224997324185,13.510500129582296,0.2771869041376078,0.02100025916459103,1.0,0.0
189.91678620096187,31.615383539437474,31.894699690174676,0.2578644294907278,0.15430161693758596,0.01806306696309187,51.185430303885404,13.406755861330787,0.27931615073720195,0.18648827733842666,1.0,0.0
189.95796945330397,31.363558594472412,31.704394885882376,0.3416695760517253,0.06868956120793024,0.11571899230956448,51.79254773007554,13.578961520686896,0.3408362914099641,0.15792304137379176,1.0,0.0
190.00719373357074,31.321405610118983,31.656749654626804,0.4749714920328035,0.1718466044736287,0.1781544143075369,52.40325718879011,13.38728084390265,0.3353440445078206,0.22543831219470079,1.0,0.0
190.0407732044372,31.594166512949183,31.718972950238967,0.445789636950277,0.08930048939377687,0.053107107988034766,51.1666911341238,13.443040166136413,0.12480643728978436,0.1139196677271741,1.0,0.0
190.05266466819253,31.536685076330325,31.799347606591983,0.3371739243250703,0.1293442719075506,0.02655993960458936,51.97938214415673,13.491504740490342,0.2626625302616574,0.016990519019316253,1.0,0.0
190.2102101988323,31.37459495576619,31.70389775301493,0.5485534675384812,0.12090132895986878,0.03874776219235141,50.95629643098795,13.399718170140677,0.3293027972487401,0.20056365971864665,1.0,0.0
189.8505007159708,31.485010540171082,31.797353494621614,0.5014950862231519,0.2089700752435348,0.15276894419809572,51.91523628045285,13.569970515069182,0.31234295445053206,0.13994103013836323,1.0,0.0
190.58421074817417,31.426605548348515,31.688748873997845,0.5230702069069024,0.093383339241765,0.10606423435660574,50.80860006527973,13.405100966959465,0.26214332564932974,0.18979806608107097,1.0,0.0
190.09835783906476,31.65041681538684,31.950288419966533,0.5541657439543627,0.09848928012022914,0.179728718687738,51.301393244252445,13.534601275323705,0.29987160457969253,0.06920255064741099,1.0,0.0
189.85302715349212,31.33488423456458,31.69205621452223,0.35124165954040854,0.06938499156267809,0.10340354274954901,51.21755446062777,13.553710684973707,0.3571719799576485,0.10742136994741358,1.0,0.0
190.04419967527153,31.452717889699656,31.63118496533771,0.5256148765626643,0.10984161272563148,0.10087376783315011,50.243659239324664,13.684810154543591,0.17846707563805353,0.3696203090871819,0.0,1.0
190.13721432003646,31.569681663862173,31.671090790148085,0.3566523858840208,0.18547091914660843,0.1567597067085816,51.60898555738353,13.606888366132347,0.10140912628591181,0.2137767322646944,1.0,0.0
189.76693835542966,31.5397900129206,31.808324243101037,0.5216912029079054,0.25267529250122317,0.11228359849833902,52.375090889236255,13.473807022192329,0.26853423018043543,0.05238595561534254,0.0,1.0
189.97603020398788,31.416693902336018,31.730939609197872,0.40571746969862627,0.07132779651662004,-0.016795256758558155,50.685638934722945,13.439796709785444,0.31424570686185405,0.1204065804291119,1.0,0.0
190.2170873805084,31.44474209580974,31.628501510256385,0.5607118539956032,0.11851807259301517,0.08749788768030786,50.71804672001296,13.527205711650996,0.18375941444664434,0.054411423301992556,1.0,0.0
190.10240755931568,31.5595373139056,31.846483657034437,0.46475820996531564,0.0827766163408811,0.10773730541412388,50.8523849294998,13.447062919420867,0.28694634312883593,0.10587416115826542,1.0,0.0
189.90951642667767,31.46173371530071,31.825643519440252,0.4303278940170571,0.046450675351545095,0.16671620729759148,51.541712057637795,13.53162109929359,0.3639098041395421,0.06324219858717939,1.0,0.0
189.85707474700277,31.509545638412213,31.82571349409652,0.34616876842288496,0.1180831089438716,0.11115920501851605,50.809202890417154,13.51449276587612,0.3161678556843057,0.028985531752240945,1.0,0.0
189.85228111722734,31.40061631766935,31.80460953024058,0.45012030093473543,0.13576816095898933,0.09222229757522296,51.2097414943271,13.47937192788946,0.4039932125712298,0.04125614422108015,1.0,0.0
190.0998856657927,31.461626034977776,31.759534948211083,0.4069883746771522,0.09964115639344136,-0.04348357622869189,51.13247940358218,13.53455398973236,0.29790891323330726,0.06910797946472158,1.0,0.0
189.78733054484312,31.654439984678813,31.916499817295197,0.24936778844052135,0.08688723727006495,0.09258644403028286,50.598740450312945,13.585754568011863,0.26205983261638366,0.17150913602372597,1.0,0.0
189.89063825767283,31.485586234629203,31.945711368055466,0.40380280072787517,0.03001690699511439,0.047298418854216304,51.61978225260184,13.532394185157635,0.4601251334262635,0.06478837031527007,1.0,0.0
