seed,finish_time_s,success,mass_kg,cda_m2,crr,thrust_f0_n,launch_loss_ratio,yaw_deg
20250,0.606200,1,0.051052,0.00160206,0.015198,18.0087,0.02085,0.45155
20267,0.592900,1,0.052461,0.00136742,0.021217,19.1201,0.04009,0.40657
20284,0.585200,1,0.051499,0.00158660,0.011392,18.8612,0.05225,-0.88229
20301,0.616000,1,0.051402,0.00136889,0.010550,16.1271,0.05879,1.48546
20318,0.560000,1,0.050861,0.00153963,0.019222,18.8650,0.04769,1.32587
20335,0.646100,1,0.051087,0.00132435,0.018220,16.2547,0.04994,1.11353
20352,0.663600,1,0.051552,0.00140874,0.021710,15.6336,0.03157,0.37675
20369,0.626500,1,0.052884,0.00149900,0.015515,15.6137,0.08211,0.94348
20386,0.619500,1,0.050709,0.00138773,0.018095,18.1661,0.06002,0.01997
20403,0.613900,1,0.053333,0.00133158,0.020139,20.0245,0.06292,0.76944
20420,0.601300,1,0.053736,0.00152956,0.015641,18.4072,0.05842,1.98975
20437,0.677600,1,0.052315,0.00128342,0.031651,18.6325,0.05594,-0.61474
20454,0.582400,1,0.050295,0.00137604,0.015011,20.7805,0.05992,0.14857
20471,0.623000,1,0.050690,0.00148603,0.014894,17.0490,0.05889,-2.70717
20488,0.571900,1,0.050661,0.00138183,0.018568,19.2428,0.07394,0.60219
20505,0.588700,1,0.051645,0.00153742,0.013763,18.0352,0.06709,-0.00240
20522,0.633500,1,0.051207,0.00149817,0.016359,18.8081,0.08398,-0.17085
20539,0.602000,1,0.051946,0.00141353,0.017505,18.9530,0.07583,-0.25782
20556,0.567000,1,0.050157,0.00140436,0.017560,17.9984,0.05213,1.67263
20573,0.612500,1,0.052780,0.00141978,0.014780,19.5442,0.06697,2.12002
20590,0.631400,1,0.052797,0.00153220,0.022691,18.2514,0.05235,-0.36885
20607,0.616000,1,0.051187,0.00134358,0.019303,17.9339,0.05979,-0.01925
20624,0.635600,1,0.052472,0.00158257,0.015081,18.3926,0.05769,1.59083
20641,0.576800,1,0.052214,0.00138111,0.014212,18.0748,0.05447,-0.17739
20658,0.633500,1,0.052442,0.00138236,0.015872,17.7104,0.07970,0.21634
20675,0.645400,1,0.052083,0.00137080,0.017781,14.3114,0.07487,-1.18951
20692,0.586600,1,0.052592,0.00144247,0.020125,17.4801,0.05839,0.62548
20709,0.618800,1,0.051950,0.00139525,0.016296,15.8834,0.08273,0.23108
20726,0.662200,1,0.051224,0.00137920,0.019470,17.1073,0.04949,-0.27619
20743,0.590100,1,0.050013,0.00142186,0.012622,18.2336,0.07506,0.64448
20760,0.632100,1,0.050936,0.00144746,0.020237,17.5913,0.08725,-0.57113
20777,0.585900,1,0.053634,0.00152012,0.023199,19.9070,0.06404,0.98383
20794,0.693000,1,0.050761,0.00165872,0.017192,15.9914,0.05835,0.32863
20811,0.680400,1,0.052464,0.00133228,0.015103,16.6764,0.07415,2.36592
20828,0.639800,1,0.052064,0.00132837,0.022779,17.0112,0.02975,0.17760
20845,0.576100,1,0.051217,0.00154797,0.018388,19.0894,0.06827,2.26898
20862,0.574700,1,0.052662,0.00142624,0.013498,19.2404,0.05514,0.35025
20879,0.565600,1,0.052060,0.00139497,0.019292,17.9414,0.06784,-0.77583
20896,0.596400,1,0.051377,0.00149438,0.017072,17.9669,0.04747,-0.22158
20913,0.596400,1,0.052269,0.00154973,0.021567,18.5952,0.06009,-0.03892
20930,0.634200,1,0.053376,0.00147867,0.020264,17.1413,0.03674,0.22935
20947,0.587300,1,0.051775,0.00135598,0.014720,17.5561,0.02054,-1.15453
20964,0.639100,1,0.052500,0.00135505,0.016079,17.7068,0.05995,0.35572
20981,0.573300,1,0.052033,0.00140269,0.020254,19.7094,0.05616,0.57195
20998,0.617400,1,0.050417,0.00148073,0.020665,19.3922,0.06092,-0.39004
21015,0.599200,1,0.053203,0.00135126,0.015537,16.9970,0.04072,-1.97490
21032,0.632100,1,0.053881,0.00146625,0.013911,19.5636,0.07139,0.06388
21049,0.587300,1,0.052917,0.00156230,0.025299,20.4650,0.07206,0.62881
21066,0.584500,1,0.051366,0.00123914,0.023611,16.1185,0.04797,1.32783
21083,0.611100,1,0.052286,0.00148346,0.022786,18.8797,0.05489,0.76068
21100,0.620200,1,0.053393,0.00144979,0.019244,17.1407,0.05115,1.01064
21117,0.623000,1,0.052569,0.00139945,0.016352,19.8439,0.06555,-0.33751
21134,0.592900,1,0.052303,0.00165275,0.015747,18.6759,0.07341,1.13211
21151,0.632100,1,0.052956,0.00165275,0.020949,16.8563,0.06608,0.49009
21168,0.634200,1,0.052887,0.00148920,0.022152,17.8336,0.08347,1.22535
21185,0.607600,1,0.050168,0.00154439,0.020781,18.6626,0.05685,0.18309
21202,0.590800,1,0.050603,0.00137650,0.018889,19.3468,0.03461,0.01671
21219,0.627900,1,0.052459,0.00136030,0.020680,18.4820,0.07370,-1.24522
21236,0.535500,1,0.052800,0.00137932,0.018525,17.9233,0.06035,0.93503
21253,0.617400,1,0.052652,0.00149520,0.015314,18.1030,0.06214,-0.76214
21270,0.555100,1,0.049676,0.00155294,0.022609,18.3814,0.04683,-0.71386
21287,0.623000,1,0.053076,0.00159540,0.013591,18.4305,0.05925,-0.98152
21304,0.639100,1,0.051879,0.00132488,0.013724,15.9727,0.06070,-1.01133
21321,0.625800,1,0.051679,0.00130295,0.018075,17.9903,0.07572,-0.63690
21338,0.577500,1,0.051126,0.00141094,0.016188,18.6863,0.06361,0.49557
21355,0.634200,1,0.052325,0.00137663,0.017131,17.4719,0.09336,1.57047
21372,0.595700,1,0.050617,0.00147659,0.023029,18.0614,0.06004,-0.68977
21389,0.655200,1,0.052275,0.00152139,0.019182,19.4786,0.06265,-2.23109
21406,0.613900,1,0.051419,0.00146332,0.019286,16.2104,0.06012,1.20917
21423,0.592900,1,0.051328,0.00141417,0.015898,17.7438,0.03933,0.55195
21440,0.552300,1,0.051421,0.00158111,0.022636,19.7043,0.04743,-1.00621
21457,0.685300,1,0.052009,0.00148648,0.015548,15.6493,0.05897,-0.15542
21474,0.560000,1,0.050788,0.00127491,0.023274,20.7804,0.07086,0.18942
21491,0.635600,1,0.053054,0.00155524,0.021499,19.1031,0.03551,-0.99878
21508,0.608300,1,0.051330,0.00155239,0.017350,17.1382,0.06781,0.34302
21525,0.630000,1,0.053666,0.00155261,0.021608,17.8975,0.07232,-0.99862
21542,0.594300,1,0.050971,0.00146274,0.020000,17.5567,0.04331,-1.28562
21559,0.525000,1,0.053248,0.00143432,0.018419,21.5128,0.06721,0.38987
21576,0.598500,1,0.050611,0.00165477,0.008102,20.4151,0.05726,1.18559
21593,0.627900,1,0.050432,0.00138799,0.022945,17.5991,0.04935,0.33280
21610,0.658700,1,0.054090,0.00149624,0.014699,16.8512,0.07805,-2.72609
21627,0.570500,1,0.051142,0.00147984,0.018891,19.5994,0.06988,-1.27121
21644,0.588700,1,0.051896,0.00159160,0.025021,16.8357,0.05776,0.30572
21661,0.675500,1,0.051831,0.00161699,0.017898,16.5769,0.05349,-0.40777
21678,0.556500,1,0.051965,0.00155323,0.018629,19.4029,0.04191,-0.44997
21695,0.571200,1,0.053512,0.00140548,0.011512,19.7786,0.05698,-0.79867
21712,0.581700,1,0.050808,0.00143693,0.012774,18.9410,0.04619,1.09842
21729,0.614600,1,0.051146,0.00151404,0.022871,18.4698,0.06311,-0.44862
21746,0.644000,1,0.052162,0.00155339,0.019716,17.3513,0.05278,1.12465
21763,0.634200,1,0.052551,0.00146384,0.028361,18.0459,0.06387,0.87380
21780,0.588000,1,0.051577,0.00137057,0.019789,21.2625,0.05437,0.28007
21797,0.627200,1,0.052734,0.00144018,0.011586,17.6268,0.04428,1.15066
21814,0.552300,1,0.051432,0.00138840,0.025273,20.2530,0.03680,-1.51603
21831,0.568400,1,0.050846,0.00150641,0.024771,18.8439,0.07365,1.12663
21848,0.578200,1,0.050206,0.00131610,0.010484,17.9706,0.05809,-0.61101
21865,0.576800,1,0.052870,0.00145061,0.022180,18.4252,0.06279,0.05967
21882,0.643300,1,0.050388,0.00153335,0.020889,17.0926,0.07217,0.44848
21899,0.557200,1,0.052045,0.00134116,0.018609,19.9721,0.02544,0.12684
21916,0.697900,1,0.051824,0.00125479,0.022739,14.2115,0.05776,1.61705
21933,0.541100,1,0.051185,0.00154291,0.008695,21.2098,0.08082,0.50945
21950,0.576800,1,0.050790,0.00127508,0.017769,20.6348,0.07924,-0.59853
21967,0.585900,1,0.050455,0.00140722,0.020191,16.9858,0.06266,-1.35999
21984,0.587300,1,0.053367,0.00148907,0.013629,20.2767,0.07068,-0.07132
22001,0.618100,1,0.054090,0.00157965,0.020262,17.9079,0.05435,2.06692
22018,0.595700,1,0.053140,0.00129430,0.018933,16.7541,0.05545,-0.24295
22035,0.629300,1,0.052617,0.00134783,0.018213,18.5445,0.08187,-0.90462
22052,0.597100,1,0.051616,0.00160339,0.016447,18.6671,0.07298,-0.80346
22069,0.606900,1,0.051576,0.00144036,0.018561,17.4976,0.01183,-0.81264
22086,0.609000,1,0.050838,0.00161526,0.022257,17.2786,0.06925,0.40941
22103,0.623000,1,0.051420,0.00132223,0.018130,17.2025,0.05713,-0.36461
22120,0.569100,1,0.051616,0.00133200,0.019008,20.3715,0.04655,0.12133
22137,0.590100,1,0.052507,0.00135833,0.015459,18.2340,0.07595,0.38282
22154,0.604800,1,0.051748,0.00146325,0.021363,19.3758,0.06548,0.35641
22171,0.592200,1,0.051612,0.00141465,0.015542,16.7301,0.06606,-0.59258
22188,0.583100,1,0.054344,0.00146213,0.020035,17.8702,0.03086,1.11002
22205,0.620200,1,0.052060,0.00130287,0.017041,19.0034,0.04515,1.00859
22222,0.588000,1,0.051923,0.00152338,0.016135,19.2254,0.07790,0.85103
22239,0.628600,1,0.049745,0.00156582,0.013575,15.3971,0.04677,-0.03313
22256,0.607600,1,0.052619,0.00144571,0.017457,18.5740,0.08795,1.05782
22273,0.636300,1,0.051106,0.00139029,0.016838,16.4921,0.03555,-1.30391
22290,0.569100,1,0.053542,0.00145802,0.013189,18.8876,0.09298,0.39352
22307,0.577500,1,0.052299,0.00165824,0.021574,19.5716,0.05547,0.51883
22324,0.620900,1,0.052828,0.00153036,0.014566,17.6087,0.05561,-0.13951
22341,0.545300,1,0.051990,0.00157643,0.016946,20.6437,0.04904,0.01288
22358,0.638400,1,0.050043,0.00142556,0.016185,15.4568,0.05176,0.37986
22375,0.648900,1,0.052824,0.00141759,0.017955,16.9053,0.05395,0.57507
22392,0.598500,1,0.054802,0.00131611,0.015655,18.4490,0.04612,-1.49383
22409,0.609700,1,0.052797,0.00146199,0.013538,20.3568,0.08958,-0.39813
22426,0.623000,1,0.052799,0.00139267,0.023124,16.5521,0.05163,-0.89165
22443,0.642600,1,0.050767,0.00139939,0.011497,16.6234,0.05815,1.63262
22460,0.653100,1,0.053203,0.00154168,0.014585,16.6794,0.06598,0.68320
22477,0.573300,1,0.051864,0.00157027,0.013268,18.0878,0.04703,0.85212
22494,0.563500,1,0.051672,0.00157278,0.019027,18.8335,0.06650,-0.48763
22511,0.614600,1,0.052126,0.00152718,0.020226,19.3314,0.04017,-2.21481
22528,0.605500,1,0.053707,0.00143987,0.014179,18.6744,0.07193,-0.10755
22545,0.571900,1,0.050165,0.00141153,0.025312,19.0359,0.06757,-0.16612
22562,0.660100,1,0.051066,0.00153262,0.013486,19.5165,0.06288,0.74279
22579,0.660800,1,0.052107,0.00137122,0.020051,16.4834,0.03798,1.14752
22596,0.590800,1,0.052992,0.00132632,0.014921,16.6934,0.06093,0.66694
22613,0.583100,1,0.051476,0.00149164,0.018426,17.3407,0.04329,-0.34958
22630,0.691600,1,0.053730,0.00152860,0.018426,17.2915,0.06934,0.32686
22647,0.608300,1,0.052222,0.00153406,0.015644,16.8086,0.04815,-0.71809
22664,0.563500,1,0.052201,0.00142767,0.017933,20.0328,0.07848,1.76372
22681,0.513800,1,0.052506,0.00138729,0.016591,20.4133,0.03875,-0.06789
22698,0.602700,1,0.052875,0.00139164,0.024169,18.6158,0.06523,1.19088
22715,0.605500,1,0.053556,0.00140290,0.020301,17.7245,0.05647,-0.58104
22732,0.571900,1,0.053028,0.00119109,0.022991,19.0047,0.04632,-0.16594
22749,0.617400,1,0.051810,0.00171791,0.017022,15.9491,0.03864,0.99961
22766,0.565600,1,0.052383,0.00139607,0.015893,18.5977,0.04928,-0.78413
22783,0.569800,1,0.052524,0.00137383,0.015065,19.1475,0.05715,-0.52659
22800,0.649600,1,0.051122,0.00147945,0.017556,14.3431,0.07239,-1.21915
22817,0.616000,1,0.051209,0.00154225,0.011144,17.2380,0.06294,-0.56311
22834,0.574700,1,0.051056,0.00151583,0.012827,18.8039,0.04919,-0.46146
22851,0.556500,1,0.050773,0.00143116,0.020646,19.8215,0.06087,0.71943
22868,0.634200,1,0.051832,0.00132442,0.022624,17.3235,0.09393,-0.54768
22885,0.667800,1,0.053910,0.00161308,0.014054,16.5428,0.06887,-0.03158
22902,0.543900,1,0.050470,0.00146573,0.016736,20.1102,0.04642,-0.43892
22919,0.610400,1,0.052503,0.00145694,0.014571,17.8127,0.05500,0.28997
22936,0.610400,1,0.052248,0.00148043,0.016117,18.0984,0.07526,0.34504
22953,0.566300,1,0.052158,0.00144347,0.020619,20.3079,0.06644,1.30772
22970,0.592900,1,0.050689,0.00143108,0.019122,17.2951,0.04600,0.60529
22987,0.581700,1,0.054298,0.00128677,0.021036,21.0068,0.06892,-2.29034
23004,0.602000,1,0.052838,0.00143724,0.017283,18.4651,0.05077,-0.89597
23021,0.620900,1,0.053754,0.00162482,0.020973,19.5390,0.05851,-0.70332
23038,0.581700,1,0.051610,0.00137411,0.019827,17.1082,0.07067,1.34594
23055,0.653800,1,0.053575,0.00154502,0.023023,18.9687,0.07802,-0.22201
23072,0.630700,1,0.051520,0.00146503,0.015558,19.5659,0.05280,0.80788
23089,0.586600,1,0.050972,0.00146493,0.016669,17.2511,0.03488,-0.42743
23106,0.550200,1,0.052905,0.00131727,0.017261,20.4820,0.04702,0.05932
23123,0.608300,1,0.051911,0.00138539,0.020543,16.9988,0.05664,-0.40832
23140,0.605500,1,0.052246,0.00146693,0.029348,18.0555,0.05044,0.24641
23157,0.585200,1,0.052169,0.00156620,0.016718,18.0175,0.07180,-0.13041
23174,0.586600,1,0.052813,0.00151425,0.018535,18.1733,0.06195,1.46455
23191,0.541100,1,0.051914,0.00141778,0.016520,19.1606,0.04444,-0.71576
23208,0.627200,1,0.054085,0.00135394,0.015295,18.2388,0.06703,-1.89608
23225,0.679000,1,0.051750,0.00155241,0.015916,16.6321,0.07261,0.17651
23242,0.585200,1,0.050897,0.00154603,0.018185,18.2404,0.06066,1.68018
23259,0.645400,1,0.053022,0.00153352,0.016711,17.1918,0.07032,-1.95362
23276,0.639100,1,0.050679,0.00148265,0.019714,18.4647,0.02970,0.18124
23293,0.576100,1,0.052351,0.00147970,0.017837,19.0250,0.05608,1.31868
23310,0.648200,1,0.051469,0.00156948,0.020531,18.7323,0.08396,0.64760
23327,0.629300,1,0.049985,0.00142679,0.020251,18.1524,0.05150,1.51054
23344,0.565600,1,0.050520,0.00135058,0.008340,18.3777,0.04979,-0.03065
23361,0.619500,1,0.053501,0.00128532,0.022120,16.8696,0.05474,1.29572
23378,0.592200,1,0.052269,0.00135031,0.016988,17.9826,0.06261,0.79033
23395,0.671300,1,0.048767,0.00156920,0.017460,14.5281,0.04979,-0.57424
23412,0.653800,1,0.051836,0.00153729,0.017854,17.8894,0.07056,-1.30598
23429,0.551600,1,0.050299,0.00158733,0.018658,21.3613,0.05712,0.24985
23446,0.576800,1,0.052290,0.00140328,0.013845,18.9049,0.04736,-0.70121
23463,0.651700,1,0.051634,0.00142337,0.018604,17.0311,0.07677,-0.90057
23480,0.617400,1,0.052554,0.00152953,0.020762,18.2122,0.05533,0.29358
23497,0.586600,1,0.050806,0.00145036,0.020684,17.4231,0.04978,1.05426
23514,0.618100,1,0.051676,0.00135614,0.022525,18.7140,0.06504,-0.48158
23531,0.576100,1,0.052343,0.00143804,0.018948,19.0345,0.08453,-0.24010
23548,0.588700,1,0.051299,0.00146802,0.015975,16.9509,0.06921,-0.05361
23565,0.623000,1,0.051598,0.00158103,0.017514,16.4392,0.04950,0.31885
23582,0.658000,1,0.052418,0.00141499,0.017771,19.6618,0.03496,-1.88598
23599,0.574700,1,0.052766,0.00132565,0.020735,19.2999,0.04766,-0.52461
23616,0.594300,1,0.051923,0.00150275,0.017556,19.1826,0.05808,0.03259
23633,0.618800,1,0.051476,0.00155672,0.023430,18.1618,0.05458,0.72976
23650,0.596400,1,0.052028,0.00138480,0.020178,17.1572,0.04891,-0.21819
23667,0.648900,1,0.052618,0.00134446,0.015425,16.7609,0.05273,0.34411
23684,0.574700,1,0.052898,0.00147897,0.017272,19.1442,0.05742,-0.28272
23701,0.577500,1,0.050655,0.00144821,0.023584,19.4364,0.08111,0.65856
23718,0.637700,1,0.052415,0.00133350,0.019783,18.7665,0.10152,0.39097
23735,0.583100,1,0.051818,0.00151527,0.017373,18.2308,0.06403,0.24515
23752,0.596400,1,0.050496,0.00142934,0.018256,16.4733,0.06183,-0.89549
23769,0.607600,1,0.051905,0.00139725,0.017313,17.8818,0.05000,-0.12305
23786,0.590100,1,0.052114,0.00146866,0.017361,18.8254,0.07424,1.44296
23803,0.634900,1,0.052904,0.00134012,0.017093,15.9498,0.02446,0.85410
23820,0.609000,1,0.052354,0.00148990,0.020898,18.5131,0.09268,-0.59641
23837,0.615300,1,0.052685,0.00153568,0.021699,19.2492,0.02441,-0.35471
23854,0.597800,1,0.053375,0.00159571,0.016373,20.5278,0.06194,0.68057
23871,0.583800,1,0.050287,0.00136923,0.016799,17.0576,0.08155,0.90426
23888,0.597800,1,0.051803,0.00149143,0.020172,17.6696,0.06332,0.12763
23905,0.613200,1,0.050607,0.00150418,0.019470,17.2588,0.04759,0.74128
23922,0.586600,1,0.052386,0.00143325,0.020214,17.3377,0.03815,-0.41110
23939,0.592900,1,0.051172,0.00145791,0.018361,18.6745,0.05499,1.50170
23956,0.654500,1,0.052802,0.00165074,0.012072,15.5473,0.03969,-0.34847
23973,0.543900,1,0.050931,0.00159133,0.018676,20.7689,0.08085,-0.93809
23990,0.620200,1,0.052318,0.00135189,0.017354,17.2240,0.05034,0.19968
24007,0.585200,1,0.051769,0.00142311,0.014857,17.4291,0.06026,0.02831
24024,0.606200,1,0.052356,0.00146764,0.014034,18.3151,0.06824,1.86339
24041,0.686700,1,0.052140,0.00136967,0.021562,16.3443,0.08076,-0.06511
24058,0.671300,1,0.049885,0.00139313,0.019254,16.4829,0.05582,-0.61733
24075,0.628600,1,0.052676,0.00140932,0.018628,16.3776,0.07342,0.48781
24092,0.641900,1,0.051727,0.00159227,0.013446,18.4336,0.07798,-1.33780
24109,0.610400,1,0.052200,0.00147203,0.017940,17.5645,0.05694,-0.33251
24126,0.606200,1,0.051833,0.00141675,0.014485,17.9597,0.05091,-0.57119
24143,0.565600,1,0.050596,0.00137876,0.023079,18.0176,0.07037,0.94299
24160,0.675500,1,0.051356,0.00141486,0.016959,14.8645,0.06292,0.08852
24177,0.646100,1,0.051159,0.00153955,0.017521,17.0516,0.03752,-0.33897
24194,0.628600,1,0.052608,0.00136939,0.018755,16.4426,0.05931,-1.20637
24211,0.660100,1,0.051522,0.00151120,0.019439,17.5798,0.06136,0.50266
24228,0.606900,1,0.050958,0.00134114,0.017929,17.3587,0.08657,0.99725
24245,0.575400,1,0.052834,0.00155273,0.018171,19.0603,0.06270,-1.17277
24262,0.631400,1,0.051961,0.00141308,0.014538,16.6506,0.06770,0.63688
24279,0.646100,1,0.053338,0.00143249,0.010030,14.9769,0.05738,-0.06179
24296,0.653100,1,0.053189,0.00156041,0.020264,17.7546,0.06432,0.19462
24313,0.664300,1,0.052923,0.00149164,0.017276,16.0931,0.06787,0.37812
24330,0.599200,1,0.053235,0.00133933,0.023680,18.3638,0.06159,-1.20359
24347,0.599200,1,0.050581,0.00138316,0.020437,18.3180,0.07309,0.76663
24364,0.597100,1,0.050594,0.00150154,0.010378,19.3078,0.06859,1.76269
24381,0.571900,1,0.050970,0.00148210,0.021766,18.4163,0.05856,1.86053
24398,0.561400,1,0.050123,0.00142082,0.013684,19.4278,0.07284,-1.15638
24415,0.650300,1,0.051412,0.00155015,0.017786,16.4086,0.06529,0.48927
24432,0.603400,1,0.052763,0.00146690,0.016798,19.3787,0.08835,0.74619
24449,0.590800,1,0.052506,0.00147085,0.017494,17.5556,0.04594,-0.66223
24466,0.585900,1,0.051857,0.00147098,0.018467,17.1795,0.06938,0.57950
24483,0.571900,1,0.051269,0.00137718,0.021544,18.9029,0.06354,-0.46438
24500,0.583100,1,0.051838,0.00162370,0.017237,19.8896,0.04954,-1.21360
24517,0.591500,1,0.052692,0.00154568,0.020120,15.5860,0.04264,0.44334
24534,0.597100,1,0.051146,0.00140398,0.014781,17.6303,0.06052,-0.44553
24551,0.630000,1,0.053418,0.00143563,0.018217,17.3795,0.07682,0.55488
24568,0.657300,1,0.050195,0.00148319,0.021039,16.2434,0.07905,-0.73789
24585,0.581000,1,0.052262,0.00143115,0.018883,18.1292,0.06744,0.46963
24602,0.647500,1,0.052401,0.00168307,0.015293,17.4745,0.07641,0.25092
24619,0.636300,1,0.052153,0.00139137,0.019634,15.3580,0.07112,-0.74329
24636,0.627200,1,0.052084,0.00160701,0.015201,15.8354,0.04986,-0.02963
24653,0.595000,1,0.051620,0.00141128,0.022134,16.9750,0.04441,-1.39430
24670,0.576800,1,0.051533,0.00166994,0.020951,18.9413,0.05745,1.19029
24687,0.606900,1,0.051428,0.00142308,0.018733,16.4744,0.05673,-0.13743
24704,0.656600,1,0.052954,0.00135253,0.020169,16.3803,0.08040,0.32768
24721,0.623000,1,0.052592,0.00160965,0.016747,16.2552,0.04974,-0.22608
24738,0.632800,1,0.053431,0.00145239,0.012568,19.1852,0.06881,0.14555
24755,0.576100,1,0.052071,0.00147009,0.017968,18.0037,0.05083,0.91251
24772,0.548100,1,0.051655,0.00142010,0.021105,19.1019,0.05739,0.68451
24789,0.639800,1,0.052221,0.00155889,0.016223,16.9582,0.05786,1.14747
24806,0.595700,1,0.053103,0.00140726,0.019607,18.3921,0.05719,-1.98977
24823,0.649600,1,0.052565,0.00150095,0.013629,16.9534,0.03969,-0.18398
24840,0.546700,1,0.052797,0.00135277,0.021391,19.8391,0.05289,0.25528
24857,0.662900,1,0.053243,0.00147438,0.020149,17.4107,0.10300,0.68606
24874,0.618100,1,0.050779,0.00153030,0.021208,16.1757,0.04218,-1.37576
24891,0.624400,1,0.050895,0.00150711,0.015900,16.9835,0.05537,0.15138
24908,0.564200,1,0.052465,0.00153585,0.021262,18.7795,0.02772,-0.94236
24925,0.541800,1,0.052201,0.00154570,0.015648,19.7702,0.04926,0.39030
24942,0.619500,1,0.052708,0.00146690,0.017793,18.6213,0.06189,-0.76194
24959,0.572600,1,0.052601,0.00142191,0.017287,18.0726,0.07102,-0.78879
24976,0.599900,1,0.051407,0.00147713,0.019313,18.0637,0.04043,0.37364
24993,0.583800,1,0.052074,0.00143345,0.016436,20.1788,0.05010,0.19402
25010,0.605500,1,0.052127,0.00133698,0.018688,17.4248,0.05937,0.27980
25027,0.620900,1,0.051999,0.00145051,0.025597,17.5134,0.06260,-0.36300
25044,0.617400,1,0.051201,0.00141657,0.020934,16.3124,0.05293,-0.62644
25061,0.686700,1,0.051769,0.00149634,0.018927,16.2475,0.06005,0.25375
25078,0.681100,1,0.051103,0.00125699,0.018111,15.9612,0.08084,0.37061
25095,0.609000,1,0.052031,0.00158928,0.020114,17.8994,0.06239,0.20499
25112,0.543900,1,0.051566,0.00149954,0.019150,19.6015,0.06430,-1.47541
25129,0.612500,1,0.052716,0.00138512,0.012137,17.6098,0.05948,0.15252
25146,0.627200,1,0.050909,0.00143964,0.018348,15.5962,0.05454,-1.23449
25163,0.571900,1,0.052484,0.00144806,0.018894,17.9057,0.04651,-0.05884
25180,0.665000,1,0.050614,0.00138240,0.014103,15.6248,0.08908,-0.21160
25197,0.536900,1,0.050043,0.00137248,0.024906,20.0042,0.05811,-0.94513
25214,0.594300,1,0.051260,0.00141965,0.021785,18.5904,0.05653,0.53581
25231,0.632100,1,0.052944,0.00137696,0.011680,17.0596,0.05596,0.54555
25248,0.585900,1,0.051951,0.00140499,0.012172,17.8591,0.05912,-0.11826
25265,0.563500,1,0.053071,0.00156503,0.023054,19.0204,0.05514,-0.04388
25282,0.563500,1,0.050659,0.00135901,0.017979,19.3548,0.06196,0.22332
25299,0.622300,1,0.052426,0.00146635,0.016746,16.5621,0.06109,0.39439
25316,0.629300,1,0.053408,0.00160371,0.019195,18.5807,0.06808,-1.61231
25333,0.589400,1,0.051442,0.00144745,0.018991,17.8236,0.08534,0.46292
25350,0.627200,1,0.053288,0.00149827,0.016843,15.2985,0.07105,0.94526
25367,0.679000,1,0.053823,0.00144483,0.010125,18.4176,0.06250,0.70731
25384,0.634900,1,0.052886,0.00140428,0.014336,18.6265,0.07223,-1.05716
25401,0.579600,1,0.052078,0.00146809,0.014931,19.0456,0.05500,-0.94916
25418,0.644700,1,0.050769,0.00147446,0.022637,14.9786,0.06111,0.43056
25435,0.570500,1,0.050399,0.00129498,0.020836,17.7161,0.08321,-0.24445
25452,0.634900,1,0.051264,0.00149377,0.019978,15.0117,0.04995,0.24682
25469,0.639800,1,0.051677,0.00157184,0.019435,17.7836,0.04517,-0.23378
25486,0.629300,1,0.052838,0.00154927,0.012962,18.5407,0.04916,0.27565
25503,0.611800,1,0.052179,0.00168932,0.022558,17.2645,0.05965,1.63760
25520,0.580300,1,0.051473,0.00144017,0.020986,17.7699,0.05147,-0.44779
25537,0.616000,1,0.052010,0.00144145,0.018169,16.9327,0.05482,-0.00698
25554,0.620900,1,0.052615,0.00151432,0.014152,18.5991,0.05873,-0.94241
25571,0.613200,1,0.051097,0.00137849,0.014500,17.3528,0.05430,1.99627
25588,0.591500,1,0.051361,0.00172347,0.023431,18.6246,0.05465,-0.08290
25605,0.669900,1,0.053357,0.00145260,0.008705,18.2924,0.07096,0.88934
25622,0.585900,1,0.052914,0.00147691,0.016913,18.5471,0.06661,1.05356
25639,0.627200,1,0.052940,0.00138751,0.020605,18.2205,0.07973,-0.47994
25656,0.609000,1,0.050270,0.00165127,0.018914,18.2276,0.05152,1.44498
25673,0.609700,1,0.051709,0.00150522,0.018129,18.4893,0.04897,-0.26099
25690,0.609000,1,0.052029,0.00147210,0.016939,17.9713,0.05878,-0.00833
25707,0.614600,1,0.052465,0.00145581,0.018482,18.3578,0.05236,-2.24127
25724,0.556500,1,0.052647,0.00154878,0.020289,17.4332,0.06636,0.34711
25741,0.613900,1,0.052466,0.00120571,0.023108,19.4840,0.07009,0.18049
25758,0.613200,1,0.051060,0.00144573,0.012334,16.5541,0.04330,0.35772
25775,0.562100,1,0.053717,0.00134396,0.015716,20.2770,0.04590,-0.27882
25792,0.612500,1,0.054645,0.00158231,0.017563,18.9935,0.05994,-1.77297
25809,0.623000,1,0.052561,0.00138551,0.018024,18.5642,0.08606,-0.83277
25826,0.587300,1,0.052659,0.00136007,0.020701,20.1623,0.06016,1.81607
25843,0.632800,1,0.052323,0.00143519,0.018297,17.1156,0.05002,-0.27471
25860,0.604800,1,0.051047,0.00124374,0.017569,18.2247,0.05251,-0.53062
25877,0.571200,1,0.052619,0.00146286,0.019620,20.0527,0.05218,-0.89147
25894,0.635600,1,0.051807,0.00143239,0.025508,18.3205,0.05532,0.57325
25911,0.541800,1,0.051149,0.00128734,0.011977,19.8012,0.05824,0.20580
25928,0.653800,1,0.053594,0.00149737,0.013289,16.7819,0.06093,1.60932
25945,0.604800,1,0.052158,0.00127747,0.020710,16.6746,0.05947,1.14417
