time_s,pdf,cdf,reliability
94.85385067857142,0.00889477069609662,0.3133775793910607,0.6866224206089393
96.8720177142857,0.009083300847034091,0.33152174347505103,0.668478256524949
98.89018474999999,0.009254696601322136,0.35002928772846875,0.6499707122715312
100.90835178571427,0.009407897715453094,0.36886454884717756,0.6311354511528224
102.92651882142856,0.009541928609658865,0.3879898074530954,0.6120101925469046
104.94468585714284,0.009655908604872957,0.40736546936608087,0.5926345306339191
106.96285289285713,0.00974906163363393,0.4269502670291051,0.5730497329708949
108.98101992857141,0.009820725281001034,0.4467014798797113,0.5532985201202887
110.99918696428571,0.009870359013309817,0.4665751721716427,0.5334248278283573
113.01735399999998,0.009897551456894305,0.48652644646749776,0.5134735535325022
115.03552103571427,0.009902026595835276,0.5065097107515675,0.49349028924843247
117.05368807142857,0.009883648767401106,0.5264789568569894,0.4735210431430106
119.07185510714285,0.009842426346112317,0.5463880476684199,0.45361195233158014
121.09002214285712,0.009778514022204537,0.5661910103558628,0.43380898964413717
123.10818917857142,0.009692213597545475,0.5858423327221688,0.4141576672778312
125.1263562142857,0.009583973241571425,0.6052972596107654,0.3947027403892346
127.14452324999998,0.00945438517127548,0.6245120862256363,0.37548791377436375
129.16269028571426,0.009304181742367771,0.6434444451660188,0.3565555548339812
131.18085732142856,0.009134229963044457,0.6620535839766727,0.3379464160233273
133.19902435714283,0.008945524466901885,0.6803006300628902,0.31969936993710985
135.21719139285713,0.008739179006927065,0.6981488399187674,0.3018511600812326
137.23535842857143,0.008516416557664238,0.7155638297677277,0.2844361702322723
139.2535254642857,0.008278558137057135,0.7325137849148685,0.2674862150851315
141.27169249999997,0.008027010482547574,0.7489696453592849,0.25103035464071505
143.28985953571427,0.007763252737229908,0.764905265507896,0.23509473449210402
145.30802657142857,0.0074888223206951345,0.7802975461661824,0.2197024538338176
147.32619360714284,0.007205300175163833,0.7951265373503166,0.20487346264968342
149.3443606428571,0.006914295590170621,0.8093755108631855,0.19062448913681446
151.3625276785714,0.006617430818057338,0.8230310019967557,0.17696899800324425
153.38069471428568,0.006316325697570704,0.8360828201573602,0.1639171798426398
155.39886174999998,0.006012582503744808,0.8485240286506383,0.15147597134936178
157.41702878571428,0.005707771238881303,0.8603508943004914,0.13964910569950859
159.43519582142858,0.005403415571826178,0.871562808002985,0.128437191997015
161.45336285714285,0.005100979620996543,0.8821621777231026,0.11783782227689744
163.47152989285712,0.004801855760954736,0.8921542958215622,0.10784570417843779
165.48969692857142,0.004507353613086603,0.9015471829429123,0.09845281705708772
167.5078639642857,0.004218690358537455,0.9103514109980446,0.0896485890019554
169.526031,0.0039369824865022164,0.9185799080281944,0.08142009197180558
171.5441980357143,0.003663239063836827,0.9262477479386596,0.07375225206134042
173.56236507142856,0.0033983565833940327,0.9333719282353363,0.0666280717646637
175.58053210714283,0.0031431154191660132,0.9399711389834952,0.06002886101650488
177.59869914285713,0.002898177886934388,0.9460655262351989,0.053934473764801136
179.6168661785714,0.0026640878803796046,0.9516764531399701,0.048323546860029896
181.6350332142857,0.0024412720251591464,0.9568262618647074,0.04317373813529262
183.65320025,0.002230042267957603,0.9615380393067072,0.03846196069329272
185.67136728571427,0.0020305997945103665,0.9658353893924763,0.03416461060752375
187.68953432142854,0.001843040150598973,0.9697422145203652,0.030257785479634796
189.70770135714284,0.0016673594234100225,0.9732825084334101,0.02671749156658983
191.7258683928571,0.0015034613277392975,0.9764801625072881,0.02351983749271193
193.7440354285714,0.001351165032497231,0.9793587871146636,0.020641212885336435
195.7622024642857,0.0012102135579070182,0.9819415493893474,0.01805845061065254
197.78036949999998,0.0010802825726459397,0.9842510283695882,0.015748971630411748
199.79853653571428,0.0009609894228197353,0.9863090881572611,0.013690911842738813
201.81670357142855,0.0008519022308345016,0.9881367693961067,0.011863230603893313
203.83487060714282,0.0007525489116071848,0.9897541990543136,0.010245800945686442
205.85303764285712,0.0006624259657262505,0.9911805182007005,0.008819481799299492
207.87120467857142,0.0005810069236709108,0.9924338271947022,0.007566172805297866
209.8893717142857,0.0005077503315118057,0.9935311474724966,0.0064688525275034435
211.90753875,0.0004421071861162597,0.9944883989080556,0.005511601091944402
213.92570578571426,0.0003835277462299788,0.9953203915607083,0.004679608439291708
215.94387282142853,0.00033146766437981365,0.9960408304909615,0.00395916950903849
217.96203985714283,0.00028539340284304137,0.9966623322337623,0.003337667766237649
219.98020689285713,0.0002447869145043016,0.9971964514621033,0.002803548537896681
221.99837392857143,0.00020914958587358725,0.9976537163519857,0.0023462836480142384
224.0165409642857,0.0001780054545329608,0.9980436711696544,0.0019563288303455395
226.03470799999997,0.00015090372655154552,0.998374924640475,0.00162507535952501
228.05287503571427,0.00012742063076678824,0.998655202722164,0.0013447972778359493
230.07104207142854,0.00010716065615766795,0.9988914044893092,0.0011085955106907679
232.08920910714284,8.975722578642829e-05,0.9990896599370722,0.0009103400629278221
234.10737614285713,7.487286598015473e-05,0.9992553886254762,0.0007446113745237212
236.1255431785714,6.219893264232311e-05,0.9993933582076595,0.0006066417923404906
238.1437102142857,5.145495795899313e-05,0.9995077420120613,0.0004922579879387466
240.16187724999997,4.238768046791769e-05,0.9996021749761561,0.0003978250238438458
