spec,mean,std,p01,p99,cpk
wheelbase_mm,189.99836039200227,0.18117894935174278,189.56684955102358,190.41752780418668,1.284844614492995
front_track_mm,31.49945071806343,0.10118835648141722,31.261317341085647,31.735071948572973,1.6452838891437427
rear_track_mm,31.79925872735287,0.10079526736080464,31.56501457670904,32.03352815101334,1.6510653738193692
guide_clearance_mm,0.4510420382243981,0.08069133714952458,0.26079443524166473,0.6378516211120374,1.0370466318220597
axle_parallelism_mm,0.10068475914435668,0.051543514383484014,-0.020114833935246396,0.21856002646435163,0.9656257930256569
centerline_offset_mm,0.09002841774855398,0.05166331262113303,-0.030797552646126488,0.21020436681965826,1.3547433152499564
body_mass_g,51.20360891754351,0.5518237150092177,49.93402231589583,52.48838124712702,0.7270491673374393
wheel_radius_mm,13.500873717064481,0.061555986299012246,13.360273915862885,13.644542529867046,0.8169999710052699
