coded_wheel_diameter_mm,coded_bearing_preload_n,coded_body_mass_g,coded_rear_balance_pct,coded_guide_clearance_mm,coded_launch_alignment_deg,wheel_diameter_mm,bearing_preload_n,body_mass_g,rear_balance_pct,guide_clearance_mm,launch_alignment_deg,time_s
,,,,,,,,,,,,
